序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比
223,000123,180动态,6521.06,-0.52,-34.09,59576520,119850446749.0,1.42,6534.04,6441.13,6476.18,6555.15,0.8
224,000691,科创ESG,1379.91,-0.52,-7.2,4217867,39148677860.0,1.77,1383.21,1358.64,1367.53,1387.11,0.85
225,000935,中证信息,6059.64,-0.53,-32.33,32385138,146450404150.1,2.15,6073.14,5942.26,5979.35,6091.97,0.83
226,000856,500工业,7921.08,-0.53,-42.26,39922827,91399626721.0,1.96,7927.47,7771.25,7866.19,7963.34,0.91
227,000685,科创芯片,2648.8,-0.53,-13.98,3925732,52787177239.0,2.51,2662.9,2596.18,2614.93,2662.78,0.89
228,000993,全指信息,8124.3,-0.55,-45.1,40501156,170984679080.9,2.21,8144.46,7964.2,8018.1,8169.4,0.83
229,000942,内地消费,9494.19,-0.59,-56.52,9722013,38455166913.0,1.07,9532.0,9429.64,9452.25,9550.71,1.01
230,000025,180基建,1759.32,-0.6,-10.58,41024507,25012997204.0,1.24,1761.7,1739.73,1759.26,1769.9,0.76
231,000969,300非周,5240.62,-0.6,-31.57,102235146,280845907629.0,1.26,5251.68,5185.41,5212.18,5272.19,0.83
232,000035,上证可选,2574.42,-0.62,-16.19,10165713,19301197162.0,1.25,2582.95,2550.64,2564.24,2590.61,1.06
233,000988,全指工业,4276.16,-0.64,-27.76,138331633,259462023554.0,1.69,4282.55,4209.9,4258.26,4303.92,0.85
234,000964,中证新兴,10777.58,-0.66,-72.06,54551717,223526412576.0,1.55,10804.79,10636.23,10713.18,10849.64,0.88
235,000146,优势制造,8130.83,-0.7,-57.65,22839329,51468864584.0,1.77,8152.35,8007.66,8077.08,8188.48,0.86
236,000682,科创信息,1943.92,-0.71,-13.83,4603527,51541194490.0,2.18,1952.19,1909.56,1922.33,1957.75,0.85
237,000989,全指可选,5077.82,-0.73,-37.27,21704195,49679731168.5,1.12,5090.8,5033.36,5047.18,5115.09,0.88
238,000930,800工业,3653.42,-0.73,-27.05,92421867,180137750858.0,1.7,3661.97,3599.28,3642.19,3680.47,0.85
239,000034,上证工业,2274.31,-0.73,-16.63,45197293,46642867082.0,1.32,2277.62,2247.45,2265.76,2290.94,0.78
240,000039,上证信息,5117.62,-0.74,-38.14,10514678,62053357037.0,2.13,5139.76,5029.92,5054.49,5155.76,0.89
241,000139,上证转债,425.52,-0.8,-3.42,17898941,30099071967.0,1.19,427.95,422.84,427.08,428.94,0.84
242,000832,中证转债,494.83,-0.82,-4.11,32094912,55902348193.0,1.27,497.88,491.56,497.02,498.94,0.9
243,000828,300高贝,2916.06,-0.83,-24.44,38061187,205387096586.0,1.61,2925.42,2878.08,2901.53,2940.5,0.87
244,000910,300工业,2630.02,-0.84,-22.16,52507906,88752191319.0,1.66,2640.66,2596.51,2627.07,2652.18,0.81
245,000931,800可选,5614.51,-0.84,-47.32,12654790,36108562448.0,1.15,5635.49,5570.6,5590.29,5661.83,0.93
246,000072,工业等权,3186.66,-0.85,-27.18,45193503,46636895099.0,1.46,3193.65,3146.59,3178.23,3213.84,0.78
247,000915,300信息,2995.24,-0.85,-25.79,17131251,80787717716.0,1.95,3003.11,2944.09,2966.87,3021.03,0.81
248,000952,300地产,2179.21,-0.86,-18.8,2783827,1535999086.0,2.13,2193.86,2147.11,2170.37,2198.01,0.92
249,000697,科大湾区,1375.48,-0.87,-12.1,2884064,20916839810.0,2.01,1382.63,1354.69,1364.57,1387.58,0.86
250,000688,科创50,1289.29,-0.88,-11.47,8414696,48125573760.0,1.94,1294.54,1269.32,1278.99,1300.76,0.88
251,000070,能源等权,3429.75,-1.03,-35.62,23634488,23943321657.0,3.54,3517.31,3394.55,3499.85,3465.37,0.79
252,000849,300非银,9342.01,-1.04,-98.1,13066400,21686014954.0,0.99,9384.5,9291.37,9336.18,9440.11,0.82
253,000867,港中小企,2599.97,-1.1,-28.85,23494187,22600808092.7,1.3,2609.07,2574.77,2605.27,2628.82,0.85
254,000007,公用指数,4814.38,-1.17,-56.84,71343129,47813276572.8,1.68,4831.5,4749.63,4822.56,4871.22,0.8
255,000917,300公用,2539.91,-1.18,-30.26,18503281,12604611093.0,1.28,2564.05,2531.26,2563.72,2570.17,0.73
256,000911,300可选,5943.15,-1.24,-74.75,4538224,20486294331.0,1.22,5986.88,5913.44,5924.28,6017.9,0.85
257,000812,细分机械,8053.62,-1.33,-108.22,30375891,90636643471.0,2.37,8132.32,7938.54,8075.47,8161.84,0.92
258,000114,持续产业,1333.9,-1.52,-20.64,25502674,32900659662.0,2.14,1351.58,1322.65,1346.49,1354.54,0.76
259,000977,内地低碳,2243.26,-1.72,-39.28,34250129,93730835287.0,2.93,2279.95,2213.14,2271.39,2282.54,0.78
260,000827,中证环保,2016.57,-1.72,-35.24,65451135,134395302075.6,3.09,2050.08,1986.78,2041.13,2051.81,0.79
261,000941,新能源,2808.4,-1.72,-49.16,22833267,84425233470.0,3.52,2859.82,2759.11,2844.35,2857.56,0.83
262,000937,800公用,2716.18,-2.34,-65.13,55926351,32669051730.0,2.43,2767.08,2699.4,2766.62,2781.31,0.81
263,000692,科创新能,1251.77,-2.34,-30.0,7237925,19574565466.0,4.6,1279.32,1220.37,1270.98,1281.77,0.91
264,000158,上证环保,1431.04,-2.34,-34.31,29023240,37888781137.0,3.88,1461.5,1404.66,1451.06,1465.35,0.71
265,000041,上证公用,2701.78,-2.37,-65.52,45746567,25282288557.0,2.4,2754.46,2688.12,2754.46,2767.3,0.8
266,000995,全指公用,2829.32,-2.58,-74.79,64560047,41272719737.0,2.65,2887.52,2810.44,2887.42,2904.11,0.82
267,000079,公用等权,2797.69,-3.35,-97.1,45746567,25282288557.0,3.56,2877.27,2774.32,2875.68,2894.79,0.8
268,000113,380公用,3374.1,-3.7,-129.48,29222741,13444603634.0,4.48,3492.64,3335.76,3480.58,3503.58,0.83
