序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1222,000619,海螺新材,6.04,1.17,0.07,134331.0,79507533.0,5.36,6.05,5.73,5.73,5.97,1.73,3.73,-31.14,1.06,2664659739.0,2174400000.0,0.5,0.67,-3.67,-2.74
1223,002860,星帅尔,13.01,1.17,0.15,49601.0,64306286.57,4.67,13.12,12.52,12.61,12.86,0.8,1.42,19.83,2.06,4679859833.0,4548850317.0,0.0,-0.23,-4.9,-7.73
1224,002755,奥赛康,15.57,1.17,0.18,355130.0,553490474.56,2.73,15.81,15.39,15.44,15.39,3.43,3.83,48.54,4.51,14451456665.0,14451320038.0,-0.06,0.06,-6.2,-4.65
1225,603201,常润股份,16.43,1.17,0.19,20783.0,34121979.0,5.79,16.89,15.95,15.95,16.24,0.74,1.1,14.27,1.79,3121366832.0,3094668411.0,-0.3,-0.3,-2.67,-2.67
1226,000608,*ST阳光,4.33,1.17,0.05,169815.0,73033602.0,4.44,4.39,4.2,4.24,4.28,0.62,2.28,-14.88,1.56,3247124628.0,3227701330.0,0.0,0.23,68.48,64.64
1227,601939,建设银行,9.53,1.17,0.11,1060200.0,1003845064.0,2.76,9.57,9.31,9.33,9.42,1.15,1.11,7.36,0.72,2493051635304.0,91427556985.0,-0.1,0.11,3.93,2.69
1228,601106,中国一重,4.32,1.17,0.05,398858.0,170471877.0,3.51,4.35,4.2,4.2,4.27,0.73,0.58,-282.69,5.62,29625622245.0,29625622245.0,0.0,-0.23,6.14,8.27
1229,002847,盐津铺子,60.27,1.16,0.69,19768.0,119438645.2,3.68,61.08,58.89,59.48,59.58,1.09,0.81,20.39,7.7,16436212353.0,14696279712.0,0.03,0.03,-14.38,-11.77
1230,000708,中信特钢,16.61,1.16,0.19,113189.0,186210850.68,2.74,16.65,16.2,16.41,16.42,0.92,0.22,14.14,1.95,83833296656.0,83833296656.0,0.18,0.3,4.99,1.47
1231,603855,华荣股份,19.19,1.16,0.22,14900.0,28436181.0,2.64,19.29,18.79,18.93,18.97,0.68,0.44,16.22,3.1,6476836090.0,6438868675.0,-0.1,-0.21,-0.47,-0.83
1232,603569,长久物流,6.95,1.16,0.08,33257.0,22894048.0,2.77,6.97,6.78,6.8,6.87,0.65,0.55,64.87,1.4,4194375394.0,4194375394.0,-0.14,-0.14,-9.51,-9.15
1233,000930,中粮科技,6.98,1.16,0.08,684356.0,483710326.68,5.8,7.3,6.9,6.91,6.9,1.72,3.69,122.73,1.22,12957967924.0,12957309598.0,0.14,0.29,19.73,20.97
1234,605008,长鸿高科,12.17,1.16,0.14,16820.0,20367590.0,2.74,12.21,11.88,11.9,12.03,0.94,0.26,367.13,3.91,7861362578.0,7861362578.0,-0.16,0.08,-18.49,-14.72
1235,002901,大博医疗,43.55,1.16,0.5,11488.0,49760323.0,2.6,43.84,42.72,42.95,43.05,0.99,0.4,31.85,5.4,18030549486.0,12563147133.0,-0.09,-0.14,-11.73,-8.06
1236,600613,神奇制药,6.08,1.16,0.07,86695.0,52361526.0,3.16,6.11,5.92,5.95,6.01,1.03,1.81,48.42,1.39,3247155498.0,2914265466.0,0.0,0.0,-2.88,0.16
1237,603088,宁波精达,12.27,1.15,0.14,139722.0,170661853.0,4.7,12.45,11.88,11.88,12.13,0.68,3.19,60.93,5.63,6164300343.0,5372687477.0,-0.16,-0.08,16.08,18.78
1238,603687,大胜达,15.81,1.15,0.18,897310.0,1333352426.0,12.35,16.0,14.07,14.37,15.63,0.81,16.31,71.73,2.67,8696003770.0,8696003770.0,-0.25,-0.75,66.25,65.9
1239,920006,晟楠科技,22.03,1.15,0.25,6311.0,13837971.47,3.26,22.21,21.5,21.55,21.78,0.5,1.32,251.09,6.22,1989027016.0,1052970377.0,0.27,-0.05,-18.13,-18.04
1240,920885,星辰科技,19.28,1.15,0.22,17065.0,32536886.03,4.25,19.37,18.56,18.7,19.06,0.69,1.93,97.15,8.07,3293407672.0,1706341619.0,-0.05,-0.31,-23.43,-17.82
1241,300812,易天股份,34.37,1.15,0.39,65022.0,220796056.0,6.09,35.16,33.09,33.7,33.98,0.83,7.01,104.09,6.14,4814447487.0,3186375919.0,0.03,-0.06,13.06,20.17
1242,300878,维康药业,28.06,1.15,0.32,16410.0,46177718.2,4.83,28.88,27.54,27.7,27.74,1.14,1.14,-24.6,4.01,4062816435.0,4044118290.0,-0.18,-0.43,11.93,10.0
1243,002259,升达林业,5.3,1.15,0.06,185048.0,97009346.24,5.15,5.4,5.13,5.2,5.24,0.75,2.46,152.65,14.69,3987339815.0,3987339815.0,0.19,0.38,38.74,40.21
1244,000729,燕京啤酒,13.17,1.15,0.15,246062.0,324130928.25,3.61,13.38,12.91,13.0,13.02,1.27,0.98,15.72,2.34,37120163121.0,33051519804.0,-0.3,-0.45,11.14,17.28
1245,002696,百洋股份,7.03,1.15,0.08,59160.0,41273480.97,3.6,7.07,6.82,6.86,6.95,0.58,1.77,50.55,1.77,2434926702.0,2351443244.0,-0.14,-0.14,0.14,-0.57
1246,002938,鹏鼎控股,50.75,1.14,0.57,227213.0,1117766966.55,5.6,50.81,48.0,48.71,50.18,1.27,0.98,31.47,3.45,117641089062.0,117201246374.0,0.28,0.18,-4.01,0.34
1247,600422,昆药集团,11.53,1.14,0.13,64397.0,73904899.0,2.46,11.59,11.31,11.38,11.4,1.12,0.85,24.94,1.63,8727930478.0,8727930478.0,0.09,0.0,-7.61,-8.2
1248,002871,伟隆股份,16.9,1.14,0.19,19669.0,33050873.33,2.99,16.99,16.49,16.67,16.71,0.66,1.32,31.05,3.84,4256329981.0,2524784423.0,0.06,-0.24,-1.05,-6.11
1249,002678,珠江钢琴,5.32,1.14,0.06,76387.0,40307388.0,3.23,5.34,5.17,5.18,5.26,0.84,0.56,-24.84,2.23,7226264118.0,7222296063.0,0.0,0.0,2.31,-0.19
1250,301552,科力装备,37.28,1.14,0.42,5153.0,19050475.7,3.01,37.42,36.31,36.4,36.86,0.68,2.17,21.72,3.08,3549056000.0,887264000.0,0.0,-0.05,-1.92,-0.56
1251,300789,唐源电气,21.28,1.14,0.24,12700.0,26564184.0,4.66,21.37,20.39,20.9,21.04,0.52,1.28,58.73,2.87,3061107933.0,2104505880.0,0.05,-0.05,-1.98,-7.48
1252,002166,莱茵生物,8.89,1.14,0.1,72079.0,63803819.06,2.84,8.92,8.67,8.77,8.79,0.59,0.97,70.24,2.14,6592907788.0,6577225828.0,0.0,0.0,-7.11,5.21
1253,603519,立霸股份,13.48,1.13,0.15,32152.0,42873150.0,3.83,13.52,13.01,13.24,13.33,1.06,1.21,22.77,3.02,3590099270.0,3590099270.0,0.0,0.07,12.33,12.05
1254,300693,盛弘股份,44.59,1.13,0.5,159948.0,705342872.19,6.17,45.28,42.56,43.64,44.09,1.21,5.95,29.4,6.43,13947565748.0,11988156385.0,0.11,-0.07,9.8,16.48
1255,603173,福斯达,40.99,1.13,0.46,11051.0,45074704.0,5.18,41.91,39.81,39.98,40.53,0.66,0.69,14.26,3.46,6558400000.0,6558400000.0,-0.05,-0.1,-0.46,-4.27
1256,601588,北辰实业,1.79,1.13,0.02,384703.0,67848297.0,4.52,1.8,1.72,1.76,1.77,1.06,1.45,-2.02,0.9,6026965800.0,4761400000.0,0.0,0.0,0.56,2.87
1257,002829,星网宇达,22.42,1.13,0.25,46113.0,102623993.0,4.42,22.6,21.62,21.95,22.17,1.01,3.16,91.06,2.71,4659086613.0,3274417324.0,-0.04,-0.22,-25.42,-28.64
1258,603225,新凤鸣,17.07,1.13,0.19,202798.0,345300232.0,5.39,17.53,16.62,16.68,16.88,0.79,1.22,24.72,1.49,28634818825.0,28482074758.0,0.06,0.06,-6.67,-12.28
1259,002295,精艺股份,10.74,1.13,0.12,31414.0,33515155.0,2.92,10.81,10.5,10.67,10.62,0.65,1.26,143.26,1.99,2691615840.0,2688157560.0,-0.19,-0.09,-19.19,-19.37
1260,603214,爱婴室,16.13,1.13,0.18,25190.0,40411633.0,2.63,16.15,15.73,15.75,15.95,0.68,1.82,32.02,1.94,2234650781.0,2234650781.0,-0.06,-0.06,-8.2,-6.0
1261,002495,佳隆股份,2.69,1.13,0.03,191139.0,50747101.13,3.01,2.69,2.61,2.63,2.66,0.71,2.73,169.43,2.29,2516832864.0,1885080734.0,0.37,0.37,-3.58,1.13
1262,603193,润本股份,21.4,1.13,0.24,14326.0,30442835.0,1.84,21.42,21.03,21.2,21.16,1.04,1.39,24.41,3.99,8658296920.0,2211397120.0,-0.09,-0.05,-12.22,-11.68
1263,300165,天瑞仪器,5.35,1.13,0.06,337117.0,180446863.08,6.81,5.54,5.18,5.24,5.29,3.3,8.02,-1632.55,2.08,2650987729.0,2249860533.0,0.38,0.19,12.63,11.23
1264,603810,丰山集团,16.08,1.13,0.18,20397.0,32678782.0,3.27,16.22,15.7,15.82,15.9,0.96,1.23,47.08,1.73,2658627322.0,2658627322.0,-0.06,-0.06,-1.89,0.69
1265,301006,迈拓股份,16.95,1.13,0.19,18730.0,31306344.0,3.34,17.01,16.45,16.57,16.76,0.58,2.18,32.7,1.85,2360796000.0,1459159395.0,0.12,-0.12,2.85,2.79
1266,002332,仙琚制药,9.05,1.12,0.1,140677.0,127013035.5,2.79,9.1,8.85,8.9,8.95,1.58,1.43,16.51,1.49,8952304037.0,8910392085.0,0.0,-0.11,-0.22,0.44
1267,001209,洪兴股份,20.78,1.12,0.23,30359.0,62624399.0,3.07,20.83,20.2,20.26,20.55,0.89,3.16,119.04,2.13,2733042122.0,1996846536.0,0.0,0.1,-0.43,-0.38
1268,002863,今飞凯达,5.43,1.12,0.06,100691.0,54298251.0,3.35,5.45,5.27,5.3,5.37,0.8,1.68,33.65,1.15,3255195698.0,3255195698.0,0.0,0.0,-7.34,-7.5
1269,301210,金杨精密,38.81,1.12,0.43,13752.0,53036459.08,3.23,39.05,37.81,37.81,38.38,0.8,3.16,99.08,2.41,4448182303.0,1686834658.0,0.15,0.03,7.9,6.62
1270,600775,南京熊猫,13.55,1.12,0.15,211746.0,281807749.0,4.18,13.56,13.0,13.19,13.4,0.68,3.15,1153.82,3.96,12382512068.0,9103412068.0,0.15,0.07,12.45,10.88
1271,002407,多氟多,28.8,1.12,0.32,744443.0,2136200439.61,4.81,29.27,27.9,28.46,28.48,1.11,6.89,329.43,4.15,34284457987.0,31119863789.0,-0.03,0.07,-15.69,-15.07
1272,002524,光正眼科,4.5,1.12,0.05,108202.0,48248352.0,2.92,4.52,4.39,4.43,4.45,0.67,2.12,10029.19,19.13,2318992083.0,2298857958.0,0.22,0.0,7.66,9.22
1273,301038,深水规院,20.77,1.12,0.23,22394.0,46257891.0,4.04,20.98,20.15,20.52,20.54,0.84,1.0,219.81,5.18,4633371600.0,4633371600.0,-0.38,-0.34,-9.7,-11.43
1274,688528,秦川物联,10.87,1.12,0.12,20200.0,21684894.0,3.07,10.89,10.56,10.64,10.75,0.95,1.2,-15.59,3.77,1826160000.0,1826160000.0,0.18,0.0,2.07,0.93
1275,600078,澄星股份,11.87,1.11,0.13,256048.0,301320343.0,4.43,12.05,11.53,11.6,11.74,1.07,3.86,215.82,4.63,8033768660.0,7864739860.0,0.08,0.0,18.58,23.77
1276,000952,广济药业,7.31,1.11,0.08,66792.0,48685478.12,3.18,7.4,7.17,7.22,7.23,0.85,1.94,-19.54,2.63,2534744978.0,2514596396.0,-0.14,-0.27,0.97,3.98
1277,002343,慈文传媒,6.38,1.11,0.07,71981.0,45590259.0,2.85,6.39,6.21,6.23,6.31,0.75,1.52,-82.7,3.15,3022080225.0,3022080225.0,0.0,0.0,-8.99,-10.89
1278,688776,国光电气,86.86,1.11,0.95,13680.0,117748544.0,3.38,87.48,84.58,85.03,85.91,0.79,1.26,-97.82,5.38,9414183774.0,9414183774.0,-0.05,-0.3,-6.1,-13.78
1279,603458,勘设股份,10.06,1.11,0.11,101365.0,101373966.0,3.42,10.16,9.82,9.88,9.95,1.23,3.31,-17.49,1.08,3079612611.0,3079612611.0,-0.2,-0.4,13.16,0.4
1280,603669,灵康药业,4.56,1.11,0.05,89093.0,40490533.0,2.44,4.58,4.47,4.48,4.51,0.6,1.24,-71.49,4.87,3288882380.0,3288882380.0,-0.22,-0.22,-2.15,0.0
1281,688026,洁特生物,16.58,1.1,0.18,15523.0,25466761.0,3.17,16.63,16.11,16.38,16.4,0.76,1.11,48.27,1.91,2327240840.0,2326497691.0,-0.3,-0.12,2.03,2.92
1282,002349,精华制药,7.34,1.1,0.08,105302.0,77257358.0,3.03,7.42,7.2,7.2,7.26,0.6,1.29,25.9,2.25,6089813825.0,5976087865.0,-0.14,0.0,-0.41,1.1
1283,002312,川发龙蟒,11.98,1.1,0.13,476057.0,568571617.41,2.7,12.06,11.74,11.77,11.85,0.88,2.53,38.83,2.35,22614756743.0,22568153992.0,0.0,0.08,8.71,9.61
1284,600298,安琪酵母,41.51,1.1,0.45,56541.0,233813256.0,3.99,41.89,40.25,40.91,41.06,1.11,0.66,24.2,3.11,36027719133.0,35580316051.0,0.05,-0.26,-5.77,-5.1
1285,688545,兴福电子,47.95,1.1,0.52,34530.0,164420460.0,4.87,48.71,46.4,47.18,47.43,0.98,1.89,83.03,5.84,17262000000.0,8738887500.0,-0.08,-0.02,28.62,27.7
1286,605151,西上海,18.4,1.1,0.2,13134.0,24062738.0,2.42,18.5,18.06,18.2,18.2,0.67,0.98,2158.48,1.82,2475797685.0,2475797685.0,-0.05,-0.22,-2.54,-2.59
1287,601208,东材科技,30.38,1.1,0.33,266073.0,804031834.0,5.89,31.05,29.28,29.74,30.05,0.76,2.63,81.35,5.14,30689357808.0,30689357808.0,-0.2,-0.03,5.01,12.56
1288,688209,英集芯,20.14,1.1,0.22,41228.0,81730208.0,3.87,20.2,19.43,19.6,19.92,0.89,0.95,49.23,3.98,8736410747.0,8736410747.0,-0.05,0.05,-1.95,1.0
1289,920819,颖泰生物,3.66,1.1,0.04,53263.0,19415276.22,3.31,3.69,3.57,3.58,3.62,0.89,0.44,-17.95,0.93,4486428000.0,4434547500.0,0.0,0.0,-8.5,-5.43
1290,300945,曼卡龙,15.74,1.09,0.17,82918.0,129832283.3,3.08,15.89,15.41,15.53,15.57,0.68,3.48,30.27,2.48,4125007440.0,3752426184.0,0.0,-0.06,-8.44,-2.6
1291,002264,新 华 都,8.33,1.09,0.09,112530.0,92829389.0,3.16,8.36,8.1,8.15,8.24,0.79,1.72,25.27,3.01,5996028129.0,5454340807.0,0.0,0.12,-11.48,-5.66
1292,002622,皓宸医疗,2.79,1.09,0.03,175168.0,48298566.0,3.26,2.8,2.71,2.73,2.76,0.89,2.09,-66.55,6.43,2343600000.0,2343530948.0,0.0,0.0,-9.12,-6.06
1293,603680,今创集团,13.03,1.09,0.14,19025.0,24639894.0,3.18,13.09,12.68,12.71,12.89,0.72,0.24,15.54,1.82,10211855534.0,10211855534.0,0.0,0.0,-9.64,-15.44
1294,301032,新柴股份,12.07,1.09,0.13,38188.0,45708709.6,3.35,12.1,11.7,11.79,11.94,0.79,2.39,36.85,2.41,2910480138.0,1929664394.0,0.0,-0.08,-1.79,0.33
1295,300730,科创信息,13.92,1.09,0.15,203807.0,282672493.5,4.28,14.22,13.63,14.11,13.77,1.59,10.54,-42.78,13.39,3356654142.0,2691001580.0,0.43,0.51,1.38,4.04
1296,300247,融捷健康,4.62,1.09,0.05,112394.0,51509935.0,2.84,4.64,4.51,4.53,4.57,0.81,1.4,41.88,3.29,3714666246.0,3711131946.0,0.0,0.0,-4.55,-9.94
1297,000429,粤高速Ａ,13.02,1.09,0.14,66585.0,86348412.08,2.02,13.06,12.8,12.83,12.88,0.89,0.51,15.11,2.45,27222295761.0,16969355376.0,0.0,0.0,10.34,10.53
1298,000430,ST张家界,7.4,1.09,0.08,33377.0,24646174.0,3.42,7.49,7.24,7.24,7.32,1.01,0.9,-200.63,11.19,5991301753.0,2742117996.0,0.0,0.0,9.31,-4.64
1299,605365,立达信,18.55,1.09,0.2,40660.0,75627820.0,5.29,18.99,18.02,18.02,18.35,1.17,0.81,54.87,2.5,9312338850.0,9312338850.0,-0.22,-0.32,-34.1,-29.89
1300,300888,稳健医疗,33.31,1.09,0.36,25768.0,85462525.4,3.58,33.62,32.44,32.45,32.95,0.97,0.44,19.88,1.69,19397405904.0,19376352652.0,-0.12,-0.12,-12.6,-11.97
1301,002697,红旗连锁,5.54,1.09,0.06,135459.0,74502263.73,2.37,5.55,5.42,5.44,5.48,0.6,1.18,15.68,1.57,7534400000.0,6342759850.0,-0.18,0.0,-11.64,-6.73
1302,600064,南京高科,8.38,1.09,0.09,144249.0,119951503.0,2.65,8.41,8.19,8.25,8.29,0.86,0.83,4.46,0.74,14500246217.0,14500246217.0,0.0,0.0,0.84,-3.46
1303,002171,楚江新材,11.08,1.09,0.12,336659.0,371731919.16,2.83,11.15,10.84,10.84,10.96,1.23,2.09,37.97,2.07,17982151622.0,17880255488.0,-0.09,-0.09,-11.29,-16.44
1304,600987,航民股份,7.41,1.09,0.08,64467.0,47372303.0,2.86,7.44,7.23,7.32,7.33,0.73,0.63,11.75,1.17,7564267849.0,7564267849.0,0.0,-0.13,5.11,7.55
1305,600056,中国医药,10.25,1.08,0.11,99533.0,101442334.0,2.37,10.27,10.03,10.04,10.14,0.92,0.67,25.29,1.29,15332767417.0,15327352650.0,-0.1,-0.1,-2.19,-0.77
1306,300999,金龙鱼,29.0,1.08,0.31,142935.0,414576119.75,3.59,29.35,28.32,28.39,28.69,1.12,2.63,49.87,1.63,157226154544.0,15736765813.0,0.1,0.1,0.14,0.9
1307,920110,雷特科技,33.68,1.08,0.36,791.0,2629228.11,2.88,33.8,32.84,33.01,33.32,0.65,0.49,28.64,3.54,1313520000.0,546929520.0,-0.36,-0.36,-8.5,-5.79
1308,600790,轻纺城,3.73,1.08,0.04,79322.0,29285686.0,2.98,3.74,3.63,3.65,3.69,0.82,0.54,25.09,0.94,5467400161.0,5467400161.0,0.27,0.0,-3.37,-2.61
1309,002399,海普瑞,11.24,1.08,0.12,39428.0,43952319.6,2.25,11.25,11.0,11.08,11.12,0.99,0.32,22.34,1.33,16492409333.0,14018547153.0,0.09,0.18,-5.39,-4.66
1310,301680,固德电材,111.21,1.08,1.19,24032.0,267523574.81,4.86,112.85,107.5,107.82,110.02,0.56,14.3,51.4,8.95,9208188000.0,1868603801.0,-0.05,-0.05,91.74,91.74
1311,600697,欧亚集团,12.18,1.08,0.13,26872.0,32452206.0,3.4,12.22,11.81,11.98,12.05,0.65,1.73,81.67,0.84,1937692754.0,1892479863.0,0.08,-0.08,-13.56,-7.66
1312,600668,尖峰集团,10.3,1.08,0.11,34838.0,35699648.0,3.34,10.34,10.0,10.0,10.19,1.0,0.84,4.91,0.74,4252876118.0,4252876118.0,-0.1,-0.19,-8.44,-8.85
1313,002014,永新股份,12.15,1.08,0.13,24656.0,29831656.32,2.08,12.2,11.95,11.99,12.02,0.72,0.41,18.05,3.17,7441776172.0,7344882583.0,-0.08,0.0,-0.49,1.93
1314,002643,万润股份,15.9,1.08,0.17,90344.0,141934490.42,3.12,15.94,15.45,15.47,15.73,0.81,0.99,36.01,2.04,14675051678.0,14457799563.0,0.06,0.13,0.7,6.07
1315,002799,环球印务,8.46,1.08,0.09,119199.0,100797451.84,6.45,8.78,8.24,8.3,8.37,2.0,3.72,-101.22,2.13,2707538400.0,2707502868.0,0.0,0.12,-2.2,-0.82
1316,688085,三友医疗,18.79,1.08,0.2,20354.0,37932790.0,2.74,18.87,18.36,18.42,18.59,0.97,0.64,99.0,2.98,6265760337.0,5989151470.0,-0.11,0.0,4.8,4.27
1317,688311,盟升电子,37.4,1.08,0.4,38942.0,144169844.0,3.68,37.6,36.24,36.36,37.0,1.15,2.24,-402.01,3.76,6499814105.0,6499814105.0,-0.29,-0.16,-6.59,-17.98
1318,002148,北纬科技,7.53,1.07,0.08,66824.0,49802606.37,3.22,7.55,7.31,7.38,7.45,0.77,1.49,-11463.77,3.45,4209174595.0,3383361611.0,-0.13,0.0,-11.31,-15.39
1319,688709,成都华微,43.32,1.07,0.46,42542.0,181494785.0,4.08,43.55,41.8,42.0,42.86,0.91,1.92,117.24,9.03,27588213166.0,9606047593.0,0.19,0.19,0.65,-5.81
1320,301173,毓恬冠佳,42.34,1.07,0.45,3747.0,15752959.94,2.15,42.41,41.51,41.51,41.89,0.73,1.22,24.09,2.53,3718924246.0,1305285422.0,0.12,0.0,-7.13,-5.91
1321,603856,东宏股份,13.18,1.07,0.14,31531.0,41557525.0,2.99,13.31,12.92,13.0,13.04,0.93,1.12,16.02,1.37,3717498871.0,3717498871.0,-0.08,-0.08,5.78,5.69
1322,600531,豫光金铅,13.25,1.07,0.14,378180.0,496052131.0,3.59,13.35,12.88,12.95,13.11,0.79,3.13,19.36,2.5,16022730749.0,16022730749.0,0.3,-0.08,13.64,12.77
1323,600865,百大集团,11.29,1.07,0.12,59244.0,66566520.0,2.86,11.39,11.07,11.09,11.17,1.14,1.57,132.92,1.85,4247753168.0,4247753168.0,-0.09,-0.44,-42.78,-31.16
1324,688213,思特威-W,78.08,1.07,0.83,52945.0,404067327.0,5.79,78.49,74.02,76.11,77.25,1.14,1.64,31.37,6.01,31412112992.0,25259619886.0,-0.15,-0.17,-17.34,-17.89
1325,300163,先锋新材,4.72,1.07,0.05,150949.0,70354648.0,3.64,4.75,4.58,4.63,4.67,0.96,3.33,17.3,3.81,2237280000.0,2141888597.0,-0.21,0.0,14.01,16.54
1326,688291,金橙子,39.8,1.07,0.42,12220.0,48446474.0,4.06,40.2,38.6,38.97,39.38,0.84,1.19,109.65,4.2,4086134660.0,4086134660.0,0.05,0.18,7.68,-6.84
1327,300665,飞鹿股份,7.65,1.06,0.08,86644.0,65917609.8,6.08,7.86,7.4,7.51,7.57,1.08,3.97,-19.04,3.03,1674934835.0,1668242760.0,0.0,0.0,-23.12,-21.62
1328,300599,雄塑科技,9.5,1.06,0.1,51242.0,48274757.28,3.51,9.58,9.25,9.3,9.4,0.61,2.41,-121.33,1.72,3402249887.0,2017238949.0,0.11,-0.21,26.5,16.56
1329,002044,美年健康,5.72,1.06,0.06,658995.0,373416901.89,2.83,5.73,5.57,5.58,5.66,0.65,1.7,323.8,2.83,22389532440.0,22160582026.0,0.0,0.18,5.54,8.33
1330,002419,天虹股份,5.74,1.06,0.06,220079.0,126434599.66,3.87,5.83,5.61,5.61,5.68,0.86,1.88,80.65,1.65,6709186085.0,6708340727.0,0.0,0.0,0.17,3.8
1331,600305,恒顺醋业,7.65,1.06,0.08,67249.0,51119683.0,2.25,7.66,7.49,7.55,7.57,0.95,0.61,44.79,2.52,8464507189.0,8437859944.0,0.13,0.13,-4.26,-3.41
1332,301138,华研精机,35.39,1.06,0.37,9353.0,32956654.38,3.17,35.63,34.52,34.52,35.02,0.81,1.36,45.01,3.61,4246800000.0,2426343355.0,-0.08,-0.11,-6.08,-7.6
1333,600271,航天信息,8.62,1.06,0.09,151723.0,129673017.0,2.93,8.65,8.4,8.42,8.53,0.85,0.82,-26.17,1.18,15971865580.0,15971865580.0,-0.12,-0.12,-13.89,-26.26
1334,002545,东方铁塔,22.85,1.06,0.24,122192.0,277561042.5,4.78,23.19,22.11,22.4,22.61,0.79,1.08,25.75,3.01,28426818597.0,25824240728.0,0.0,0.13,27.72,23.85
1335,600850,电科数字,23.1,1.05,0.24,77515.0,178148098.0,3.81,23.24,22.37,22.45,22.86,0.81,1.14,46.24,3.23,15712590917.0,15712590917.0,-0.04,0.04,-17.62,-22.06
1336,002287,奇正藏药,23.11,1.05,0.24,20785.0,47781546.98,2.19,23.15,22.65,22.65,22.87,0.91,0.36,20.46,2.67,13221651671.0,13195574162.0,0.0,0.09,-4.11,-2.32
1337,605118,力鼎光电,39.41,1.05,0.41,14882.0,58317601.0,4.56,39.98,38.2,38.51,39.0,0.78,0.37,56.3,10.9,16210436480.0,16044441560.0,-0.13,-0.03,31.54,30.89
1338,300997,欢乐家,20.15,1.05,0.21,38914.0,77774581.43,3.66,20.26,19.53,19.72,19.94,0.91,0.98,199.55,8.43,8815090521.0,8001390642.0,0.0,-0.05,-30.33,-22.94
1339,300063,天龙集团,11.53,1.05,0.12,267300.0,303916310.44,3.86,11.6,11.16,11.16,11.41,0.86,4.27,59.14,5.03,8745818040.0,7224172728.0,0.0,-0.17,42.17,34.54
1340,301519,舜禹股份,14.37,1.05,0.15,19538.0,27742930.52,2.95,14.42,14.0,14.11,14.22,0.69,2.59,-90.12,1.67,2322808171.0,1084599159.0,0.21,0.07,5.66,7.08
1341,601233,桐昆股份,18.24,1.05,0.19,343247.0,620969978.0,4.54,18.4,17.58,17.58,18.05,0.66,1.45,21.02,1.16,43392987178.0,43314021293.0,-0.05,0.05,11.56,5.98
1342,000715,中兴商业,5.79,1.05,0.06,65092.0,37395473.47,2.79,5.8,5.64,5.72,5.73,0.73,1.21,34.3,1.59,3129116461.0,3120771792.0,0.35,0.0,-13.19,-7.95
1343,000650,仁和药业,5.76,1.05,0.06,148798.0,85239915.37,2.28,5.77,5.64,5.65,5.7,0.91,1.12,15.95,1.27,8063644228.0,7668782404.0,0.17,0.17,-0.52,1.95
1344,688513,苑东生物,67.08,1.05,0.7,31351.0,211197003.0,6.76,69.49,65.0,66.0,66.38,1.61,1.78,41.81,4.04,11841783732.0,11841783732.0,-0.07,-0.34,15.75,8.98
1345,603137,恒尚节能,13.64,1.04,0.14,20265.0,27457923.0,3.04,13.69,13.28,13.39,13.5,0.96,2.75,39.76,2.01,2495210676.0,1005722676.0,0.0,-0.15,-2.85,-0.73
1346,000633,合金投资,6.79,1.04,0.07,115762.0,77838866.58,3.57,6.84,6.6,6.68,6.72,1.13,3.01,270.2,13.31,2614872273.0,2614852921.0,-0.15,-0.15,-8.49,-5.83
1347,002132,恒星科技,3.9,1.04,0.04,444968.0,170364164.7,5.96,3.96,3.73,3.83,3.86,1.24,3.18,203.53,1.57,5466024322.0,5457980408.0,0.26,0.26,5.69,9.86
1348,002832,比音勒芬,17.54,1.04,0.18,75342.0,131532860.22,2.13,17.57,17.2,17.2,17.36,0.81,1.93,12.12,1.83,10010202253.0,6830396701.0,0.23,0.06,15.78,17.25
1349,002496,*ST辉丰,1.95,1.04,0.02,190878.0,36712764.4,3.11,1.95,1.89,1.91,1.93,0.65,1.72,-683.15,2.22,2939799870.0,2169281928.0,0.52,0.52,13.37,5.98
1350,002265,建设工业,25.29,1.04,0.26,465287.0,1206877461.71,9.95,27.33,24.84,25.03,25.03,2.14,4.5,654.65,7.16,26125591893.0,26125591893.0,-0.04,0.04,-1.71,-5.7
1351,002247,聚力文化,2.91,1.04,0.03,168387.0,48360376.68,3.47,2.92,2.82,2.84,2.88,0.58,2.62,44.04,3.72,2476031843.0,1872703356.0,0.0,0.34,0.69,3.56
1352,301393,昊帆生物,50.5,1.04,0.52,9550.0,47857812.63,3.38,50.79,49.1,49.2,49.98,1.01,2.27,41.22,2.32,5454000000.0,2126291138.0,-0.04,-0.12,0.4,-0.37
1353,601686,友发集团,5.88,1.03,0.06,59110.0,34533091.0,2.75,5.9,5.74,5.77,5.82,0.84,0.4,12.94,1.27,8650125312.0,8650125312.0,-0.17,0.0,-4.08,-1.84
1354,603196,璞源材料,27.5,1.03,0.28,57206.0,159451369.0,4.26,28.39,27.23,27.26,27.22,2.06,2.41,199.17,9.59,11513904600.0,6517177755.0,-0.15,-0.18,7.8,7.72
1355,002228,合兴包装,3.93,1.03,0.04,246105.0,96312410.8,4.37,3.98,3.81,3.82,3.89,1.16,2.04,22.41,1.49,4768605522.0,4752634316.0,-0.25,-0.25,-32.82,-13.05
