strategy,start,end,days,key
Sub-B,2012-03-02,2012-03-08,5,DBC:0.033489|EMXC:0.206983|GLD:0.082390|QQQ:0.722961|TLT:0.277979
Sub-B,2012-03-09,2012-03-15,5,DBC:0.031031|GLD:0.083548|QQQ:0.599465|TLT:0.297709
Sub-B,2012-03-16,2012-03-22,5,DBC:0.032010|GLD:0.053703|QQQ:0.565945|TLT:0.047784|UUP:0.037944
Sub-B,2012-03-23,2012-03-29,5,DBC:0.030329|GLD:0.055903|QQQ:0.578726|TLT:0.045398|UUP:0.037337
Sub-B,2012-03-30,2012-04-05,5,DBC:0.028842|EFA:0.024191|EMXC:0.019631|GLD:0.083379|QQQ:0.598193|TLT:0.025001
Sub-B,2012-04-09,2012-04-12,4,DBC:0.027794|GLD:0.074616|QQQ:0.572022|TLT:0.040402|UUP:0.040612
Sub-B,2012-04-13,2012-04-19,5,DBC:0.026306|EMXC:0.021460|GLD:0.083579|QQQ:0.584269|TLT:0.050767
Sub-B,2012-04-20,2012-04-26,5,GLD:0.090175|QQQ:0.558291|TLT:0.330262
Sub-B,2012-04-27,2012-05-03,5,EFA:0.023872|GLD:0.105723|QQQ:0.527140|TLT:0.345312
Sub-B,2012-05-04,2012-05-10,5,EFA:0.026770|EMXC:0.028263|GLD:0.145689|QQQ:0.499608|TLT:0.344759
Sub-B,2012-05-11,2012-05-17,5,EFA:0.026540|EMXC:0.031216|GLD:0.059042|QQQ:0.397907|TLT:0.413465
Sub-B,2012-05-18,2012-05-24,5,EMXC:0.023238|GLD:0.099303|QQQ:0.128976|TLT:0.360060
Sub-B,2012-05-25,2012-05-31,4,EMXC:0.028023|GLD:0.047520|QQQ:0.135613|TLT:0.320372
Sub-B,2012-06-01,2012-06-07,5,GLD:0.103695|QQQ:0.142371|TLT:0.346200
Sub-B,2012-06-08,2012-06-14,5,GLD:0.105625|QQQ:0.162540|TLT:0.338140
Sub-B,2012-06-15,2012-06-21,5,GLD:0.113355|QQQ:0.153011|TLT:0.339039
Sub-B,2012-06-22,2012-06-28,5,GLD:0.055077|QQQ:0.156385|TLT:0.338713
Sub-B,2012-06-29,2012-07-05,4,GLD:0.054228|QQQ:0.145541|TLT:0.344560
Sub-B,2012-07-06,2012-07-12,5,GLD:0.095304|QQQ:0.491653|TLT:0.413591
Sub-B,2012-07-13,2012-07-19,5,EFA:0.021422|GLD:0.101024|QQQ:0.136956|TLT:0.359204
Sub-B,2012-07-20,2012-07-26,5,EFA:0.021452|GLD:0.049340|QQQ:0.487545|TLT:0.429163
Sub-B,2012-07-27,2012-08-02,5,GLD:0.050578|QQQ:0.125291|TLT:0.356510
Sub-B,2012-08-03,2012-08-09,5,EMXC:0.019670|GLD:0.064097|QQQ:0.141631|TLT:0.349688
Sub-B,2012-08-10,2012-08-16,5,EFA:0.023980|EMXC:0.024915|GLD:0.072641|QQQ:0.606395|TLT:0.333809
Sub-B,2012-08-17,2012-08-23,5,EFA:0.023053|EMXC:0.024750|GLD:0.072800|QQQ:0.671136|TLT:0.052451
Sub-B,2012-08-24,2012-08-30,5,EFA:0.023957|GLD:0.068797|QQQ:0.728951|TLT:0.299391
Sub-B,2012-08-31,2012-09-06,4,EFA:0.046147|GLD:0.067858|QQQ:0.757153|TLT:0.291348
Sub-B,2012-09-07,2012-09-13,5,EFA:0.026821|GLD:0.058936|QQQ:0.685654|TLT:0.073107
Sub-B,2012-09-14,2012-09-20,5,EFA:0.049785|GLD:0.538286|QQQ:0.688226|TLT:0.086959
Sub-B,2012-09-21,2012-09-27,5,EFA:0.050155|GLD:0.519567|QQQ:0.722125|TLT:0.051221
Sub-B,2012-09-28,2012-10-04,5,EFA:0.026389|GLD:0.550005|QQQ:0.684801|TLT:0.078431
Sub-B,2012-10-05,2012-10-11,5,EFA:0.026544|EMXC:0.022393|GLD:0.532079|QQQ:0.715666|TLT:0.049413
Sub-B,2012-10-12,2012-10-18,5,EFA:0.026061|EMXC:0.026824|GLD:0.071468|QQQ:0.177464|TLT:0.044872
Sub-B,2012-10-19,2012-10-25,5,EFA:0.025256|EMXC:0.029423|GLD:0.068035|QQQ:0.158633|TLT:0.054209
Sub-B,2012-10-26,2012-11-01,3,EMXC:0.026383|GLD:0.065691|QQQ:0.096459|TLT:0.081194
Sub-B,2012-11-02,2012-11-08,5,EFA:0.027628|EMXC:0.027388|GLD:0.138345|QQQ:0.101788|TLT:0.045335
Sub-B,2012-11-09,2012-11-15,5,GLD:0.117649|QQQ:0.103027|TLT:0.081813
Sub-B,2012-11-16,2012-11-21,4,EFA:0.029017|GLD:0.060208|QQQ:0.104128|TLT:0.083259
Sub-B,2012-11-23,2012-11-29,5,EFA:0.027629|GLD:0.115633|QQQ:0.098938|TLT:0.087088
Sub-B,2012-11-30,2012-12-06,5,EFA:0.048270|GLD:0.054624|QQQ:0.088159|TLT:0.102561
Sub-B,2012-12-07,2012-12-13,5,EFA:0.050138|EMXC:0.027852|GLD:0.055023|QQQ:0.091169|TLT:0.071136
Sub-B,2012-12-14,2012-12-20,5,EFA:0.052542|EMXC:0.057204|GLD:0.054311|QQQ:0.089898|TLT:0.068149
Sub-B,2012-12-21,2012-12-27,4,EFA:0.308419|EMXC:0.061904|GLD:0.057531|QQQ:0.089216|TLT:0.056303
Sub-B,2012-12-28,2013-01-03,4,EFA:0.321885|EMXC:0.056526|GLD:0.065237|QQQ:0.082695|TLT:0.047623
Sub-B,2013-01-04,2013-01-10,5,EFA:0.313060|EMXC:0.307064|GLD:0.072770|QQQ:0.076554|TLT:0.027436
Sub-B,2013-01-11,2013-01-17,5,EFA:0.313426|EMXC:0.310758|GLD:0.067969|QQQ:0.127367|TLT:0.028148
Sub-B,2013-01-18,2013-01-24,4,EFA:0.317467|EMXC:0.302652|GLD:0.067844|QQQ:0.135913|TLT:0.028002
Sub-B,2013-01-25,2013-01-31,5,DBC:0.037581|EFA:0.304388|EMXC:0.052527|GLD:0.068172|QQQ:0.085787|TLT:0.028525
Sub-B,2013-02-01,2013-02-07,5,DBC:0.032384|EFA:0.328004|EMXC:0.051504|QQQ:0.127272|TLT:0.024471
Sub-B,2013-02-08,2013-02-14,5,DBC:0.036513|EFA:0.299209|EMXC:0.055302|QQQ:0.106293|TLT:0.028052
Sub-B,2013-02-15,2013-02-21,4,DBC:0.037349|EFA:0.329154|EMXC:0.055484|QQQ:0.102085|TLT:0.026970
Sub-B,2013-02-22,2013-02-28,5,DBC:0.034081|EFA:0.327856|EMXC:0.027092|QQQ:0.104630|TLT:0.030879
Sub-B,2013-03-01,2013-03-07,5,EFA:0.323654|EMXC:0.033239|QQQ:0.166798|TLT:0.031931
Sub-B,2013-03-08,2013-03-14,5,EFA:0.321554|EMXC:0.030277|QQQ:0.176192|TLT:0.032295
Sub-B,2013-03-15,2013-03-21,5,EFA:0.321429|EMXC:0.028631|QQQ:0.182295|TLT:0.031015
Sub-B,2013-03-22,2013-03-28,5,EFA:0.322202|EMXC:0.026072|QQQ:0.193088|TLT:0.027404
Sub-B,2013-04-01,2013-04-04,4,EFA:0.329978|EMXC:0.022768|QQQ:0.189186|TLT:0.052660
Sub-B,2013-04-05,2013-04-11,5,EFA:0.328076|QQQ:0.066463|TLT:0.055359
Sub-B,2013-04-12,2013-04-18,5,EFA:0.329471|EMXC:0.057683|QQQ:0.058624|TLT:0.027979
Sub-B,2013-04-19,2013-04-25,5,EFA:0.080362|EMXC:0.027219|QQQ:0.056458|TLT:0.030857
Sub-B,2013-04-26,2013-05-02,5,EFA:0.333323|EMXC:0.054108|QQQ:0.105319|TLT:0.032131
Sub-B,2013-05-03,2013-05-09,5,EFA:0.351498|EMXC:0.051382|QQQ:0.629433|TLT:0.032403
Sub-B,2013-05-10,2013-05-16,5,EFA:0.339267|EMXC:0.075288|QQQ:0.670890
Sub-B,2013-05-17,2013-05-23,5,EFA:0.308454|EMXC:0.044939|QQQ:0.737658
Sub-B,2013-05-24,2013-05-30,4,EFA:0.295400|EMXC:0.047875|QQQ:0.757895
Sub-B,2013-05-31,2013-06-06,5,EFA:0.283869|EMXC:0.025730|QQQ:0.769693
Sub-B,2013-06-07,2013-06-13,5,EFA:0.069475|EMXC:0.047450|QQQ:0.710157
Sub-B,2013-06-14,2013-06-20,5,EFA:0.074788|EMXC:0.047929|QQQ:0.691464
Sub-B,2013-06-21,2013-06-27,5,EFA:0.069147|QQQ:0.164236
Sub-B,2013-06-28,2013-07-03,4,EFA:0.068974|QQQ:0.138166
Sub-B,2013-07-05,2013-07-11,5,EFA:0.071022|QQQ:0.136667
Sub-B,2013-07-12,2013-07-18,5,EFA:0.282991|EMXC:0.035347|QQQ:0.745079
Sub-B,2013-07-19,2013-07-25,5,EFA:0.278342|EMXC:0.017045|QQQ:0.735120
Sub-B,2013-07-26,2013-08-01,5,EFA:0.324865|EMXC:0.029699|QQQ:0.676452
Sub-B,2013-08-02,2013-08-08,5,EFA:0.309655|EMXC:0.016144|QQQ:0.686685
Sub-B,2013-08-09,2013-08-15,5,EFA:0.316442|EMXC:0.017283|QQQ:0.682779
Sub-B,2013-08-16,2013-08-22,5,EFA:0.354549|QQQ:0.607194
Sub-B,2013-08-23,2013-08-29,5,EFA:0.078955|QQQ:0.675424
Sub-B,2013-08-30,2013-09-05,4,EFA:0.085677|QQQ:0.661980
Sub-B,2013-09-06,2013-09-12,5,EFA:0.078875|QQQ:0.675583
Sub-B,2013-09-13,2013-09-19,5,EFA:0.310407|EMXC:0.019819|QQQ:0.728436
Sub-B,2013-09-20,2013-09-26,5,EFA:0.279304|EMXC:0.019605|QQQ:0.791071
Sub-B,2013-09-27,2013-10-03,5,EFA:0.251142|EMXC:0.016388|QQQ:0.853829
Sub-B,2013-10-04,2013-10-10,5,EFA:0.277526|QQQ:0.778282
Sub-B,2013-10-11,2013-10-17,5,EFA:0.337358|EMXC:0.019285|QQQ:0.667969
Sub-B,2013-10-18,2013-10-24,5,EFA:0.377515|EMXC:0.043171|QQQ:0.586257
Sub-B,2013-10-25,2013-10-31,5,EFA:0.370066|EMXC:0.022741|QQQ:0.593489
Sub-B,2013-11-01,2013-11-07,5,EFA:0.360969|QQQ:0.607362
Sub-B,2013-11-08,2013-11-14,5,EFA:0.324535|QQQ:0.682385
Sub-B,2013-11-15,2013-11-21,5,EFA:0.346693|QQQ:0.636217
Sub-B,2013-11-22,2013-11-27,4,EFA:0.358932|EMXC:0.020584|QQQ:0.625696
Sub-B,2013-11-29,2013-12-05,5,EFA:0.365939|EMXC:0.040151|QQQ:0.632264
Sub-B,2013-12-06,2013-12-12,5,EFA:0.097017|EMXC:0.019597|QQQ:0.655662
Sub-B,2013-12-13,2013-12-19,5,EFA:0.087774|EMXC:0.015963|QQQ:0.681414
Sub-B,2013-12-20,2013-12-26,4,EFA:0.310916|EMXC:0.016980|QQQ:0.733097
Sub-B,2013-12-27,2014-01-02,4,EFA:0.307754|EMXC:0.017817|QQQ:0.737746
Sub-B,2014-01-03,2014-01-09,5,EFA:0.296823|EMXC:0.016365|QQQ:0.762512
Sub-B,2014-01-10,2014-01-16,5,EFA:0.324100|EMXC:0.017273|QQQ:0.706144
Sub-B,2014-01-17,2014-01-23,4,EFA:0.360605|EMXC:0.018136|QQQ:0.631406
Sub-B,2014-01-24,2014-01-30,5,EFA:0.361474|QQQ:0.610385
Sub-B,2014-01-31,2014-02-06,5,EFA:0.087056|QQQ:0.643905
Sub-B,2014-02-07,2014-02-13,5,EFA:0.083518|QQQ:0.640181
Sub-B,2014-02-14,2014-02-20,4,EFA:0.322373|EMXC:0.023311|GLD:0.050141|QQQ:0.658021
Sub-B,2014-02-21,2014-02-27,5,EFA:0.316649|GLD:0.051247|QQQ:0.663999
Sub-B,2014-02-28,2014-03-06,5,EFA:0.326195|EMXC:0.022456|QQQ:0.663362
Sub-B,2014-03-07,2014-03-13,5,EFA:0.273504|GLD:0.043505|QQQ:0.755141
Sub-B,2014-03-14,2014-03-20,5,EFA:0.065444|QQQ:0.674635
Sub-B,2014-03-21,2014-03-27,5,EFA:0.067255|QQQ:0.670500
Sub-B,2014-03-28,2014-04-03,5,EFA:0.077301|EMXC:0.044426|QQQ:0.687625
Sub-B,2014-04-04,2014-04-10,5,EFA:0.351344|EMXC:0.023060|QQQ:0.632178|TLT:0.031729
Sub-B,2014-04-11,2014-04-17,5,EFA:0.103193|EMXC:0.029723|QQQ:0.121251
Sub-B,2014-04-21,2014-04-24,4,EFA:0.103007|EMXC:0.062261|QQQ:0.597296
Sub-B,2014-04-25,2014-05-01,5,EFA:0.103055|QQQ:0.594226|TLT:0.036512
Sub-B,2014-05-02,2014-05-08,5,EFA:0.428849|QQQ:0.443715|TLT:0.037931
Sub-B,2014-05-09,2014-05-15,5,EFA:0.102217|QQQ:0.104523|TLT:0.033903
Sub-B,2014-05-16,2014-05-22,5,EFA:0.125659|EMXC:0.020312|QQQ:0.600266|TLT:0.023360
Sub-B,2014-05-23,2014-05-29,4,EFA:0.117370|EMXC:0.020945|QQQ:0.612687|TLT:0.025207
Sub-B,2014-05-30,2014-06-05,5,EFA:0.437363|EMXC:0.022101|QQQ:0.475765|TLT:0.023087
Sub-B,2014-06-06,2014-06-12,5,EFA:0.408697|EMXC:0.019558|QQQ:0.543176|TLT:0.022379
Sub-B,2014-06-13,2014-06-19,5,EFA:0.394129|EMXC:0.040741|QQQ:0.582878|TLT:0.023691
Sub-B,2014-06-20,2014-06-26,5,EFA:0.380848|EMXC:0.039592|QQQ:0.618919|TLT:0.020101
Sub-B,2014-06-27,2014-07-03,5,EFA:0.342679|EMXC:0.038504|QQQ:0.700407|TLT:0.018614
Sub-B,2014-07-07,2014-07-10,4,EFA:0.346745|EMXC:0.070296|QQQ:0.665919
Sub-B,2014-07-11,2014-07-17,5,EFA:0.084626|EMXC:0.058523|QQQ:0.667834|TLT:0.022934
Sub-B,2014-07-18,2014-07-24,5,EFA:0.055539|EMXC:0.056617|QQQ:0.670055|TLT:0.025039
Sub-B,2014-07-25,2014-07-31,5,EFA:0.059204|EMXC:0.301805|QQQ:0.662294|TLT:0.030066
Sub-B,2014-08-01,2014-08-07,5,EFA:0.061690|EMXC:0.051614|QQQ:0.654088|TLT:0.031874
Sub-B,2014-08-08,2014-08-14,5,EFA:0.061490|EMXC:0.047177|QQQ:0.661773|TLT:0.032669
Sub-B,2014-08-15,2014-08-21,5,EFA:0.032026|EMXC:0.071185|QQQ:0.663027|TLT:0.065275
Sub-B,2014-08-22,2014-08-28,5,EFA:0.030785|EMXC:0.073573|QQQ:0.674489|TLT:0.058398
Sub-B,2014-08-29,2014-09-04,4,EFA:0.027970|EMXC:0.064149|QQQ:0.706999|TLT:0.054381
Sub-B,2014-09-05,2014-09-11,5,EFA:0.029160|EMXC:0.265180|QQQ:0.831255|TLT:0.040033
Sub-B,2014-09-12,2014-09-18,5,EFA:0.058055|EMXC:0.061889|QQQ:0.716211|TLT:0.021951
Sub-B,2014-09-19,2014-09-25,5,EFA:0.061255|EMXC:0.042263|QQQ:0.693830|TLT:0.049567
Sub-B,2014-09-26,2014-10-02,5,EFA:0.063435|EMXC:0.023260|QQQ:0.658502|TLT:0.056277
Sub-B,2014-10-03,2014-10-09,5,EFA:0.032051|EMXC:0.022979|QQQ:0.656831|TLT:0.088776
Sub-B,2014-10-10,2014-10-16,5,EFA:0.026350|EMXC:0.022638|QQQ:0.647821|TLT:0.099324
Sub-B,2014-10-17,2014-10-21,3,EFA:0.026869|QQQ:0.088178|TLT:0.345057
Sub-B,2014-10-28,2014-10-30,3,EFA:0.030022|QQQ:0.625120|TLT:0.070604
Sub-B,2014-10-31,2014-11-06,5,EFA:0.029501|EMXC:0.022752|QQQ:0.616053|TLT:0.079947
Sub-B,2014-11-07,2014-11-13,5,EFA:0.030276|EMXC:0.022541|QQQ:0.618571|TLT:0.079532
Sub-B,2014-11-14,2014-11-20,5,EFA:0.026453|QQQ:0.644117|TLT:0.068155
Sub-B,2014-11-21,2014-11-26,4,EFA:0.020034|QQQ:0.666699|TLT:0.091061
Sub-B,2014-11-28,2014-12-04,5,EFA:0.020569|QQQ:0.689470|TLT:0.079140
Sub-B,2014-12-05,2014-12-11,5,EFA:0.026703|QQQ:0.695711|TLT:0.069886
Sub-B,2014-12-12,2014-12-18,5,EFA:0.027838|QQQ:0.645648|TLT:0.343782
Sub-B,2014-12-19,2014-12-24,4,EFA:0.027527|QQQ:0.596893|TLT:0.368470
Sub-B,2014-12-26,2014-12-31,4,EFA:0.029726|QQQ:0.655752|TLT:0.336842
Sub-B,2015-01-02,2015-01-08,5,EFA:0.028931|QQQ:0.639594|TLT:0.345717
Sub-B,2015-01-09,2015-01-15,5,EFA:0.027806|QQQ:0.626293|TLT:0.353492
Sub-B,2015-01-16,2015-01-22,4,EFA:0.030173|QQQ:0.160854|TLT:0.333844
Sub-B,2015-01-23,2015-01-29,5,EMXC:0.052628|GLD:0.056717|QQQ:0.676383|TLT:0.330821
Sub-B,2015-01-30,2015-02-05,5,EFA:0.029124|QQQ:0.615412|TLT:0.357615
Sub-B,2015-02-06,2015-02-12,5,EFA:0.030413|EMXC:0.025907|QQQ:0.676969|TLT:0.327419
Sub-B,2015-02-13,2015-02-19,4,EFA:0.028398|EMXC:0.024414|QQQ:0.695726|TLT:0.321548
Sub-B,2015-02-20,2015-02-26,5,EFA:0.027326|EMXC:0.023932|QQQ:0.676591|TLT:0.082669
Sub-B,2015-02-27,2015-03-05,5,EFA:0.024334|EMXC:0.020207|QQQ:0.853599|TLT:0.250882
Sub-B,2015-03-06,2015-03-12,5,EFA:0.028404|QQQ:0.702873|TLT:0.064604
Sub-B,2015-03-13,2015-03-19,5,EFA:0.028313|QQQ:0.697294|TLT:0.067485
Sub-B,2015-03-20,2015-03-26,5,EFA:0.026116|QQQ:0.791648|TLT:0.272505
Sub-B,2015-03-27,2015-04-02,5,EFA:0.025860|EMXC:0.023802|QQQ:0.736231|TLT:0.304445
Sub-B,2015-04-06,2015-04-09,4,EFA:0.025135|EMXC:0.022647|QQQ:0.718090|TLT:0.314444
Sub-B,2015-04-10,2015-04-16,5,EFA:0.025862|EMXC:0.022321|QQQ:0.714595|TLT:0.316741
Sub-B,2015-04-17,2015-04-23,5,EFA:0.026769|EMXC:0.022432|QQQ:0.693912|TLT:0.326065
Sub-B,2015-04-24,2015-04-30,5,EFA:0.030399|EMXC:0.024419|QQQ:0.684161|TLT:0.075324
Sub-B,2015-05-01,2015-05-07,5,EFA:0.031965|EMXC:0.023866|QQQ:0.661248|TLT:0.083404
Sub-B,2015-05-08,2015-05-14,5,EFA:0.032179|EMXC:0.028688|QQQ:0.655468|TLT:0.081581
Sub-B,2015-05-15,2015-05-21,5,EFA:0.058536|EMXC:0.029414|QQQ:0.654667|TLT:0.080918
Sub-B,2015-05-22,2015-05-28,4,EFA:0.057414|EMXC:0.060611|QQQ:0.667861|TLT:0.044915
Sub-B,2015-05-29,2015-06-04,5,EFA:0.057875|QQQ:0.684691|TLT:0.072002
Sub-B,2015-06-05,2015-06-11,5,EFA:0.051814|QQQ:0.703032|TLT:0.041114
Sub-B,2015-06-12,2015-06-18,5,EFA:0.053457|QQQ:0.687801|TLT:0.042566
Sub-B,2015-06-19,2015-06-25,5,EFA:0.053959|QQQ:0.680041|TLT:0.047518
Sub-B,2015-06-26,2015-07-02,5,EFA:0.050477|QQQ:0.695649|TLT:0.043359
Sub-B,2015-07-06,2015-07-09,4,EFA:0.026243|QQQ:0.181319|TLT:0.047764
Sub-B,2015-07-10,2015-07-16,5,QQQ:0.133908|TLT:0.044157
Sub-B,2015-07-17,2015-07-23,5,EFA:0.023238|QQQ:0.687276|TLT:0.049791
Sub-B,2015-07-24,2015-07-30,5,QQQ:0.672133|TLT:0.052823
Sub-B,2015-07-31,2015-08-06,5,EFA:0.023997|QQQ:0.673548|TLT:0.055896
Sub-B,2015-08-07,2015-08-13,5,EFA:0.027748|QQQ:0.155854|TLT:0.060992
Sub-B,2015-08-14,2015-08-20,5,EFA:0.060834|QQQ:0.159396|TLT:0.053912
Sub-B,2015-08-21,2015-08-26,4,QQQ:0.159680|TLT:0.059049
Sub-B,2015-09-17,2015-09-17,1,QQQ:0.048505|TLT:0.080703
Sub-B,2015-09-18,2015-09-24,5,QQQ:0.099150|TLT:0.078472
Sub-B,2015-09-25,2015-10-01,5,BTC-USD:0.027778|QQQ:0.072847|TLT:0.067137
Sub-B,2015-10-02,2015-10-08,5,BTC-USD:0.027778|QQQ:0.040651|TLT:0.058784
Sub-B,2015-10-09,2015-10-15,5,QQQ:0.087032|TLT:0.059483
Sub-B,2015-10-16,2015-10-22,5,QQQ:0.080892|TLT:0.063576
Sub-B,2015-10-23,2015-10-29,5,EFA:0.025389|QQQ:0.086110|TLT:0.070445
Sub-B,2015-10-30,2015-11-05,5,BTC-USD:0.021445|QQQ:0.672046|TLT:0.031420
Sub-B,2015-11-06,2015-11-12,5,BTC-USD:0.022039|QQQ:0.725296|TLT:0.031980
Sub-B,2015-11-13,2015-11-19,5,BTC-USD:0.008003|QQQ:0.197629|TLT:0.032071
Sub-B,2015-11-20,2015-11-25,4,BTC-USD:0.008755|QQQ:0.692621|TLT:0.033823
Sub-B,2015-11-27,2015-12-03,5,BTC-USD:0.007360|QQQ:0.691288|TLT:0.063663
Sub-B,2015-12-04,2015-12-10,5,BTC-USD:0.008876|QQQ:0.201485|TLT:0.029270
Sub-B,2015-12-11,2015-12-17,5,BTC-USD:0.040220|QQQ:0.127734|TLT:0.032457
Sub-B,2015-12-18,2015-12-24,5,BTC-USD:0.039888|QQQ:0.131488|TLT:0.029907
Sub-B,2015-12-28,2015-12-31,4,BTC-USD:0.025569|QQQ:0.208157|TLT:0.030831
Sub-B,2016-01-04,2016-01-07,4,BTC-USD:0.041532|QQQ:0.122025|TLT:0.031199
Sub-B,2016-01-08,2016-01-14,5,BTC-USD:0.038106|QQQ:0.037917|TLT:0.079783
Sub-B,2016-01-15,2016-01-21,4,BTC-USD:0.055556|QQQ:0.038334|TLT:0.035976
Sub-B,2016-01-22,2016-01-28,5,BTC-USD:0.036250|QQQ:0.032251|TLT:0.081822
Sub-B,2016-01-29,2016-02-04,5,BTC-USD:0.035114|QQQ:0.026142|TLT:0.086858
Sub-B,2016-02-05,2016-02-11,5,BTC-USD:0.035545|QQQ:0.030355|TLT:0.085835
Sub-B,2016-02-12,2016-02-18,4,BTC-USD:0.035256|GLD:0.055722|TLT:0.321425
Sub-B,2016-02-19,2016-02-25,5,BTC-USD:0.041263|GLD:0.049790|QQQ:0.034746|TLT:0.077631
Sub-B,2016-02-26,2016-03-03,5,BTC-USD:0.028952|GLD:0.045291|QQQ:0.035878|TLT:0.118940
Sub-B,2016-03-04,2016-03-10,5,BTC-USD:0.031066|GLD:0.599774|QQQ:0.040674|TLT:0.119120
Sub-B,2016-03-11,2016-03-17,5,BTC-USD:0.039295|GLD:0.607704|QQQ:0.042230|TLT:0.077529
Sub-B,2016-03-18,2016-03-24,5,BTC-USD:0.032963|GLD:0.097121|QQQ:0.042299|TLT:0.119549
Sub-B,2016-03-28,2016-03-31,4,BTC-USD:0.042475|GLD:0.095298|QQQ:0.048302|TLT:0.107947
Sub-B,2016-04-01,2016-04-07,5,BTC-USD:0.049625|GLD:0.098763|QQQ:0.054937|TLT:0.067969
Sub-B,2016-04-08,2016-04-14,5,BTC-USD:0.046591|GLD:0.042294|QQQ:0.104713|TLT:0.102128
Sub-B,2016-04-15,2016-04-21,5,BTC-USD:0.052374|EMXC:0.021701|QQQ:0.180662|TLT:0.030039
Sub-B,2016-04-22,2016-04-28,5,BTC-USD:0.078996|GLD:0.050787|QQQ:0.117501|TLT:0.031304
Sub-B,2016-04-29,2016-05-05,5,BTC-USD:0.055390|GLD:0.121903|QQQ:0.058380|TLT:0.076690
Sub-B,2016-05-06,2016-05-12,5,BTC-USD:0.046045|GLD:0.111420|QQQ:0.067644|TLT:0.114424
Sub-B,2016-05-13,2016-05-19,5,BTC-USD:0.043151|GLD:0.108868|QQQ:0.067030|TLT:0.118900
Sub-B,2016-05-20,2016-05-26,5,BTC-USD:0.043961|GLD:0.112279|QQQ:0.064580|TLT:0.117609
Sub-B,2016-05-27,2016-06-02,4,BTC-USD:0.055244|GLD:0.054185|QQQ:0.056701|TLT:0.111535
Sub-B,2016-06-03,2016-06-09,5,BTC-USD:0.025439|QQQ:0.128236|TLT:0.132665
Sub-B,2016-06-10,2016-06-16,5,BTC-USD:0.026349|GLD:0.118910|QQQ:0.071598|TLT:0.126842
Sub-B,2016-06-17,2016-06-23,5,BTC-USD:0.049437|GLD:0.140458|TLT:0.620644
Sub-B,2016-06-24,2016-06-30,5,BTC-USD:0.262177|GLD:0.104524|QQQ:0.069685|TLT:0.134863
Sub-B,2016-07-01,2016-07-07,4,BTC-USD:0.079554|GLD:0.699464|TLT:0.541361
Sub-B,2016-07-08,2016-07-14,5,BTC-USD:0.076791|GLD:0.725916|TLT:0.529532
Sub-B,2016-07-15,2016-07-21,5,BTC-USD:0.117124|GLD:0.726124|TLT:0.484672
Sub-B,2016-07-22,2016-07-28,5,BTC-USD:0.182811|GLD:0.679796|TLT:0.443693
Sub-B,2016-07-29,2016-08-04,5,BTC-USD:0.161266|GLD:0.680391|QQQ:0.058956|TLT:0.432618
Sub-B,2016-08-05,2016-08-11,5,BTC-USD:0.027099|GLD:0.573577|QQQ:0.059573|TLT:0.363679
Sub-B,2016-08-12,2016-08-18,5,BTC-USD:0.025580|EMXC:0.222332|GLD:0.088412|QQQ:0.698940|TLT:0.320924
Sub-B,2016-08-19,2016-08-25,5,BTC-USD:0.023632|EMXC:0.209081|GLD:0.480776|QQQ:0.775025|TLT:0.102343
Sub-B,2016-08-26,2016-09-01,5,BTC-USD:0.022745|EMXC:0.036425|GLD:0.145789|QQQ:0.092111|TLT:0.064637
Sub-B,2016-09-02,2016-09-08,4,BTC-USD:0.044067|EMXC:0.050382|GLD:0.073486|QQQ:0.188661|TLT:0.274478
Sub-B,2016-09-09,2016-09-15,5,BTC-USD:0.216619|DBC:0.030696|EMXC:0.362528|GLD:0.137198|TLT:0.069470
Sub-B,2016-09-16,2016-09-22,5,BTC-USD:0.049743|EMXC:0.021996|GLD:0.148393|QQQ:0.109812|TLT:0.036970
Sub-B,2016-09-23,2016-09-29,5,BTC-USD:0.054542|EMXC:0.236050|GLD:0.147642|QQQ:0.688568|TLT:0.032301
Sub-B,2016-09-30,2016-10-06,5,BTC-USD:0.051652|EMXC:0.023256|GLD:0.142558|QQQ:0.075451|TLT:0.066088
Sub-B,2016-10-07,2016-10-13,5,BTC-USD:0.098054|DBC:0.030232|EMXC:0.232013|QQQ:0.713775|TLT:0.031708
Sub-B,2016-10-14,2016-10-20,5,BTC-USD:0.321974|DBC:0.033770|EMXC:0.041522|QQQ:0.134580|TLT:0.033275
Sub-B,2016-10-21,2016-10-27,5,BTC-USD:0.317992|DBC:0.031919|EMXC:0.023273|QQQ:0.121754|TLT:0.063997
Sub-B,2016-10-28,2016-11-03,5,BTC-USD:0.301345|DBC:0.040763|EMXC:0.024482|GLD:0.049861|QQQ:0.138846|TLT:0.034639
Sub-B,2016-11-04,2016-11-10,5,BTC-USD:0.277844|DBC:0.040677|EMXC:0.030880|GLD:0.175389|QQQ:0.060405|TLT:0.032701
Sub-B,2016-11-11,2016-11-17,5,BTC-USD:0.289941|DBC:0.042316|GLD:0.085008|QQQ:0.139369
Sub-B,2016-11-18,2016-11-23,4,BTC-USD:0.292806|DBC:0.036129|GLD:0.075309|QQQ:0.140507|TLT:0.029909
Sub-B,2016-11-25,2016-12-01,5,BTC-USD:0.287508|DBC:0.031204|GLD:0.065847|QQQ:0.180093|UUP:0.050437
