combo,period,cagr,vol,sharpe,maxdd,calmar,final_nav
160+230+400,last_5y,0.31441185896885004,0.15461960422098592,1.8517938536977216,-0.10650894346601347,2.951976132118684,3.9226185390006605
160+230+400,last_10y,0.28823829736448725,0.1430960142554617,1.8454833334645577,-0.16151682641327647,1.784571327738733,12.566350713947049
160+230+400,full_common,0.1999064365057832,0.14101728083543782,1.3656473381527234,-0.16151682641327636,1.2376818003734087,23.45062498747262
160+260+300,last_5y,0.3233701606037047,0.15478971781492384,1.8939910589857447,-0.1107751445368681,2.91915810135622,4.058106153781267
160+260+300,last_10y,0.2760132296665305,0.14332752054896006,1.776024292033769,-0.1778514880624419,1.5519309547166962,11.424237743928945
160+260+300,full_common,0.18831237905946252,0.14205198281294146,1.288189847478567,-0.17785148806244155,1.0588181246667348,21.22769458277764
160+260+390,last_5y,0.3275602816896721,0.15299732951560832,1.9351407483105088,-0.10538261094588453,3.1082953700765583,4.122750252035333
160+260+390,last_10y,0.2881876749469796,0.14240070324853696,1.8535270817549174,-0.1748515675298492,1.6481846804020364,12.561416911519546
160+260+390,full_common,0.19556444329176337,0.14129555437038493,1.3376320948986637,-0.17485156752984943,1.118459765929053,22.18631544253176
160+260+400,last_5y,0.3201553361844396,0.15282681979455992,1.9003939694256708,-0.10471363044124715,3.057437077058203,4.009060537326059
160+260+400,last_10y,0.2855147393402966,0.14222107752673266,1.841054278919652,-0.1604107601132203,1.7798976773052881,12.303367973468303
160+260+400,full_common,0.19893565064368324,0.14048090722675113,1.3645618329571083,-0.1604107601132203,1.2401640046046256,23.12433768427032
160+300+390,last_5y,0.3271785549976327,0.15359285197339345,1.9263193551607787,-0.10862802742786282,3.0119165628309315,4.116827191893881
160+300+390,last_10y,0.2898243264107918,0.1432016892161581,1.8528316334152863,-0.18854846423210825,1.5371343786391718,12.72181557244176
160+300+390,full_common,0.196834343176445,0.1420165848651153,1.3390371537397563,-0.1885484642321087,1.0439456188523293,22.59881120032589
160+300+400,last_5y,0.3190501910335737,0.15374419803221526,1.8844697581346814,-0.10814007516564716,2.9503418648901243,3.992310319852193
160+300+400,last_10y,0.28695343622463265,0.14320160313940714,1.8372429426316699,-0.17472463188143128,1.6423181616393974,12.44166264632613
160+300+400,full_common,0.1999863870865306,0.14134199714180745,1.3633048493723454,-0.17472463188143184,1.144580388769921,23.47768933985829
160+390+400,last_5y,0.31702513682985844,0.15412342961629358,1.870244475695452,-0.1072719360803408,2.955340869325077,3.961762732873304
160+390+400,last_10y,0.2945450512773595,0.14436760845142987,1.864454053474851,-0.18039014203183867,1.6328223258750616,13.194844860843995
160+390+400,full_common,0.206572543612076,0.14185362626055917,1.3976024065051929,-0.1803901420318389,1.1451431951066144,25.81111010932833
200+210+230,last_5y,0.2797456972088348,0.15908424521400708,1.6354697956339288,-0.11894120326658164,2.3519662616985957,3.4319825261751173
200+210+230,last_10y,0.26316345448557965,0.1458910750617826,1.6777790142801579,-0.1483481680971851,1.7739582352859076,10.325261751481886
200+210+230,full_common,0.16711800224887607,0.14447158911608643,1.1438806130215626,-0.2126143887923787,0.7860145458549818,16.101689432837027
200+210+260,last_5y,0.28615230850758366,0.15678352193958126,1.6891167901482795,-0.10793470562453489,2.6511612446788173,3.518740189304036
200+210+260,last_10y,0.2609793675940144,0.1445961205272971,1.679498119022466,-0.15678448821282842,1.664573903763654,10.148234581243903
200+210+260,full_common,0.16787812957660497,0.1433015473830527,1.1566843984399628,-0.19227808011818504,0.8731007168025473,15.996372371259245
200+210+300,last_5y,0.28995751401952585,0.15564356974612148,1.7194312740121767,-0.11748214247821032,2.4680986225060115,3.571094545777739
200+210+300,last_10y,0.26480608178537945,0.144209705483684,1.704697534327743,-0.15453859833137995,1.7135271359039437,10.460227650537533
200+210+300,full_common,0.17797704537545012,0.14293824375664899,1.2198131269736654,-0.16015963477304596,1.1112478223845372,18.185311427847683
200+210+390,last_5y,0.29379512224370474,0.15442598886433448,1.7510811706339355,-0.10415567283104721,2.8207308757946876,3.6245239980353436
200+210+390,last_10y,0.2772010151664668,0.1435754967148369,1.7796921080175652,-0.15642065877739664,1.772150925159787,11.53095415978274
200+210+390,full_common,0.1852282176373239,0.14254387033874166,1.2660722325898925,-0.15642065877739708,1.1841672262800207,19.083093372041095
200+210+400,last_5y,0.2851595198526049,0.15511813963931048,1.70062470361609,-0.1011898114043015,2.8180655334286255,3.505182308864901
200+210+400,last_10y,0.27400656791166633,0.14388791878547072,1.7587012395194856,-0.14450797579368502,1.8961345656302548,11.245967095968426
200+210+400,full_common,0.1879169542597532,0.1420952209969843,1.285513031454927,-0.14450797579368524,1.3003915751200001,19.708521302891786
200+230+260,last_5y,0.2946956684764126,0.15730973542396776,1.7261900165204935,-0.11105446265138652,2.6536139245614847,3.6371540899283175
200+230+260,last_10y,0.25554091258936573,0.14495434222937761,1.6457871504476913,-0.15596586567862147,1.6384412799395836,9.719238288692182
200+230+260,full_common,0.1706055759869778,0.14344320912288228,1.1719644118694177,-0.18463571198303352,0.9240117968221392,16.677054281826674
200+230+300,last_5y,0.2974222985551618,0.15609674679972899,1.752037371330627,-0.11985914798604647,2.4814317768201266,3.6756097003847614
200+230+300,last_10y,0.2584476853096829,0.144516249993061,1.6664477592532314,-0.16263090353969367,1.5891671243565526,9.946455143422465
200+230+300,full_common,0.1804432185192999,0.14310240486264658,1.2332376776017373,-0.16263090353969356,1.1095260162239635,18.871431171297644
200+230+390,last_5y,0.30188041187735126,0.1549721538506538,1.7858293182456584,-0.1085553320681164,2.780889764935057,3.7391857812052494
200+230+390,last_10y,0.2707762032835692,0.14392545164246123,1.7405955546599168,-0.16650416196828943,1.6262428523266481,10.96423718246763
200+230+390,full_common,0.18782267758735482,0.14263486645874174,1.2807290630267123,-0.16650416196828988,1.1280359323578049,19.821076019078866
200+230+400,last_5y,0.29279958193714983,0.155808860172326,1.7319918056723578,-0.10829675912373882,2.703678155341656,3.61060247900289
200+230+400,last_10y,0.26735139380141715,0.14421697180697823,1.7186229050132922,-0.15173895321371134,1.7619166874367163,10.672500308663254
200+230+400,full_common,0.1911485180043513,0.14217542529907237,1.3040291413802692,-0.15173895321371123,1.2597194982301947,20.657542523877346
200+260+300,last_5y,0.302619974298187,0.15449840871903206,1.7944742084361618,-0.1109427913042178,2.7277119201766653,3.749817039551483
200+260+300,last_10y,0.2554827648941769,0.14379738295127178,1.6575740758780215,-0.1604214092308467,1.5925727502277252,9.714741048678077
200+260+300,full_common,0.1794408260706466,0.14286754084982106,1.2290533534947456,-0.1641673530531499,1.0930359948762276,18.58965831882893
200+260+390,last_5y,0.30533943194033486,0.15289224795626954,1.8254121421336054,-0.10723226760627902,2.8474585006580204,3.789117552500875
200+260+390,last_10y,0.2670451564145069,0.14289590418839782,1.731449112367807,-0.16525996108109697,1.6159095927867337,10.64675736826299
200+260+390,full_common,0.18637747973076269,0.14203600731704757,1.276927813290831,-0.16525996108109653,1.1277836356218391,19.40674251774513
200+260+400,last_5y,0.297023000312469,0.153164202687228,1.7805534887701615,-0.10683799977564734,2.7801250579025947,3.6699578753981243
200+260+400,last_10y,0.2639626839826337,0.14294611301024007,1.7138143657289537,-0.15244713615043193,1.7315030681990662,10.390733145487843
200+260+400,full_common,0.18954030439299352,0.14135085556489463,1.3012122846208105,-0.15244713615043126,1.243318235942193,20.179997960704135
200+300+390,last_5y,0.30644051483447576,0.15317286168868408,1.8279235388719217,-0.10863639012040305,2.8207906622711225,3.8051233653458
200+300+390,last_10y,0.2691074765109174,0.14358434708612489,1.735218960187259,-0.17873838369430428,1.5055942151248893,10.821204842246166
200+300+390,full_common,0.18787560057330666,0.14267953198126,1.2806827541911388,-0.17873838369430495,1.0511206193663978,19.836405949390922
200+300+400,last_5y,0.2975157217610167,0.1537437837312009,1.7769519080204697,-0.1083346598618603,2.746265342415668,3.676933053912993
200+300+400,last_10y,0.2657085132658916,0.14381627182509907,1.7139674447118365,-0.16496171880970745,1.6107283264452477,10.53504939333224
200+300+400,full_common,0.19083690951695753,0.1421549782957278,1.3023438695135496,-0.16496171880970756,1.1568557292804305,20.564189448363194
200+390+400,last_5y,0.29538087135588253,0.15438629208009538,1.759524439847952,-0.1088071613426912,2.7147190287004386,3.6467875731552546
200+390+400,last_10y,0.27337105808651296,0.14502468182980946,1.7426447252258064,-0.171619805959341,1.5928875840314034,11.190033064452415
200+390+400,full_common,0.19741028528840632,0.14254745159002924,1.3378802056192711,-0.17161980595934145,1.1502768237319585,22.62028049841944
210+230+260,last_5y,0.2991630152957887,0.15660964430172275,1.755381537121722,-0.11593492667875505,2.5804390779039497,3.7003298928926958
210+230+260,last_10y,0.2564349470560734,0.1445399638991963,1.6550807522367847,-0.16231943774326996,1.5798166296119125,9.788620675300182
210+230+260,full_common,0.16618548122982335,0.14345756477904742,1.1454676411483564,-0.19180926687722177,0.8664100746300211,15.587223182195581
210+230+300,last_5y,0.30165807974517533,0.15585713437909574,1.775452851681763,-0.1290338939763942,2.337820478395866,3.7359944607036724
210+230+300,last_10y,0.2601240145195385,0.14406250168248053,1.68048421402249,-0.1766651143561958,1.4724130197831313,10.07965318959464
210+230+300,full_common,0.17596333437431455,0.14309730147757282,1.2066344702376808,-0.17666511435619614,0.996027625576,17.642598915008413
210+230+390,last_5y,0.3072496150651556,0.1548165861806252,1.8141400103714005,-0.11040092085001019,2.783034894089176,3.816919230912902
210+230+390,last_10y,0.2727213075100696,0.14360111991380942,1.7548747863761311,-0.17980369279089292,1.5167725605460034,11.133104600721705
210+230+390,full_common,0.18327894758981933,0.1427319747244274,1.2530368477488671,-0.1798036927908926,1.0193280501917632,18.54575138487021
210+230+400,last_5y,0.2984531372447421,0.15549370024015796,1.7633501187985072,-0.10795638303628341,2.7645714764678067,3.6902327950094334
210+230+400,last_10y,0.26962587310691255,0.1438059559882423,1.7356226948401097,-0.16521643801914931,1.631955490262184,10.865457546438638
210+230+400,full_common,0.186628222027162,0.14221249542190756,1.2769291969113303,-0.16521643801914943,1.129598387816174,19.341640227687652
210+260+300,last_5y,0.30663107668810197,0.1544818424831843,1.8146970029310627,-0.11906945742424258,2.5752286381517666,3.8078989360331463
210+260+300,last_10y,0.2566767771249978,0.14361800119225626,1.6661348598625625,-0.1758018734957032,1.460034367217772,9.807464555321715
210+260+300,full_common,0.1751311841389136,0.14301151021693287,1.2023255736562315,-0.17598735033043122,0.9951350697086461,17.4228206156644
210+260+390,last_5y,0.3109337873813458,0.15309126800432946,1.8513674498578336,-0.10689310612533476,2.9088291906941914,3.8710011905707886
210+260+390,last_10y,0.2688051311359223,0.14292037547248101,1.7409657846799764,-0.1787811179610822,1.5035431828680974,10.795470208177555
210+260+390,full_common,0.1818907290488161,0.1423248256088031,1.247969497770942,-0.17878111796108265,1.0173933977099883,18.171799022121444
210+260+400,last_5y,0.30332556601758043,0.15318271402140368,1.8122185750870998,-0.1065127211912541,2.8477872185138287,3.7599824935163983
210+260+400,last_10y,0.26621148572407183,0.1428720425946751,1.7271582923054754,-0.16438186983697745,1.6194698721220409,10.576960185990998
210+260+400,full_common,0.18518569262757278,0.14158032810548538,1.2734022857612872,-0.1643818698369769,1.1265578911544671,18.93861167883592
210+300+390,last_5y,0.31146369671750684,0.15370159936081898,1.847207408285338,-0.1129349533642805,2.757903442992148,3.8788301800799343
210+300+390,last_10y,0.2715622738645105,0.14350626442929257,1.749573838077636,-0.19194169217154045,1.4148165038672902,11.032201634420943
210+300+390,full_common,0.1839619678041038,0.14288607718253926,1.2558809445840187,-0.19194169217154067,0.9584263102134929,18.732390967384422
210+300+400,last_5y,0.3028894628396188,0.15414247059864605,1.799658621865197,-0.10794306408240761,2.806011348801273,3.7536969603641506
