candidate,mode,recovery_wait_days,start,end,days
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2018-10-09,2018-10-11,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2018-10-26,2018-10-31,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2018-11-22,2018-12-03,8
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2018-12-06,2018-12-25,14
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-01-22,2019-02-12,11
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-03-19,2019-04-01,10
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-04-12,2019-06-11,39
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-07-05,2019-08-02,21
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-08-09,2019-08-14,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-09-18,2019-09-24,5
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-09-27,2019-10-28,17
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-11-04,2019-11-20,13
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2019-11-25,2019-12-05,9
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-03-11,2020-04-10,22
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-04-15,2020-04-17,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-04-27,2020-05-18,13
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-05-25,2020-06-01,6
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-06-29,2020-07-01,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-07-21,2020-07-24,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-07-29,2020-08-03,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-08-07,2020-09-02,19
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-09-15,2020-10-12,14
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-10-20,2020-10-28,7
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-11-04,2020-11-05,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-11-13,2020-12-11,21
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2020-12-16,2020-12-17,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-01-12,2021-02-22,25
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-02-26,2021-04-12,31
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-04-15,2021-04-19,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-05-13,2021-05-14,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-08-11,2021-08-30,14
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-09-10,2021-10-26,26
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-12-06,2021-12-13,6
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-12-17,2021-12-20,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2021-12-24,2022-01-04,7
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-01-12,2022-01-13,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-01-24,2022-02-23,18
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-03-03,2022-03-07,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-03-23,2022-05-11,31
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-05-17,2022-05-20,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-05-26,2022-05-31,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-07-08,2022-08-02,18
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-08-08,2022-08-10,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-08-29,2022-10-13,28
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-11-21,2022-12-01,9
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-12-09,2022-12-12,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2022-12-15,2023-01-03,13
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-01-11,2023-01-30,9
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-02-08,2023-02-13,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-02-22,2023-03-02,7
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-03-07,2023-03-20,10
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-04-19,2023-04-21,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-05-05,2023-05-25,15
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-06-29,2023-08-22,39
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-09-15,2023-09-27,9
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2023-11-27,2023-12-29,25
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-01-05,2024-01-18,10
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-01-31,2024-02-02,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-03-28,2024-04-26,20
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-05-16,2024-05-20,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-05-23,2024-06-06,11
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-06-12,2024-07-09,20
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-07-16,2024-07-31,12
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-08-09,2024-08-16,6
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-08-22,2024-08-30,7
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-09-05,2024-09-24,12
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-11-15,2024-12-06,16
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2024-12-19,2025-01-16,20
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-03-05,2025-03-06,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-03-13,2025-04-09,19
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-04-15,2025-04-23,7
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-04-29,2025-05-06,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-05-26,2025-05-29,4
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-06-18,2025-06-19,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-09-05,2025-09-18,10
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-09-23,2025-10-27,19
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-11-06,2025-11-10,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-11-19,2025-11-21,3
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-11-26,2025-12-08,9
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2025-12-17,2025-12-23,5
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2026-01-22,2026-01-23,2
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2026-01-29,2026-02-26,15
amount_ma20_zz3_cyb4_or_recwait1_scale0,or,1,2026-03-17,2026-04-08,16
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2010-09-29,2010-10-12,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2010-12-06,2010-12-21,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2010-12-24,2011-01-05,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-01-10,2011-01-18,7
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-01-21,2011-01-25,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-01-28,2011-02-11,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-03-07,2011-03-10,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-03-23,2011-03-29,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-04-06,2011-04-21,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-05-05,2011-05-24,14
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-06-09,2011-06-24,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-07-29,2011-08-03,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-08-19,2011-08-24,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-09-02,2011-10-12,23
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-11-23,2011-12-02,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-12-07,2011-12-20,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2011-12-28,2012-01-06,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-02-01,2012-02-06,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-03-21,2012-04-19,19
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-05-02,2012-05-07,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-05-24,2012-05-30,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-06-28,2012-07-04,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-07-20,2012-08-06,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-08-20,2012-08-22,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-09-19,2012-10-11,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-10-17,2012-10-19,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-10-29,2012-11-02,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-11-12,2012-11-14,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-11-19,2012-11-22,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2012-12-03,2012-12-06,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-01-30,2013-02-19,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-03-18,2013-04-03,13
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-04-12,2013-04-19,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-06-07,2013-06-18,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-06-21,2013-06-26,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-07-11,2013-07-15,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-07-31,2013-08-02,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-08-08,2013-08-26,13
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-11-04,2013-11-18,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-12-11,2013-12-13,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2013-12-18,2013-12-27,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-01-15,2014-01-21,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-02-07,2014-02-11,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-03-04,2014-04-10,27
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-04-16,2014-04-23,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-04-28,2014-05-07,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-05-09,2014-05-23,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-06-23,2014-06-27,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-07-21,2014-08-06,13
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-08-29,2014-09-03,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-09-19,2014-09-26,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-10-22,2014-10-30,7
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-11-06,2014-11-10,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-11-14,2014-11-25,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2014-12-12,2015-01-19,25
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-02-02,2015-02-06,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-02-10,2015-02-17,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-04-21,2015-04-23,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-04-30,2015-05-12,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-06-11,2015-07-16,25
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-08-04,2015-08-19,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-08-24,2015-09-18,18
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-09-30,2015-10-09,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-11-02,2015-11-05,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-12-03,2015-12-18,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2015-12-24,2016-02-17,34
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-03-11,2016-03-18,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-04-18,2016-04-21,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-04-25,2016-05-09,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-05-11,2016-06-01,16
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-07-15,2016-07-28,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-08-01,2016-08-16,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-09-01,2016-09-07,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-09-19,2016-10-11,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-11-30,2016-12-13,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2016-12-16,2017-01-05,14
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-01-12,2017-01-17,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-01-19,2017-02-10,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-03-10,2017-03-17,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-03-28,2017-03-31,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-04-06,2017-04-11,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-04-14,2017-05-17,23
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-05-23,2017-06-08,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-06-13,2017-06-16,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-06-28,2017-07-07,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-07-21,2017-07-28,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-08-09,2017-08-11,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-08-15,2017-08-17,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-08-23,2017-08-29,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-09-18,2017-10-11,13
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-10-19,2017-10-31,9
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-11-02,2017-11-09,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-11-22,2017-12-22,23
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2017-12-27,2018-01-04,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-01-22,2018-01-25,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-01-30,2018-02-01,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-02-06,2018-02-27,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-04-11,2018-05-22,28
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-05-25,2018-05-31,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-06-04,2018-06-15,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-06-19,2018-06-20,2
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-06-26,2018-06-28,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-07-23,2018-07-25,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-07-31,2018-08-28,21
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-08-30,2018-09-20,16
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-10-09,2018-10-12,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-10-26,2018-11-01,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-11-22,2018-12-04,9
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2018-12-06,2018-12-26,15
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-01-22,2019-02-13,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-03-19,2019-04-02,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-04-12,2019-06-12,40
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-07-05,2019-08-05,22
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-08-09,2019-08-15,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-09-18,2019-09-25,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-09-27,2019-10-29,18
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-11-04,2019-11-21,14
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2019-11-25,2019-12-06,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-03-11,2020-04-13,23
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-04-15,2020-04-20,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-04-27,2020-05-19,14
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-05-25,2020-06-02,7
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-06-29,2020-07-02,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-07-21,2020-07-27,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-07-29,2020-08-04,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-08-07,2020-09-03,20
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-09-15,2020-10-13,15
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-10-20,2020-10-29,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-11-04,2020-11-06,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-11-13,2020-12-14,22
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2020-12-16,2020-12-18,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-01-12,2021-02-23,26
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-02-26,2021-04-13,32
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-04-15,2021-04-20,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-05-13,2021-05-17,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-08-11,2021-08-31,15
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-09-10,2021-10-27,27
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-12-06,2021-12-14,7
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-12-17,2021-12-21,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2021-12-24,2022-01-05,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-01-12,2022-01-14,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-01-24,2022-02-24,19
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-03-03,2022-03-08,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-03-23,2022-05-12,32
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-05-17,2022-05-23,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-05-26,2022-06-01,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-07-08,2022-08-03,19
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-08-08,2022-08-11,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-08-29,2022-10-14,29
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-11-21,2022-12-02,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-12-09,2022-12-13,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2022-12-15,2023-01-04,14
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-01-11,2023-01-31,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-02-08,2023-02-14,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-02-22,2023-03-03,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-03-07,2023-03-21,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-04-19,2023-04-24,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-05-05,2023-05-26,16
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-06-29,2023-08-23,40
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-09-15,2023-09-28,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2023-11-27,2024-01-02,26
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-01-05,2024-01-19,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-01-31,2024-02-05,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-03-28,2024-04-29,21
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-05-16,2024-05-21,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-05-23,2024-06-07,12
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-06-12,2024-07-10,21
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-07-16,2024-08-01,13
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-08-09,2024-08-19,7
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-08-22,2024-09-02,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-09-05,2024-09-25,13
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-11-15,2024-12-09,17
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2024-12-19,2025-01-17,21
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-03-05,2025-03-07,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-03-13,2025-04-10,20
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-04-15,2025-04-24,8
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-04-29,2025-05-07,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-05-26,2025-05-30,5
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-06-18,2025-06-20,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-09-05,2025-09-19,11
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-09-23,2025-10-28,20
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-11-06,2025-11-11,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-11-19,2025-11-24,4
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-11-26,2025-12-09,10
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2025-12-17,2025-12-24,6
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2026-01-22,2026-01-26,3
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2026-01-29,2026-02-27,16
amount_ma20_zz3_cyb4_or_recwait2_scale0,or,2,2026-03-17,2026-04-09,17
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2010-09-29,2010-10-13,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2010-12-06,2010-12-22,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2010-12-24,2011-01-06,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-01-10,2011-01-19,8
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-01-21,2011-01-26,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-01-28,2011-02-14,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-03-07,2011-03-11,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-03-23,2011-03-30,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-04-06,2011-04-22,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-05-05,2011-05-25,15
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-06-09,2011-06-27,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-07-29,2011-08-04,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-08-19,2011-08-25,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-09-02,2011-10-13,24
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-11-23,2011-12-05,9
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-12-07,2011-12-21,11
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2011-12-28,2012-01-09,7
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-02-01,2012-02-07,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-03-21,2012-04-20,20
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-05-02,2012-05-08,5
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-05-24,2012-05-31,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-06-28,2012-07-05,6
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-07-20,2012-08-07,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-08-20,2012-08-23,4
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-09-19,2012-10-12,13
amount_ma20_zz3_cyb4_or_recwait3_scale0,or,3,2012-10-17,2012-10-22,4
