scenario,removed_codes,removed_names,removed_n,remaining_a_codes,window,start,end,total,cagr,maxdd,dd_date,sharpe,trade_actions,cash_days,delta_cagr,delta_total,delta_maxdd,delta_sharpe
with_bond,1.H00852+1.H00905,csi1000_tr+csi500_tr,2,1.H20955+0.399606+1.H00016,5Y,2021-04-30,2026-04-30,1.8274246337576479,0.23109216568287216,-0.1767320122637991,2024-02-01,1.1160235510408285,261,18,0.006855068728398139,0.07783718736294665,0.0028217397140299916,0.02772359198794172
with_bond,1.H00852+1.H00905,csi1000_tr+csi500_tr,2,1.H20955+0.399606+1.H00016,3Y,2023-05-04,2026-04-30,1.4300662733617884,0.3458008099155572,-0.17673201226379898,2024-02-01,1.439109853505927,171,10,0.026876158538381878,0.14222618744350113,-0.009208023924905717,0.10046425147671023
no_bond,1.H00852+1.H00905,csi1000_tr+csi500_tr,2,1.H20955+0.399606+1.H00016,10Y,2016-05-03,2026-04-30,3.9562842711464272,0.17376808789219567,-0.21298452343674246,2020-04-02,0.8810162954040884,491,92,-0.00762793636023118,-0.3313489393260305,0.007297571066102848,-0.02415368600914425
no_bond,1.H00852+1.H00905,csi1000_tr+csi500_tr,2,1.H20955+0.399606+1.H00016,5Y,2021-04-30,2026-04-30,1.7780351953196671,0.22676026104181268,-0.20448580956702844,2024-02-01,1.079469492715043,225,49,0.0043804165014564855,0.04923829982843175,-0.005060108872303903,0.018485814147110258
no_bond,1.H00852+1.H00905,csi1000_tr+csi500_tr,2,1.H20955+0.399606+1.H00016,3Y,2023-05-04,2026-04-30,1.3797366647337568,0.33641284832415486,-0.20448580956702855,2024-02-01,1.3867509202584962,151,29,0.021652207671663204,0.1134236589614197,-0.008897605405806419,0.07825606981615207
with_bond,1.H20955+0.399606+1.H00016,dividend_low_vol_100_tr+cyb_growth+sse50_tr,3,1.H00852+1.H00905,10Y,2016-05-03,2026-04-30,2.8701609291671653,0.14506271985850572,-0.24252501792811576,2021-03-10,0.8338052430834358,483,67,-0.030424698123087568,-1.1591326427694946,-0.03559662895058535,-0.06143993849171403
with_bond,1.H20955+0.399606+1.H00016,dividend_low_vol_100_tr+cyb_growth+sse50_tr,3,1.H00852+1.H00905,5Y,2021-04-30,2026-04-30,1.3538802019119571,0.1867713448359225,-0.18009641110680952,2024-10-09,1.044948281007016,249,38,-0.03746575211855152,-0.3957072444827441,-0.0005426591289804383,-0.0433516780458707
with_bond,1.H20955+0.399606+1.H00016,dividend_low_vol_100_tr+cyb_growth+sse50_tr,3,1.H00852+1.H00905,3Y,2023-05-04,2026-04-30,1.2807124687235487,0.317548845846892,-0.1800964111068094,2024-10-09,1.5101679930408627,129,18,-0.0013758055302832695,-0.007127617194738534,-0.012572422767916147,0.1715223910116459
no_bond,1.H20955+0.399606+1.H00016,dividend_low_vol_100_tr+cyb_growth+sse50_tr,3,1.H00852+1.H00905,10Y,2016-05-03,2026-04-30,4.4805697857070035,0.18564162227074554,-0.23644368149191652,2021-03-10,0.9946340885692867,405,166,0.004245598018318697,0.19293657523454577,-0.01616158698907122,0.08946410715605402
no_bond,1.H20955+0.399606+1.H00016,dividend_low_vol_100_tr+cyb_growth+sse50_tr,3,1.H00852+1.H00905,5Y,2021-04-30,2026-04-30,1.6617988825731955,0.21631675686132223,-0.20778292618400307,2023-03-07,1.1356829299928777,201,81,-0.006063087679033963,-0.06699801291803986,-0.00835722548927853,0.07469925142494493
no_bond,1.H20955+0.399606+1.H00016,dividend_low_vol_100_tr+cyb_growth+sse50_tr,3,1.H00852+1.H00905,3Y,2023-05-04,2026-04-30,1.5278496998992628,0.36367676505893876,-0.16119472106149801,2024-10-09,1.6304572276333984,105,43,0.0489161244064471,0.2615366941269257,0.03439348309972412,0.32196237719105425
with_bond,1.H20955+0.399606+1.H00852,dividend_low_vol_100_tr+cyb_growth+csi1000_tr,3,1.H00016+1.H00905,10Y,2016-05-03,2026-04-30,2.3517457198927203,0.12869730637987575,-0.24060413535454594,2018-11-26,0.767988315002567,485,38,-0.04679011160171753,-1.6775478520439395,-0.033675746377015536,-0.12725686657258284
with_bond,1.H20955+0.399606+1.H00852,dividend_low_vol_100_tr+cyb_growth+csi1000_tr,3,1.H00016+1.H00905,5Y,2021-04-30,2026-04-30,1.3713809797136927,0.18853105765627132,-0.1919898530703712,2024-10-09,1.0885269996207259,247,27,-0.03570603929820271,-0.37820646668100855,-0.012436101092542118,0.00022704056783906523
with_bond,1.H20955+0.399606+1.H00852,dividend_low_vol_100_tr+cyb_growth+csi1000_tr,3,1.H00016+1.H00905,3Y,2023-05-04,2026-04-30,1.3646969282831676,0.33358187918139826,-0.19198985307037142,2024-10-09,1.6369578723678124,147,18,0.014657227804222961,0.07685684236488033,-0.02446586473147816,0.29831227033859564
no_bond,1.H20955+0.399606+1.H00852,dividend_low_vol_100_tr+cyb_growth+csi1000_tr,3,1.H00016+1.H00905,10Y,2016-05-03,2026-04-30,3.4421484032789724,0.16097113293020615,-0.1940583068894015,2021-03-25,0.8978247230768588,415,136,-0.020424891322220695,-0.8454848071934853,0.026223787613443794,-0.007345258336373894
no_bond,1.H20955+0.399606+1.H00852,dividend_low_vol_100_tr+cyb_growth+csi1000_tr,3,1.H00016+1.H00905,5Y,2021-04-30,2026-04-30,1.8628221976769535,0.23415976339900002,-0.1803483343991149,2024-10-09,1.2499025088920976,203,76,0.011779918858643823,0.13402530218571806,0.019077366295609632,0.1889188303241649
no_bond,1.H20955+0.399606+1.H00852,dividend_low_vol_100_tr+cyb_growth+csi1000_tr,3,1.H00016+1.H00905,3Y,2023-05-04,2026-04-30,1.7110980999496435,0.3959747425348883,-0.1803483343991149,2024-10-09,1.8013083284828377,123,41,0.08121410188239664,0.4447850941773064,0.015239869762107228,0.4928134780404936
with_bond,1.H20955+0.399606+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi500_tr,3,1.H00016+1.H00852,10Y,2016-05-03,2026-04-30,2.3766340780582103,0.12953343364779868,-0.20292464508722163,2022-05-24,0.7540777979353908,489,38,-0.045953984333794606,-1.6526594938784496,0.004003743890308775,-0.14116738363975911
with_bond,1.H20955+0.399606+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi500_tr,3,1.H00016+1.H00852,5Y,2021-04-30,2026-04-30,1.3438215353419065,0.18575519876728785,-0.19918739464269586,2024-10-09,1.0325028703895602,247,27,-0.03848189818718617,-0.4057659110527947,-0.01963364266486678,-0.055797088663326555
with_bond,1.H20955+0.399606+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi500_tr,3,1.H00016+1.H00852,3Y,2023-05-04,2026-04-30,1.365693534359154,0.3337698430688838,-0.19918739464269586,2024-10-09,1.5651550323751484,135,18,0.014845191691708504,0.07785344844086683,-0.0316634063038026,0.22650943034593163
no_bond,1.H20955+0.399606+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi500_tr,3,1.H00016+1.H00852,10Y,2016-05-03,2026-04-30,3.542361139308272,0.1635665031636555,-0.21262553599646494,2020-04-02,0.8893113629235662,417,121,-0.01782952108877134,-0.7452720711641856,0.007656558506380362,-0.01585861848966652
no_bond,1.H20955+0.399606+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi500_tr,3,1.H00016+1.H00852,5Y,2021-04-30,2026-04-30,1.6614895149537747,0.21628847838867715,-0.18764957555357953,2024-10-09,1.1268464257069537,201,63,-0.006091366151679045,-0.06730738053746066,0.01177612514114501,0.06586274713902096
no_bond,1.H20955+0.399606+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi500_tr,3,1.H00016+1.H00852,3Y,2023-05-04,2026-04-30,1.616759792319657,0.37953533514672744,-0.18764957555357942,2024-10-09,1.679712121809949,115,41,0.06477469449423578,0.35044678654732,0.007938628607642717,0.37121727136760496
with_bond,1.H20955+1.H00016+1.H00852,dividend_low_vol_100_tr+sse50_tr+csi1000_tr,3,0.399606+1.H00905,10Y,2016-05-03,2026-04-30,3.4283731970320312,0.16061026393189182,-0.22060874190236734,2020-10-23,0.8422496253582401,533,41,-0.014877154049701469,-0.6009203749046286,-0.013680352924836936,-0.05299555621690977
with_bond,1.H20955+1.H00016+1.H00852,dividend_low_vol_100_tr+sse50_tr+csi1000_tr,3,0.399606+1.H00905,5Y,2021-04-30,2026-04-30,1.0839252856291166,0.15820426689344758,-0.20346766873655675,2024-02-01,0.8282324854258217,281,20,-0.06603283006102645,-0.6656621607655846,-0.02391391675872767,-0.26006747362706506
with_bond,1.H20955+1.H00016+1.H00852,dividend_low_vol_100_tr+sse50_tr+csi1000_tr,3,0.399606+1.H00905,3Y,2023-05-04,2026-04-30,1.1139549709331473,0.28450966826171675,-0.20346766873655653,2024-02-01,1.2293397093321499,163,10,-0.03441498311545854,-0.17388511498513992,-0.03594368039766327,-0.10930589269706692
no_bond,1.H20955+1.H00016+1.H00852,dividend_low_vol_100_tr+sse50_tr+csi1000_tr,3,0.399606+1.H00905,10Y,2016-05-03,2026-04-30,4.444028938087891,0.18484797204989856,-0.21700762822048159,2023-03-07,0.9229406170215817,451,134,0.0034519477974717105,0.15639572761543352,0.0032744662823637194,0.017770635608349017
no_bond,1.H20955+1.H00016+1.H00852,dividend_low_vol_100_tr+sse50_tr+csi1000_tr,3,0.399606+1.H00905,5Y,2021-04-30,2026-04-30,1.4240327616111723,0.19376330925921437,-0.2170076282204817,2023-03-07,0.9493498645621133,233,67,-0.02861653528114183,-0.30476413388006307,-0.017581927525757157,-0.1116338140058194
no_bond,1.H20955+1.H00016+1.H00852,dividend_low_vol_100_tr+sse50_tr+csi1000_tr,3,0.399606+1.H00905,3Y,2023-05-04,2026-04-30,1.4512665848862714,0.3497165690264228,-0.17286791480842678,2024-01-18,1.4087068760796098,137,32,0.03495592837393113,0.18495357911393429,0.022720289352795353,0.10021202563726561
with_bond,1.H20955+1.H00016+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi500_tr,3,0.399606+1.H00852,10Y,2016-05-03,2026-04-30,4.09712922116328,0.17706489852968121,-0.22149076397615686,2020-12-10,0.9013527239991133,521,46,0.0015774805480879284,0.06783564922662055,-0.014562374998626448,0.006107542423963386
with_bond,1.H20955+1.H00016+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi500_tr,3,0.399606+1.H00852,5Y,2021-04-30,2026-04-30,1.2862357489947298,0.1798696662429442,-0.2004254385309121,2023-02-27,0.9021203098995085,281,20,-0.04436743071152982,-0.4633516973999714,-0.020871686553083024,-0.18617964915337826
with_bond,1.H20955+1.H00016+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi500_tr,3,0.399606+1.H00852,3Y,2023-05-04,2026-04-30,1.4307613792210945,0.34592955773123024,-0.18570984692939507,2024-02-01,1.3979811278541485,155,10,0.027004906354054947,0.14292129330280723,-0.018185858590501813,0.059335525824931734
no_bond,1.H20955+1.H00016+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi500_tr,3,0.399606+1.H00852,10Y,2016-05-03,2026-04-30,5.487347765053726,0.20582590248327448,-0.2618438485683813,2023-03-08,0.9958548106410736,441,132,0.024429878230847635,1.1997145545812682,-0.04156175406553597,0.09068482922784094
no_bond,1.H20955+1.H00016+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi500_tr,3,0.399606+1.H00852,5Y,2021-04-30,2026-04-30,1.5860583127887757,0.20931366870872603,-0.26184384856838117,2023-03-08,0.9922833415767096,231,62,-0.013066175831630167,-0.14273858270245965,-0.062418147873656626,-0.06870033699122313
no_bond,1.H20955+1.H00016+1.H00905,dividend_low_vol_100_tr+sse50_tr+csi500_tr,3,0.399606+1.H00852,3Y,2023-05-04,2026-04-30,1.767413623233061,0.40560748778174904,-0.15442790477579005,2024-01-18,1.5484979919919222,127,32,0.09084684712925739,0.501100617460724,0.041160299385432086,0.24000314154957803
with_bond,1.H20955+1.H00852+1.H00905,dividend_low_vol_100_tr+csi1000_tr+csi500_tr,3,0.399606+1.H00016,10Y,2016-05-03,2026-04-30,3.7757483978375017,0.16941665619307167,-0.20692838897753052,2020-10-23,0.8832006235706721,513,35,-0.006070761788521617,-0.2535451740991581,-1.1102230246251565e-16,-0.01204455800447779
with_bond,1.H20955+1.H00852+1.H00905,dividend_low_vol_100_tr+csi1000_tr+csi500_tr,3,0.399606+1.H00016,5Y,2021-04-30,2026-04-30,1.5112533828864962,0.20223414093680137,-0.18513002458519556,2022-05-24,1.007873107950272,261,20,-0.02200295601767266,-0.23833406350820496,-0.005576272607366484,-0.08042685110261472
with_bond,1.H20955+1.H00852+1.H00905,dividend_low_vol_100_tr+csi1000_tr+csi500_tr,3,0.399606+1.H00016,3Y,2023-05-04,2026-04-30,1.3653990423934048,0.3337143061938783,-0.17653035570229325,2024-02-01,1.396272581267041,157,10,0.014789654816703024,0.07755895647511757,-0.009006367363399992,0.057626979237824116
no_bond,1.H20955+1.H00852+1.H00905,dividend_low_vol_100_tr+csi1000_tr+csi500_tr,3,0.399606+1.H00016,10Y,2016-05-03,2026-04-30,5.201783394215355,0.20040466622980135,-0.20579009244321445,2020-04-02,0.9891616376203872,431,125,0.019008641977374507,0.9141501837428976,0.01449200205963086,0.08399165620715454
no_bond,1.H20955+1.H00852+1.H00905,dividend_low_vol_100_tr+csi1000_tr+csi500_tr,3,0.399606+1.H00016,5Y,2021-04-30,2026-04-30,2.0931298874525046,0.2534097241005824,-0.1537071302585581,2024-09-04,1.1757739885160021,203,67,0.03102987956022618,0.3643329919612692,0.04571857043616645,0.11479030994806938
no_bond,1.H20955+1.H00852+1.H00905,dividend_low_vol_100_tr+csi1000_tr+csi500_tr,3,0.399606+1.H00016,3Y,2023-05-04,2026-04-30,1.804374197777987,0.4118588710629394,-0.15370713025855798,2024-09-04,1.6039933020234312,131,31,0.09709823041044774,0.53806119200565,0.041881073902664157,0.295498451581087
with_bond,0.399606+1.H00016+1.H00852,cyb_growth+sse50_tr+csi1000_tr,3,1.H20955+1.H00905,10Y,2016-05-03,2026-04-30,3.9182346096034983,0.17286298456858584,-0.2058294107037456,2018-11-26,0.9821392274166829,455,49,-0.002624433413007443,-0.11105896233316148,0.0010989782737848008,0.08689404584153304
with_bond,0.399606+1.H00016+1.H00852,cyb_growth+sse50_tr+csi1000_tr,3,1.H20955+1.H00905,5Y,2021-04-30,2026-04-30,2.084804320499927,0.25273416049656117,-0.18849263720647047,2024-11-18,1.3754142966013092,219,30,0.028497063542087142,0.33521687410522594,-0.008938885228641391,0.2871143375484224
with_bond,0.399606+1.H00016+1.H00852,cyb_growth+sse50_tr+csi1000_tr,3,1.H20955+1.H00905,3Y,2023-05-04,2026-04-30,1.5464808678931643,0.3670303226033367,-0.1884926372064698,2024-11-18,1.7457196266735708,139,13,0.048105671226161384,0.25864078197487705,-0.020968648867576545,0.40707402464435405
no_bond,0.399606+1.H00016+1.H00852,cyb_growth+sse50_tr+csi1000_tr,3,1.H20955+1.H00905,10Y,2016-05-03,2026-04-30,4.133104588955537,0.17789383475250764,-0.1941842210569431,2018-03-23,0.9839924992818619,397,126,-0.003502189499919206,-0.1545286215169206,0.026097873445902198,0.07882251786862926
no_bond,0.399606+1.H00016+1.H00852,cyb_growth+sse50_tr+csi1000_tr,3,1.H20955+1.H00905,5Y,2021-04-30,2026-04-30,2.132615306439198,0.2565940302933958,-0.18159912758622987,2024-02-01,1.360416221304368,179,66,0.03421418575303958,0.40381841094796256,0.01782657310849467,0.29943254273643527
no_bond,0.399606+1.H00016+1.H00852,cyb_growth+sse50_tr+csi1000_tr,3,1.H20955+1.H00905,3Y,2023-05-04,2026-04-30,1.5617757203762919,0.3697711685463878,-0.18159912758622976,2024-02-01,1.7255093467140343,113,34,0.055010527893896155,0.2954627146039548,0.013989076574992376,0.4170144962716902
with_bond,0.399606+1.H00016+1.H00905,cyb_growth+sse50_tr+csi500_tr,3,1.H20955+1.H00852,10Y,2016-05-03,2026-04-30,4.288685468037432,0.18141955489119788,-0.20485406741275092,2021-02-01,1.0037065920663824,463,50,0.005932136909604591,0.2593918961007722,0.002074321564779491,0.10846141049123248
with_bond,0.399606+1.H00016+1.H00905,cyb_growth+sse50_tr+csi500_tr,3,1.H20955+1.H00852,5Y,2021-04-30,2026-04-30,2.4664423965102573,0.2823057236915645,-0.18739989632760923,2024-10-09,1.4484459663291407,223,30,0.058068626737090456,0.7168549501155561,-0.007846144349780149,0.3601460072762539
with_bond,0.399606+1.H00016+1.H00905,cyb_growth+sse50_tr+csi500_tr,3,1.H20955+1.H00852,3Y,2023-05-04,2026-04-30,1.704155255020095,0.39477798039975864,-0.18739989632760923,2024-10-09,1.7802862413262914,131,13,0.07585332902258335,0.41631516910180766,-0.01987590798871597,0.44164063929707464
no_bond,0.399606+1.H00016+1.H00905,cyb_growth+sse50_tr+csi500_tr,3,1.H20955+1.H00852,10Y,2016-05-03,2026-04-30,4.769011058810591,0.19174445382416394,-0.22311800519858493,2021-02-01,1.0269563949432272,403,114,0.010348429571737094,0.48137784833813324,-0.0028359106957396296,0.12178641352999453
no_bond,0.399606+1.H00016+1.H00905,cyb_growth+sse50_tr+csi500_tr,3,1.H20955+1.H00852,5Y,2021-04-30,2026-04-30,2.4496202156420694,0.28105855849207084,-0.18236612024047671,2024-02-01,1.4071191390427058,185,53,0.058678713951714645,0.7208233201508341,0.017059580454247825,0.34613546047477306
no_bond,0.399606+1.H00016+1.H00905,cyb_growth+sse50_tr+csi500_tr,3,1.H20955+1.H00852,3Y,2023-05-04,2026-04-30,1.680566593154833,0.39069657926952805,-0.18236612024047683,2024-02-01,1.737449724174393,109,34,0.0759359386170364,0.41425358738249596,0.013222083920745309,0.42895487373204877
with_bond,0.399606+1.H00852+1.H00905,cyb_growth+csi1000_tr+csi500_tr,3,1.H20955+1.H00016,10Y,2016-05-03,2026-04-30,3.3237177684468646,0.15783513181085085,-0.1975270663993286,2024-11-18,0.9317759218289329,461,32,-0.017652286170742437,-0.7055758034897952,0.00940132257820181,0.036530740253783
with_bond,0.399606+1.H00852+1.H00905,cyb_growth+csi1000_tr+csi500_tr,3,1.H20955+1.H00016,5Y,2021-04-30,2026-04-30,1.7589330370946152,0.22506829512377102,-0.19752706639932827,2024-11-18,1.2864329265889811,217,21,0.0008311981692969983,0.00934559069991403,-0.017973314421499187,0.19813296753609433
with_bond,0.399606+1.H00852+1.H00905,cyb_growth+csi1000_tr+csi500_tr,3,1.H20955+1.H00016,3Y,2023-05-04,2026-04-30,1.2831652693214952,0.3180226192342812,-0.19752706639932838,2024-11-18,1.6073366938539884,141,13,-0.0009020321428940825,-0.004674816596792031,-0.030003078060435118,0.2686910918247716
no_bond,0.399606+1.H00852+1.H00905,cyb_growth+csi1000_tr+csi500_tr,3,1.H20955+1.H00016,10Y,2016-05-03,2026-04-30,3.554377971761043,0.16387425419213586,-0.20500444403590778,2023-03-10,0.9398715501933013,407,109,-0.017521770060290986,-0.7332552387114148,0.01527765046693752,0.03470156878006858
no_bond,0.399606+1.H00852+1.H00905,cyb_growth+csi1000_tr+csi500_tr,3,1.H20955+1.H00016,5Y,2021-04-30,2026-04-30,1.6952538390283833,0.21935938559378365,-0.20500444403590767,2023-03-10,1.223496299628018,181,59,-0.003020458946572546,-0.03354305646285205,-0.005578743341183134,0.16251262106008535
no_bond,0.399606+1.H00852+1.H00905,cyb_growth+csi1000_tr+csi500_tr,3,1.H20955+1.H00016,3Y,2023-05-04,2026-04-30,1.245878845863925,0.3107836113007143,-0.18596532589991877,2024-11-18,1.5452058176367431,119,35,-0.00397702935177735,-0.02043415990841213,0.00962287826130337,0.236710967194399
with_bond,1.H00016+1.H00852+1.H00905,sse50_tr+csi1000_tr+csi500_tr,3,1.H20955+0.399606,10Y,2016-05-03,2026-04-30,5.0414858361994925,0.19726228195351614,-0.2067863774462323,2020-10-23,1.000735838896248,487,35,0.021774863971922853,1.0121922642628327,0.00014201153129811406,0.10549065732109808
with_bond,1.H00016+1.H00852+1.H00905,sse50_tr+csi1000_tr+csi500_tr,3,1.H20955+0.399606,5Y,2021-04-30,2026-04-30,2.097682744423973,0.2537785427051311,-0.1767320122637992,2024-02-01,1.200772862813197,239,19,0.02954144575065709,0.34809529802927175,0.0028217397140298806,0.11247290376031027
with_bond,1.H00016+1.H00852+1.H00905,sse50_tr+csi1000_tr+csi500_tr,3,1.H20955+0.399606,3Y,2023-05-04,2026-04-30,1.6260832310375046,0.3811774309164544,-0.17673201226379898,2024-02-01,1.5435276409930812,155,10,0.0622527795392791,0.3382431451192174,-0.009208023924905717,0.20488203896386437
no_bond,1.H00016+1.H00852+1.H00905,sse50_tr+csi1000_tr+csi500_tr,3,1.H20955+0.399606,10Y,2016-05-03,2026-04-30,4.80390563541969,0.19246403037031712,-0.21298452343674246,2020-04-02,0.9624511957558108,431,100,0.011068006117890272,0.5162724249472319,0.007297571066102848,0.05728121434257816
no_bond,1.H00016+1.H00852+1.H00905,sse50_tr+csi1000_tr+csi500_tr,3,1.H20955+0.399606,5Y,2021-04-30,2026-04-30,2.0179549079857035,0.24725623870958935,-0.20448580956702833,2024-02-01,1.1545913003714756,201,50,0.02487639416923315,0.28915801249446815,-0.005060108872303792,0.09360762180354287
no_bond,1.H00016+1.H00852+1.H00905,sse50_tr+csi1000_tr+csi500_tr,3,1.H20955+0.399606,3Y,2023-05-04,2026-04-30,1.5936127166557972,0.375441640407433,-0.20448580956702855,2024-02-01,1.5025119471574266,133,29,0.060680999754941345,0.3272997108834601,-0.008897605405806419,0.1940170967150825
with_bond,1.H20955+0.399606+1.H00016+1.H00852,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr,4,1.H00905,10Y,2016-05-03,2026-04-30,3.3668865875856406,0.15898707959993197,-0.24154098165813587,2022-05-24,0.9192771393034058,437,69,-0.016500338381661317,-0.6624069843510192,-0.03461259268060546,0.024031957728255948
with_bond,1.H20955+0.399606+1.H00016+1.H00852,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr,4,1.H00905,5Y,2021-04-30,2026-04-30,1.529269814880407,0.20395448005390926,-0.1869080739915321,2024-11-18,1.1685820034279093,225,40,-0.020282616900564765,-0.2203176315142943,-0.007354322013703007,0.08028204437502251
with_bond,1.H20955+0.399606+1.H00016+1.H00852,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr,4,1.H00905,3Y,2023-05-04,2026-04-30,1.4767181732194374,0.35438789328536635,-0.1869080739915321,2024-11-18,1.7064709261345536,125,18,0.03546324190819106,0.1888780873011502,-0.019384085652638827,0.36782532410533686
no_bond,1.H20955+0.399606+1.H00016+1.H00852,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr,4,1.H00905,10Y,2016-05-03,2026-04-30,5.042931436319189,0.19729095430571264,-0.22552412960515023,2021-03-25,1.0674042259077017,355,183,0.015894930053285794,0.7552982258467313,-0.0052420351023049205,0.162234244494469
no_bond,1.H20955+0.399606+1.H00016+1.H00852,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr,4,1.H00905,5Y,2021-04-30,2026-04-30,2.0041770856297254,0.24611518137564636,-0.1681634169709384,2024-11-18,1.3088110125891625,175,96,0.023735336835290166,0.27538019013849,0.031262283723786144,0.2478273340212298
no_bond,1.H20955+0.399606+1.H00016+1.H00852,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi1000_tr,4,1.H00905,3Y,2023-05-04,2026-04-30,1.8452581268889046,0.41871029012371097,-0.1681634169709384,2024-11-18,1.870440329887318,97,43,0.10394964947121932,0.5789451211165675,0.02742478719028374,0.5619454794449739
with_bond,1.H20955+0.399606+1.H00016+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi500_tr,4,1.H00852,10Y,2016-05-03,2026-04-30,3.2703773846936466,0.15639737693164424,-0.25000854691013263,2022-05-24,0.889155582455274,419,76,-0.019090041049949047,-0.7589161872430132,-0.043080157932602225,-0.006089599119875833
with_bond,1.H20955+0.399606+1.H00016+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi500_tr,4,1.H00852,5Y,2021-04-30,2026-04-30,1.4941885662201893,0.20059553979761158,-0.18739989632760934,2024-10-09,1.1037168756969737,227,38,-0.023641557156862447,-0.25539888017451196,-0.00784614434978026,0.015416916644086953
with_bond,1.H20955+0.399606+1.H00016+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi500_tr,4,1.H00852,3Y,2023-05-04,2026-04-30,1.5436036871427627,0.36651350676059624,-0.18739989632760934,2024-10-09,1.6793143303154556,117,18,0.04758885538342095,0.2557636012244755,-0.01987590798871608,0.34066872828623884
no_bond,1.H20955+0.399606+1.H00016+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi500_tr,4,1.H00852,10Y,2016-05-03,2026-04-30,5.327463746640788,0.20281772087664152,-0.21262553599646505,2020-04-02,1.070763709893206,337,185,0.02142169662421467,1.0398305361683304,0.007656558506380251,0.16559372847997322
no_bond,1.H20955+0.399606+1.H00016+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi500_tr,4,1.H00852,5Y,2021-04-30,2026-04-30,1.8348056568888969,0.2317343394254754,-0.2102179500263589,2023-03-08,1.1963285982940057,179,90,0.009354494885119191,0.10600876139766147,-0.010792249331634363,0.135344919726073
no_bond,1.H20955+0.399606+1.H00016+1.H00905,dividend_low_vol_100_tr+cyb_growth+sse50_tr+csi500_tr,4,1.H00852,3Y,2023-05-04,2026-04-30,1.8441541718192185,0.4185261505594011,-0.16866657755882886,2024-10-09,1.808191026057551,93,47,0.10376550990690947,0.5778411660468814,0.026921626602393278,0.49969617561520696
with_bond,1.H20955+0.399606+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi1000_tr+csi500_tr,4,1.H00016,10Y,2016-05-03,2026-04-30,3.0243611422345476,0.14954954856147507,-0.1994728322303917,2018-10-11,0.9070646578326167,421,43,-0.02593786942011822,-1.0049324297021123,0.007455556747138714,0.011819476257466821
with_bond,1.H20955+0.399606+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi1000_tr+csi500_tr,4,1.H00016,5Y,2021-04-30,2026-04-30,1.407510373024409,0.19213127489578974,-0.18360420203498895,2024-10-09,1.1476913867732381,219,28,-0.032105822058684286,-0.34207707337029225,-0.004050450057159871,0.05939142772035133
with_bond,1.H20955+0.399606+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi1000_tr+csi500_tr,4,1.H00016,3Y,2023-05-04,2026-04-30,1.2663106972984064,0.3147601927128365,-0.18360420203498884,2024-10-09,1.604333117243154,129,18,-0.004164458664338788,-0.02152938861988085,-0.01608021369609558,0.2656875152139373
no_bond,1.H20955+0.399606+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi1000_tr+csi500_tr,4,1.H00016,10Y,2016-05-03,2026-04-30,4.467015583242371,0.1853477884222383,-0.1838121241044316,2020-04-02,1.050456516317476,339,163,0.003951764169811467,0.1793823727699131,0.03646997039841371,0.14528653490424326
no_bond,1.H20955+0.399606+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi1000_tr+csi500_tr,4,1.H00016,5Y,2021-04-30,2026-04-30,1.9296937312453233,0.2398730693196367,-0.17184186592911255,2024-10-09,1.3198502424494662,159,90,0.017493224779280503,0.2008968357540879,0.027583834765611992,0.2588665638815335
no_bond,1.H20955+0.399606+1.H00852+1.H00905,dividend_low_vol_100_tr+cyb_growth+csi1000_tr+csi500_tr,4,1.H00016,3Y,2023-05-04,2026-04-30,1.689062122663754,0.39216925243037193,-0.17184186592911255,2024-10-09,1.8442189033606302,101,44,0.07740861177788028,0.42274911689141703,0.023746338232109587,0.5357240529182861
