date,position_before,position,return,gross_return,turnover,cost,stop_triggered,trade_count,stop_exit_count,nav,signal
2016-12-28,159941.SZ,513030.SH,-0.012096498054474658,-0.010116731517509692,2.0,our_cost_0p1pct,False,67,8,1.0153238135945695,weighted_slope
2016-12-29,513030.SH,513030.SH,-0.0020618556701030855,-0.0020618556701030855,0.0,our_cost_0p1pct,False,67,8,1.0132303624325187,weighted_slope
2016-12-30,513030.SH,513030.SH,0.009297520661156966,0.009297520661156966,0.0,our_cost_0p1pct,False,67,8,1.0226508926617466,weighted_slope
2017-01-03,513030.SH,513030.SH,0.013306038894575156,0.013306038894575156,0.0,our_cost_0p1pct,False,67,8,1.0362583252150759,weighted_slope
2017-01-04,513030.SH,159941.SZ,-0.00804848484848486,-0.0060606060606061,2.0,our_cost_0p1pct,False,68,8,1.0279180157854662,weighted_slope
2017-01-05,159941.SZ,159941.SZ,-0.013934426229508134,-0.013934426229508134,0.0,our_cost_0p1pct,False,68,8,1.0135945680245213,weighted_slope
2017-01-06,159941.SZ,159941.SZ,-0.0191188694929344,-0.0191188694929344,0.0,our_cost_0p1pct,False,68,8,0.9942157857597133,weighted_slope
2017-01-09,159941.SZ,159941.SZ,0.004237288135593209,0.004237288135593209,0.0,our_cost_0p1pct,False,68,8,0.9984285645129324,weighted_slope
2017-01-10,159941.SZ,159941.SZ,0.010126582278481067,0.010126582278481067,0.0,our_cost_0p1pct,False,68,8,1.0085392335206584,weighted_slope
2017-01-11,159941.SZ,159941.SZ,0.026733500417710943,0.026733500417710943,0.0,our_cost_0p1pct,False,68,8,1.035501017541261,weighted_slope
2017-01-12,159941.SZ,159941.SZ,0.024410089503661414,0.024410089503661414,0.0,our_cost_0p1pct,False,68,8,1.0607776900605754,weighted_slope
2017-01-13,159941.SZ,518880.SH,-0.017853852263701175,-0.015885623510722646,2.0,our_cost_0p1pct,False,69,8,1.0418387218976037,weighted_slope
2017-01-16,518880.SH,518880.SH,0.007513148009015813,0.007513148009015813,0.0,our_cost_0p1pct,False,69,8,1.0496662104167442,weighted_slope
2017-01-17,518880.SH,518880.SH,0.004474272930648837,0.004474272930648837,0.0,our_cost_0p1pct,False,69,8,1.0543627035282286,weighted_slope
2017-01-18,518880.SH,518880.SH,-0.0033407572383072903,-0.0033407572383072903,0.0,our_cost_0p1pct,False,69,8,1.0508403336946155,weighted_slope
2017-01-19,518880.SH,518880.SH,-0.008566108007448836,-0.008566108007448836,0.0,our_cost_0p1pct,False,69,8,1.0418387218976037,weighted_slope
2017-01-20,518880.SH,518880.SH,0.002253944402704766,0.002253944402704766,0.0,our_cost_0p1pct,False,69,8,1.044186968453346,weighted_slope
2017-01-23,518880.SH,518880.SH,0.004872563718140821,0.004872563718140821,0.0,our_cost_0p1pct,False,69,8,1.0492748359907873,weighted_slope
2017-01-24,518880.SH,518880.SH,-0.0014919806042521522,-0.0014919806042521522,0.0,our_cost_0p1pct,False,69,8,1.0477093382869591,weighted_slope
2017-01-25,518880.SH,518880.SH,-0.009712364587224576,-0.009712364587224576,0.0,our_cost_0p1pct,False,69,8,1.0375336032120763,weighted_slope
2017-01-26,518880.SH,513030.SH,-0.005764617125612825,-0.003772161448509892,2.0,our_cost_0p1pct,False,70,8,1.0315526192346012,weighted_slope
2017-02-03,513030.SH,513030.SH,-0.013671875,-0.013671875,0.0,our_cost_0p1pct,False,70,8,1.0174493607685031,weighted_slope
2017-02-06,513030.SH,513030.SH,-0.002970297029703084,-0.002970297029703084,0.0,our_cost_0p1pct,False,70,8,1.0144272339543392,weighted_slope
2017-02-07,513030.SH,513030.SH,-0.015888778550148808,-0.015888778550148808,0.0,our_cost_0p1pct,False,70,8,0.9983092242787988,weighted_slope
2017-02-08,513030.SH,513030.SH,0.003027245206861817,0.003027245206861817,0.0,our_cost_0p1pct,False,70,8,1.0013313510929627,weighted_slope
2017-02-09,513030.SH,159941.SZ,-0.0020000000000000018,0.0,2.0,our_cost_0p1pct,False,71,8,0.9993286883907767,weighted_slope
2017-02-10,159941.SZ,159941.SZ,0.005555555555555536,0.005555555555555536,0.0,our_cost_0p1pct,False,71,8,1.004880514437392,weighted_slope
2017-02-13,159941.SZ,159941.SZ,0.0023677979479086453,0.0023677979479086453,0.0,our_cost_0p1pct,False,71,8,1.0072598684573701,weighted_slope
2017-02-14,159941.SZ,159941.SZ,0.0,0.0,0.0,our_cost_0p1pct,False,71,8,1.0072598684573701,weighted_slope
2017-02-15,159941.SZ,159941.SZ,-0.003937007874015852,-0.003937007874015852,0.0,our_cost_0p1pct,False,71,8,1.0032942784240733,weighted_slope
2017-02-16,159941.SZ,159941.SZ,0.002371541501976271,0.002371541501976271,0.0,our_cost_0p1pct,False,71,8,1.0056736324440514,weighted_slope
2017-02-17,159941.SZ,159941.SZ,0.018927444794952786,0.018927444794952786,0.0,our_cost_0p1pct,False,71,8,1.0247084646038758,weighted_slope
2017-02-20,159941.SZ,159941.SZ,0.00541795665634659,0.00541795665634659,0.0,our_cost_0p1pct,False,71,8,1.030260290650491,weighted_slope
2017-02-21,159941.SZ,159941.SZ,0.0,0.0,0.0,our_cost_0p1pct,False,71,8,1.030260290650491,weighted_slope
2017-02-22,159941.SZ,159941.SZ,0.004618937644341736,0.004618937644341736,0.0,our_cost_0p1pct,False,71,8,1.035018998690447,weighted_slope
2017-02-23,159941.SZ,159941.SZ,0.0,0.0,0.0,our_cost_0p1pct,False,71,8,1.035018998690447,weighted_slope
2017-02-24,159941.SZ,159941.SZ,-0.008429118773946254,-0.008429118773946254,0.0,our_cost_0p1pct,False,71,8,1.0262947006171943,weighted_slope
2017-02-27,159941.SZ,159941.SZ,-0.0007727975270479526,-0.0007727975270479526,0.0,our_cost_0p1pct,False,71,8,1.025501582610535,weighted_slope
2017-02-28,159941.SZ,159941.SZ,0.0030935808197989356,0.0030935808197989356,0.0,our_cost_0p1pct,False,71,8,1.0286740546371724,weighted_slope
2017-03-01,159941.SZ,159941.SZ,0.0007710100231304029,0.0007710100231304029,0.0,our_cost_0p1pct,False,71,8,1.0294671726438318,weighted_slope
2017-03-02,159941.SZ,159941.SZ,0.0015408320493066618,0.0015408320493066618,0.0,our_cost_0p1pct,False,71,8,1.0310534086571506,weighted_slope
2017-03-03,159941.SZ,159941.SZ,-0.003076923076923088,-0.003076923076923088,0.0,our_cost_0p1pct,False,71,8,1.027880936630513,weighted_slope
2017-03-06,159941.SZ,159941.SZ,0.00694444444444442,0.00694444444444442,0.0,our_cost_0p1pct,False,71,8,1.0350189986904472,weighted_slope
2017-03-07,159941.SZ,159941.SZ,-0.0030651340996168397,-0.0030651340996168397,0.0,our_cost_0p1pct,False,71,8,1.03184652666381,weighted_slope
2017-03-08,159941.SZ,159915.SZ,-0.008136817832436583,-0.006149116064565696,2.0,our_cost_0p1pct,False,72,8,1.0234505794453141,weighted_slope
2017-03-09,159915.SZ,159915.SZ,-0.007961783439490389,-0.007961783439490389,0.0,our_cost_0p1pct,False,72,8,1.0153020875707497,weighted_slope
2017-03-10,159915.SZ,159915.SZ,-0.0005350454788656256,-0.0005350454788656256,0.0,our_cost_0p1pct,False,72,8,1.0147588547791122,weighted_slope
2017-03-13,159915.SZ,159915.SZ,0.011777301927194728,0.011777301927194728,0.0,our_cost_0p1pct,False,72,8,1.0267099761951402,weighted_slope
2017-03-14,159915.SZ,159915.SZ,-0.007936507936507908,-0.007936507936507908,0.0,our_cost_0p1pct,False,72,8,1.0185614843205755,weighted_slope
2017-03-15,159915.SZ,159915.SZ,0.0005333333333332746,0.0005333333333332746,0.0,our_cost_0p1pct,False,72,8,1.019104717112213,weighted_slope
2017-03-16,159915.SZ,159915.SZ,0.0031982942430703876,0.0031982942430703876,0.0,our_cost_0p1pct,False,72,8,1.0223641138620387,weighted_slope
2017-03-17,159915.SZ,513030.SH,-0.012605738575982905,-0.010626992561105109,2.0,our_cost_0p1pct,False,73,8,1.0094764591132275,weighted_slope
2017-03-20,513030.SH,513030.SH,0.007729468599033895,0.007729468599033895,0.0,our_cost_0p1pct,False,73,8,1.0172791757054072,weighted_slope
2017-03-21,513030.SH,513030.SH,-0.0019175455417066445,-0.0019175455417066445,0.0,our_cost_0p1pct,False,73,8,1.0153284965573623,weighted_slope
2017-03-22,513030.SH,513030.SH,-0.01729106628242072,-0.01729106628242072,0.0,our_cost_0p1pct,False,73,8,0.9977723842249584,weighted_slope
2017-03-23,513030.SH,513030.SH,0.004887585532747041,0.004887585532747041,0.0,our_cost_0p1pct,False,73,8,1.0026490820950709,weighted_slope
2017-03-24,513030.SH,513030.SH,0.005836575875486361,0.005836575875486361,0.0,our_cost_0p1pct,False,73,8,1.0085011195392055,weighted_slope
2017-03-27,513030.SH,513030.SH,-0.0009671179883946612,-0.0009671179883946612,0.0,our_cost_0p1pct,False,73,8,1.0075257799651829,weighted_slope
2017-03-28,513030.SH,513030.SH,0.0058083252662148865,0.0058083252662148865,0.0,our_cost_0p1pct,False,73,8,1.0133778174093175,weighted_slope
2017-03-29,513030.SH,513030.SH,0.010587102983638186,0.010587102983638186,0.0,our_cost_0p1pct,False,73,8,1.0241065527235644,weighted_slope
2017-03-30,513030.SH,513030.SH,0.0009523809523808158,0.0009523809523808158,0.0,our_cost_0p1pct,False,73,8,1.0250818922975868,weighted_slope
2017-03-31,513030.SH,513030.SH,0.0019029495718363432,0.0019029495718363432,0.0,our_cost_0p1pct,False,73,8,1.0270325714456316,weighted_slope
2017-04-05,513030.SH,513030.SH,0.0009496676163343043,0.0009496676163343043,0.0,our_cost_0p1pct,False,73,8,1.028007911019654,weighted_slope
2017-04-06,513030.SH,513030.SH,-0.002846299810246755,-0.002846299810246755,0.0,our_cost_0p1pct,False,73,8,1.0250818922975866,weighted_slope
2017-04-07,513030.SH,513030.SH,-0.0009514747859180606,-0.0009514747859180606,0.0,our_cost_0p1pct,False,73,8,1.0241065527235642,weighted_slope
2017-04-10,513030.SH,513030.SH,-0.0009523809523810378,-0.0009523809523810378,0.0,our_cost_0p1pct,False,73,8,1.0231312131495416,weighted_slope
2017-04-11,513030.SH,518880.SH,-0.006756911344137251,-0.004766444232602418,2.0,our_cost_0p1pct,False,74,8,1.0162180062488706,weighted_slope
2017-04-12,518880.SH,518880.SH,0.00995024875621886,0.00995024875621886,0.0,our_cost_0p1pct,False,74,8,1.0263296282015957,weighted_slope
2017-04-13,518880.SH,518880.SH,0.0038705137227306174,0.0038705137227306174,0.0,our_cost_0p1pct,False,74,8,1.030302051111595,weighted_slope
2017-04-14,518880.SH,518880.SH,0.002103049421661396,0.002103049421661396,0.0,our_cost_0p1pct,False,74,8,1.0324688272443219,weighted_slope
2017-04-17,518880.SH,518880.SH,-0.0024484085344526063,-0.0024484085344526063,0.0,our_cost_0p1pct,False,74,8,1.0299409217561406,weighted_slope
2017-04-18,518880.SH,518880.SH,-0.003155680224403934,-0.003155680224403934,0.0,our_cost_0p1pct,False,74,8,1.0266907575570503,weighted_slope
2017-04-19,518880.SH,518880.SH,-0.000703482237073394,-0.000703482237073394,0.0,our_cost_0p1pct,False,74,8,1.0259684988461415,weighted_slope
2017-04-20,518880.SH,518880.SH,-0.0017599436818023229,-0.0017599436818023229,0.0,our_cost_0p1pct,False,74,8,1.024162852068869,weighted_slope
2017-04-21,518880.SH,518880.SH,-0.003173483779971731,-0.003173483779971731,0.0,our_cost_0p1pct,False,74,8,1.020912687869779,weighted_slope
2017-04-24,518880.SH,518880.SH,-0.0077821011673151474,-0.0077821011673151474,0.0,our_cost_0p1pct,False,74,8,1.0129678420497807,weighted_slope
2017-04-25,518880.SH,518880.SH,0.0007130124777183777,0.0007130124777183777,0.0,our_cost_0p1pct,False,74,8,1.0136901007606898,weighted_slope
2017-04-26,518880.SH,513030.SH,-0.006622016387602403,-0.004631278945493422,2.0,our_cost_0p1pct,False,75,8,1.006977428301502,weighted_slope
2017-04-27,513030.SH,513030.SH,-0.0018433179723502668,-0.0018433179723502668,0.0,our_cost_0p1pct,False,75,8,1.0051212487101628,weighted_slope
2017-04-28,513030.SH,513030.SH,0.0009233610341645715,0.0009233610341645715,0.0,our_cost_0p1pct,False,75,8,1.0060493385058327,weighted_slope
2017-05-02,513030.SH,513030.SH,0.005535055350553542,0.005535055350553542,0.0,our_cost_0p1pct,False,75,8,1.0116178772798503,weighted_slope
2017-05-03,513030.SH,513030.SH,0.004587155963302614,0.004587155963302614,0.0,our_cost_0p1pct,False,75,8,1.0162583262581981,weighted_slope
2017-05-04,513030.SH,513030.SH,-0.002739726027397138,-0.002739726027397138,0.0,our_cost_0p1pct,False,75,8,1.0134740568711895,weighted_slope
2017-05-05,513030.SH,513030.SH,0.015567765567765512,0.015567765567765512,0.0,our_cost_0p1pct,False,75,8,1.0292515833975724,weighted_slope
2017-05-08,513030.SH,513030.SH,0.023444544634806164,0.023444544634806164,0.0,our_cost_0p1pct,False,75,8,1.0533819180849817,weighted_slope
2017-05-09,513030.SH,513030.SH,-0.006167400881057383,-0.006167400881057383,0.0,our_cost_0p1pct,False,75,8,1.0468852895152945,weighted_slope
2017-05-10,513030.SH,513030.SH,0.012411347517730542,0.012411347517730542,0.0,our_cost_0p1pct,False,75,8,1.0598785466546687,weighted_slope
2017-05-11,513030.SH,513030.SH,0.017513134851138368,0.017513134851138368,0.0,our_cost_0p1pct,False,75,8,1.0784403425680604,weighted_slope
2017-05-12,513030.SH,513030.SH,-0.024956970740103168,-0.024956970740103168,0.0,our_cost_0p1pct,False,75,8,1.0515257384936425,weighted_slope
2017-05-15,513030.SH,513030.SH,0.008826125330979817,0.008826125330979817,0.0,our_cost_0p1pct,False,75,8,1.0608066364503386,weighted_slope
2017-05-16,513030.SH,513030.SH,-0.005249343832021025,-0.005249343832021025,0.0,our_cost_0p1pct,False,75,8,1.055238097676321,weighted_slope
2017-05-17,513030.SH,513030.SH,-0.014951627088830133,-0.014951627088830133,0.0,our_cost_0p1pct,False,75,8,1.039460571149938,weighted_slope
2017-05-18,513030.SH,513030.SH,-0.008035714285714368,-0.008035714285714368,0.0,our_cost_0p1pct,False,75,8,1.0311077629889116,weighted_slope
2017-05-19,513030.SH,513030.SH,0.0036003600360035026,0.0036003600360035026,0.0,our_cost_0p1pct,False,75,8,1.0348201221715898,weighted_slope
2017-05-22,513030.SH,513030.SH,0.02062780269058284,0.02062780269058284,0.0,our_cost_0p1pct,False,75,8,1.05616618747199,weighted_slope
2017-05-23,513030.SH,513030.SH,0.0017574692442883233,0.0017574692442883233,0.0,our_cost_0p1pct,False,75,8,1.0580223670633293,weighted_slope
2017-05-24,513030.SH,513030.SH,-0.011403508771929749,-0.011403508771929749,0.0,our_cost_0p1pct,False,75,8,1.0459571997196249,weighted_slope
2017-05-25,513030.SH,513030.SH,-0.006211180124223503,-0.006211180124223503,0.0,our_cost_0p1pct,False,75,8,1.0394605711499378,weighted_slope
2017-05-26,513030.SH,513030.SH,-0.0017857142857142794,-0.0017857142857142794,0.0,our_cost_0p1pct,False,75,8,1.0376043915585986,weighted_slope
2017-05-31,513030.SH,513030.SH,-0.004472271914132464,-0.004472271914132464,0.0,our_cost_0p1pct,False,75,8,1.0329639425802506,weighted_slope
2017-06-01,513030.SH,518880.SH,-0.00020664869721465084,0.0017969451931716396,2.0,our_cost_0p1pct,False,76,8,1.0327504819272466,weighted_slope
2017-06-02,518880.SH,518880.SH,-0.002160604969391522,-0.002160604969391522,0.0,our_cost_0p1pct,False,76,8,1.0305191161038532,weighted_slope
2017-06-05,518880.SH,518880.SH,0.0122699386503069,0.0122699386503069,0.0,our_cost_0p1pct,False,76,8,1.043163522436416,weighted_slope
2017-06-06,518880.SH,518880.SH,0.0060606060606061,0.0060606060606061,0.0,our_cost_0p1pct,False,76,8,1.0494857256026973,weighted_slope
2017-06-07,518880.SH,518880.SH,0.0003543586109142627,0.0003543586109142627,0.0,our_cost_0p1pct,False,76,8,1.049857619906596,weighted_slope
2017-06-08,518880.SH,518880.SH,-0.006021962451292939,-0.006021962451292939,0.0,our_cost_0p1pct,False,76,8,1.0435354167403148,weighted_slope
2017-06-09,518880.SH,518880.SH,-0.009265858873841903,-0.009265858873841903,0.0,our_cost_0p1pct,False,76,8,1.0338661648389433,weighted_slope
2017-06-12,518880.SH,159941.SZ,-0.005589928057553983,-0.003597122302158251,2.0,our_cost_0p1pct,False,77,8,1.0280869273563544,weighted_slope
2017-06-13,159941.SZ,518880.SH,-0.011198156682027616,-0.009216589861751112,2.0,our_cost_0p1pct,False,78,8,1.0165742488610736,weighted_slope
2017-06-14,518880.SH,518880.SH,0.0025225225225224968,0.0025225225225224968,0.0,our_cost_0p1pct,False,78,8,1.019138580299642,weighted_slope
2017-06-15,518880.SH,159915.SZ,-0.010250898634076244,-0.008267433501078392,2.0,our_cost_0p1pct,False,79,8,1.008691494018914,weighted_slope
2017-06-16,159915.SZ,159915.SZ,-0.0028669724770641336,-0.0028669724770641336,0.0,our_cost_0p1pct,False,79,8,1.005799603267713,weighted_slope
2017-06-19,159915.SZ,159915.SZ,0.004025301897642164,0.004025301897642164,0.0,our_cost_0p1pct,False,79,8,1.0098482503193942,weighted_slope
2017-06-20,159915.SZ,159915.SZ,0.001145475372279492,0.001145475372279492,0.0,our_cost_0p1pct,False,79,8,1.0110050066198746,weighted_slope
2017-06-21,159915.SZ,159915.SZ,0.0028604118993134087,0.0028604118993134087,0.0,our_cost_0p1pct,False,79,8,1.0138968973710756,weighted_slope
2017-06-22,159915.SZ,159915.SZ,-0.01597261836851105,-0.01597261836851105,0.0,our_cost_0p1pct,False,79,8,0.99770230916435,weighted_slope
2017-06-23,159915.SZ,159915.SZ,0.006956521739130528,0.006956521739130528,0.0,our_cost_0p1pct,False,79,8,1.0046428469672326,weighted_slope
2017-06-26,159915.SZ,159915.SZ,0.006908462867012188,0.006908462867012188,0.0,our_cost_0p1pct,False,79,8,1.0115833847701152,weighted_slope
2017-06-27,159915.SZ,159915.SZ,-0.0017152658662092923,-0.0017152658662092923,0.0,our_cost_0p1pct,False,79,8,1.0098482503193946,weighted_slope
2017-06-28,159915.SZ,159915.SZ,-0.0068728522336769515,-0.0068728522336769515,0.0,our_cost_0p1pct,False,79,8,1.0029077125165122,weighted_slope
2017-06-29,159915.SZ,159915.SZ,0.0046136101499423265,0.0046136101499423265,0.0,our_cost_0p1pct,False,79,8,1.0075347377184338,weighted_slope
2017-06-30,159915.SZ,159915.SZ,0.003444316877152742,0.003444316877152742,0.0,our_cost_0p1pct,False,79,8,1.011005006619875,weighted_slope
2017-07-03,159915.SZ,159915.SZ,0.009153318077803174,0.009153318077803174,0.0,our_cost_0p1pct,False,79,8,1.0202590570237182,weighted_slope
2017-07-04,159915.SZ,159915.SZ,-0.005102040816326592,-0.005102040816326592,0.0,our_cost_0p1pct,False,79,8,1.0150536536715564,weighted_slope
2017-07-05,159915.SZ,159915.SZ,0.0034188034188034067,0.0034188034188034067,0.0,our_cost_0p1pct,False,79,8,1.0185239225729976,weighted_slope
2017-07-06,159915.SZ,159915.SZ,-0.004542873367404887,-0.004542873367404887,0.0,our_cost_0p1pct,False,79,8,1.013896897371076,weighted_slope
2017-07-07,159915.SZ,159915.SZ,-0.0017113519680547196,-0.0017113519680547196,0.0,our_cost_0p1pct,False,79,8,1.0121617629203554,weighted_slope
2017-07-10,159915.SZ,159915.SZ,-0.01942857142857146,-0.01942857142857146,0.0,our_cost_0p1pct,False,79,8,0.9924969058121885,weighted_slope
2017-07-11,159915.SZ,CASH,-0.012643356643356696,-0.011655011655011704,1.0,our_cost_0p1pct,False,80,8,0.9799484134645771,weighted_slope
2017-07-12,CASH,CASH,0.0,0.0,0.0,our_cost_0p1pct,False,80,8,0.9799484134645771,weighted_slope
2017-07-13,CASH,CASH,0.0,0.0,0.0,our_cost_0p1pct,False,80,8,0.9799484134645771,weighted_slope
2017-07-14,CASH,513030.SH,-0.0010000000000000009,0.0,1.0,our_cost_0p1pct,False,81,8,0.9789684650511125,weighted_slope
2017-07-17,513030.SH,513030.SH,-0.006183745583038802,-0.006183745583038802,0.0,our_cost_0p1pct,False,81,8,0.9729147731294183,weighted_slope
2017-07-18,513030.SH,513030.SH,-0.007999999999999896,-0.007999999999999896,0.0,our_cost_0p1pct,False,81,8,0.9651314549443831,weighted_slope
2017-07-19,513030.SH,513030.SH,-0.0017921146953404632,-0.0017921146953404632,0.0,our_cost_0p1pct,False,81,8,0.963401828681042,weighted_slope
2017-07-20,513030.SH,159941.SZ,-0.0011041292639139,0.0008976660682225024,2.0,our_cost_0p1pct,False,82,8,0.9623381085290871,weighted_slope
2017-07-21,159941.SZ,159941.SZ,-0.003053435114503844,-0.003053435114503844,0.0,our_cost_0p1pct,False,82,8,0.9593996715564792,weighted_slope
2017-07-24,159941.SZ,159941.SZ,-0.003062787136294043,-0.003062787136294043,0.0,our_cost_0p1pct,False,82,8,0.9564612345838713,weighted_slope
2017-07-25,159941.SZ,159941.SZ,0.005376344086021501,0.005376344086021501,0.0,our_cost_0p1pct,False,82,8,0.9616034992859351,weighted_slope
2017-07-26,159941.SZ,159941.SZ,-0.0030557677616500634,-0.0030557677616500634,0.0,our_cost_0p1pct,False,82,8,0.9586650623133273,weighted_slope
2017-07-27,159941.SZ,159941.SZ,0.006130268199233679,0.006130268199233679,0.0,our_cost_0p1pct,False,82,8,0.964541936258543,weighted_slope
2017-07-28,159941.SZ,159941.SZ,-0.009900990099009799,-0.009900990099009799,0.0,our_cost_0p1pct,False,82,8,0.9549920160975675,weighted_slope
2017-07-31,159941.SZ,159941.SZ,0.0015384615384614886,0.0015384615384614886,0.0,our_cost_0p1pct,False,82,8,0.9564612345838713,weighted_slope
2017-08-01,159941.SZ,159941.SZ,-0.0007680491551460555,-0.0007680491551460555,0.0,our_cost_0p1pct,False,82,8,0.9557266253407193,weighted_slope
2017-08-02,159941.SZ,159941.SZ,0.004611837048424272,0.004611837048424272,0.0,our_cost_0p1pct,False,82,8,0.9601342807996311,weighted_slope
2017-08-03,159941.SZ,159941.SZ,-0.00535577658760511,-0.00535577658760511,0.0,our_cost_0p1pct,False,82,8,0.9549920160975675,weighted_slope
2017-08-04,159941.SZ,159941.SZ,-0.0038461538461539435,-0.0038461538461539435,0.0,our_cost_0p1pct,False,82,8,0.9513189698818075,weighted_slope
2017-08-07,159941.SZ,518880.SH,0.0041652509652509995,0.00617760617760621,2.0,our_cost_0p1pct,False,83,8,0.9552814521393693,weighted_slope
2017-08-08,518880.SH,518880.SH,-0.0018348623853210455,-0.0018348623853210455,0.0,our_cost_0p1pct,False,83,8,0.953528642135444,weighted_slope
2017-08-09,518880.SH,159915.SZ,0.0005683823529409882,0.0025735294117645857,2.0,our_cost_0p1pct,False,84,8,0.9540706109886575,weighted_slope
2017-08-10,159915.SZ,159915.SZ,-0.0035820895522388208,-0.0035820895522388208,0.0,our_cost_0p1pct,False,84,8,0.9506530446209369,weighted_slope
2017-08-11,159915.SZ,159915.SZ,-0.005991611743559,-0.005991611743559,0.0,our_cost_0p1pct,False,84,8,0.944957100674736,weighted_slope
2017-08-14,159915.SZ,159915.SZ,0.02591922845087402,0.02591922845087402,0.0,our_cost_0p1pct,False,84,8,0.9694496596434001,weighted_slope
2017-08-15,159915.SZ,159915.SZ,0.00235017626321965,0.00235017626321965,0.0,our_cost_0p1pct,False,84,8,0.9717280372218804,weighted_slope
2017-08-16,159915.SZ,159915.SZ,0.016998827667057625,0.016998827667057625,0.0,our_cost_0p1pct,False,84,8,0.9882462746658633,weighted_slope
2017-08-17,159915.SZ,159915.SZ,0.006340057636887497,0.006340057636887497,0.0,our_cost_0p1pct,False,84,8,0.9945118130066842,weighted_slope
2017-08-18,159915.SZ,159915.SZ,-0.0074455899198166975,-0.0074455899198166975,0.0,our_cost_0p1pct,False,84,8,0.987107085876623,weighted_slope
2017-08-21,159915.SZ,159915.SZ,0.002308136180034559,0.002308136180034559,0.0,our_cost_0p1pct,False,84,8,0.9893854634551033,weighted_slope
2017-08-22,159915.SZ,159915.SZ,-0.0063327576280944875,-0.0063327576280944875,0.0,our_cost_0p1pct,False,84,8,0.9831199251142821,weighted_slope
2017-08-23,159915.SZ,159915.SZ,-0.005214368482039378,-0.005214368482039378,0.0,our_cost_0p1pct,False,84,8,0.9779935755627013,weighted_slope
2017-08-24,159915.SZ,159915.SZ,-0.006988934187536433,-0.006988934187536433,0.0,our_cost_0p1pct,False,84,8,0.9711584428272602,weighted_slope
2017-08-25,159915.SZ,159915.SZ,0.010557184750733084,0.010557184750733084,0.0,our_cost_0p1pct,False,84,8,0.9814111419304218,weighted_slope
2017-08-28,159915.SZ,159915.SZ,0.01857225769007531,0.01857225769007531,0.0,our_cost_0p1pct,False,84,8,0.9996381625582647,weighted_slope
2017-08-29,159915.SZ,159915.SZ,-0.006837606837606702,-0.006837606837606702,0.0,our_cost_0p1pct,False,84,8,0.9928030298228236,weighted_slope
2017-08-30,159915.SZ,159915.SZ,0.007458405048766492,0.007458405048766492,0.0,our_cost_0p1pct,False,84,8,1.0002077569528849,weighted_slope
2017-08-31,159915.SZ,159915.SZ,0.005125284738040969,0.005125284738040969,0.0,our_cost_0p1pct,False,84,8,1.0053341065044656,weighted_slope
2017-09-01,159915.SZ,159915.SZ,0.006232294617563916,0.006232294617563916,0.0,our_cost_0p1pct,False,84,8,1.0115996448452869,weighted_slope
2017-09-04,159915.SZ,159915.SZ,0.011261261261261257,0.011261261261261257,0.0,our_cost_0p1pct,False,84,8,1.0229915327376888,weighted_slope
2017-09-05,159915.SZ,159915.SZ,0.0,0.0,0.0,our_cost_0p1pct,False,84,8,1.0229915327376888,weighted_slope
2017-09-06,159915.SZ,159915.SZ,0.009465478841870878,0.009465478841870878,0.0,our_cost_0p1pct,False,84,8,1.0326746374462306,weighted_slope
2017-09-07,159915.SZ,159915.SZ,-0.007170435741864267,-0.007170435741864267,0.0,our_cost_0p1pct,False,84,8,1.0252699103161693,weighted_slope
2017-09-08,159915.SZ,159915.SZ,-0.0050000000000001155,-0.0050000000000001155,0.0,our_cost_0p1pct,False,84,8,1.0201435607645883,weighted_slope
2017-09-11,159915.SZ,159915.SZ,0.008933556672250154,0.008933556672250154,0.0,our_cost_0p1pct,False,84,8,1.0292570710785098,weighted_slope
2017-09-12,159915.SZ,159915.SZ,-0.007747648035417831,-0.007747648035417831,0.0,our_cost_0p1pct,False,84,8,1.0212827495538286,weighted_slope
2017-09-13,159915.SZ,159915.SZ,0.002230897936419396,0.002230897936419396,0.0,our_cost_0p1pct,False,84,8,1.0235611271323088,weighted_slope
2017-09-14,159915.SZ,159915.SZ,-0.005564830272676735,-0.005564830272676735,0.0,our_cost_0p1pct,False,84,8,1.0178651831861079,weighted_slope
2017-09-15,159915.SZ,159915.SZ,-0.002797985450475604,-0.002797985450475604,0.0,our_cost_0p1pct,False,84,8,1.0150172112130074,weighted_slope
2017-09-18,159915.SZ,159915.SZ,0.014590347923681302,0.014590347923681302,0.0,our_cost_0p1pct,False,84,8,1.0298266654731298,weighted_slope
2017-09-19,159915.SZ,159915.SZ,-0.009955752212389424,-0.009955752212389424,0.0,our_cost_0p1pct,False,84,8,1.019573966369968,weighted_slope
2017-09-20,159915.SZ,159915.SZ,0.0061452513966480105,0.0061452513966480105,0.0,our_cost_0p1pct,False,84,8,1.025839504710789,weighted_slope
2017-09-21,159915.SZ,513030.SH,-0.01363686840644085,-0.011660188784008874,2.0,our_cost_0p1pct,False,85,8,1.0118502663789197,weighted_slope
2017-09-22,513030.SH,513030.SH,0.0071492403932083,0.0071492403932083,0.0,our_cost_0p1pct,False,85,8,1.0190842271751945,weighted_slope
2017-09-25,513030.SH,513030.SH,0.003549245785270605,0.003549245785270605,0.0,our_cost_0p1pct,False,85,8,1.022701207573332,weighted_slope
