date,kind,position_before,position,return,gross_return,turnover,cost,stop_triggered,trade_count,stop_exit_count,nav
2016-10-12,log_ols_ann_r2,159941.SZ,159941.SZ,-0.004595588235294268,-0.004595588235294268,0.0,0.0,False,53,8,1.4834431424750494
2016-10-13,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0009233610341642384,-0.0009233610341642384,0.0,0.0,False,53,8,1.4820733888808897
2016-10-14,log_ols_ann_r2,159941.SZ,159941.SZ,0.001848428835489857,0.001848428835489857,0.0,0.0,False,53,8,1.4848128960692093
2016-10-17,log_ols_ann_r2,159941.SZ,159941.SZ,-0.002767527675276882,-0.002767527675276882,0.0,0.0,False,53,8,1.4807036352867298
2016-10-18,log_ols_ann_r2,159941.SZ,159941.SZ,0.0018501387604070718,0.0018501387604070718,0.0,0.0,False,53,8,1.4834431424750494
2016-10-19,log_ols_ann_r2,159941.SZ,159941.SZ,0.0009233610341645715,0.0009233610341645715,0.0,0.0,False,53,8,1.4848128960692095
2016-10-20,log_ols_ann_r2,159941.SZ,159941.SZ,0.004612546125461137,0.004612546125461137,0.0,0.0,False,53,8,1.4916616640400082
2016-10-21,log_ols_ann_r2,159941.SZ,159941.SZ,0.0018365472910928382,0.0018365472910928382,0.0,0.0,False,53,8,1.4944011712283278
2016-10-24,log_ols_ann_r2,159941.SZ,159941.SZ,0.0009165902841430373,0.0009165902841430373,0.0,0.0,False,53,8,1.4957709248224877
2016-10-25,log_ols_ann_r2,159941.SZ,159941.SZ,0.01098901098901095,0.01098901098901095,0.0,0.0,False,53,8,1.5122079679524052
2016-10-26,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0036231884057971175,-0.0036231884057971175,0.0,0.0,False,53,8,1.506728953575766
2016-10-27,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0009090909090909705,-0.0009090909090909705,0.0,0.0,False,53,8,1.505359199981606
2016-10-28,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0027297543221108667,-0.0027297543221108667,0.0,0.0,False,53,8,1.501249939199127
2016-10-31,log_ols_ann_r2,159941.SZ,159941.SZ,-0.007299270072992692,-0.007299270072992692,0.0,0.0,False,53,8,1.4902919104458487
2016-11-01,log_ols_ann_r2,159941.SZ,159941.SZ,0.0018382352941177516,0.0018382352941177516,0.0,0.0,False,53,8,1.4930314176341686
2016-11-02,log_ols_ann_r2,159941.SZ,159941.SZ,-0.01192660550458724,-0.01192660550458724,0.0,0.0,False,53,8,1.4752246209100912
2016-11-03,log_ols_ann_r2,159941.SZ,159941.SZ,-0.00371402042711233,-0.00371402042711233,0.0,0.0,False,53,8,1.469745606533452
2016-11-04,log_ols_ann_r2,159941.SZ,159941.SZ,-0.00745573159366264,-0.00745573159366264,0.0,0.0,False,53,8,1.4587875777801738
2016-11-07,log_ols_ann_r2,159941.SZ,159941.SZ,0.009389671361502261,0.009389671361502261,0.0,0.0,False,53,8,1.4724851137217716
2016-11-08,log_ols_ann_r2,159941.SZ,518880.SH,0.007139627906976864,0.007441860465116301,2.0,0.00030000000000000003,False,54,8,1.4829981095323075
2016-11-09,log_ols_ann_r2,518880.SH,518880.SH,0.023945675482487605,0.023945675482487605,0.0,0.0,False,54,8,1.5185095010043108
2016-11-10,log_ols_ann_r2,518880.SH,518880.SH,-0.018150087260034864,-0.018150087260034864,0.0,0.0,False,54,8,1.4909484210558905
2016-11-11,log_ols_ann_r2,518880.SH,518880.SH,-0.01564166370423037,-0.01564166370423037,0.0,0.0,False,54,8,1.467627507253381
2016-11-14,log_ols_ann_r2,518880.SH,CASH,-0.03120348501264003,-0.031058143734200128,1.0,0.00015000000000000001,True,55,9,1.421832414326662
2016-11-15,log_ols_ann_r2,CASH,513030.SH,-0.00014999999999998348,0.0,1.0,0.00015000000000000001,False,56,9,1.421619139464513
2016-11-16,log_ols_ann_r2,513030.SH,513030.SH,0.004333694474539573,0.004333694474539573,0.0,0.0,False,56,9,1.42778000247411
2016-11-17,log_ols_ann_r2,513030.SH,513030.SH,-0.008629989212513456,-0.008629989212513456,0.0,0.0,False,56,9,1.4154582764549162
2016-11-18,log_ols_ann_r2,513030.SH,CASH,-0.001237976060935786,-0.0010881392818280489,1.0,0.00015000000000000001,False,57,9,1.4137059729934116
2016-11-21,log_ols_ann_r2,CASH,CASH,0.0,0.0,0.0,0.0,False,57,9,1.4137059729934116
2016-11-22,log_ols_ann_r2,CASH,159941.SZ,-0.00014999999999998348,0.0,1.0,0.00015000000000000001,False,58,9,1.4134939170974625
2016-11-23,log_ols_ann_r2,159941.SZ,159941.SZ,0.0026905829596413078,0.0026905829596413078,0.0,0.0,False,58,9,1.4172970397443616
2016-11-24,log_ols_ann_r2,159941.SZ,159941.SZ,0.0026833631484792786,0.0026833631484792786,0.0,0.0,False,58,9,1.4211001623912605
2016-11-25,log_ols_ann_r2,159941.SZ,159941.SZ,0.008920606601248826,0.008920606601248826,0.0,0.0,False,58,9,1.4337772378809237
2016-11-28,log_ols_ann_r2,159941.SZ,159941.SZ,0.027409372236958385,0.027409372236958385,0.0,0.0,False,58,9,1.47307617189888
2016-11-29,log_ols_ann_r2,159941.SZ,159941.SZ,-0.025817555938037917,-0.025817555938037917,0.0,0.0,False,58,9,1.43504494542989
2016-11-30,log_ols_ann_r2,159941.SZ,159941.SZ,0.01590106007067149,0.01590106007067149,0.0,0.0,False,58,9,1.4578636813112842
2016-12-01,log_ols_ann_r2,159941.SZ,159941.SZ,-0.02869565217391301,-0.02869565217391301,0.0,0.0,False,58,9,1.4160293321953952
2016-12-02,log_ols_ann_r2,159941.SZ,CASH,-0.01805241718889883,-0.017905102954342,1.0,0.00015000000000000001,True,59,10,1.390466579938886
2016-12-05,log_ols_ann_r2,CASH,159915.SZ,-0.00014999999999998348,0.0,1.0,0.00015000000000000001,False,60,10,1.3902580099518953
2016-12-06,log_ols_ann_r2,159915.SZ,159915.SZ,-0.009245742092457432,-0.009245742092457432,0.0,0.0,False,60,10,1.377404042949907
2016-12-07,log_ols_ann_r2,159915.SZ,159941.SZ,0.0036280943025539525,0.003929273084479323,2.0,0.00030000000000000003,False,61,10,1.3824013947104483
2016-12-08,log_ols_ann_r2,159941.SZ,159941.SZ,0.027877697841726556,0.027877697841726556,0.0,0.0,False,61,10,1.4209395630881676
2016-12-09,log_ols_ann_r2,159941.SZ,159941.SZ,-0.016622922134733042,-0.016622922134733042,0.0,0.0,False,61,10,1.3973193953727914
2016-12-12,log_ols_ann_r2,159941.SZ,159941.SZ,0.011565836298932375,0.011565836298932375,0.0,0.0,False,61,10,1.4134805627569962
2016-12-13,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0008795074758136678,-0.0008795074758136678,0.0,0.0,False,61,10,1.412237396035134
2016-12-14,log_ols_ann_r2,159941.SZ,159941.SZ,0.02376760563380298,0.02376760563380298,0.0,0.0,False,61,10,1.4458028975254058
2016-12-15,log_ols_ann_r2,159941.SZ,159941.SZ,-0.004299226139295009,-0.004299226139295009,0.0,0.0,False,61,10,1.4395870639160961
2016-12-16,log_ols_ann_r2,159941.SZ,159941.SZ,0.003454231433505983,0.003454231433505983,0.0,0.0,False,61,10,1.4445597308035436
2016-12-19,log_ols_ann_r2,159941.SZ,513030.SH,-0.00029999999999996696,0.0,2.0,0.00030000000000000003,False,62,10,1.4441263628843026
2016-12-20,log_ols_ann_r2,513030.SH,513030.SH,-0.0031088082901554737,-0.0031088082901554737,0.0,0.0,False,62,10,1.4396368508753359
2016-12-21,log_ols_ann_r2,513030.SH,513030.SH,0.011434511434511352,0.011434511434511352,0.0,0.0,False,62,10,1.4560983949082138
2016-12-22,log_ols_ann_r2,513030.SH,513030.SH,-0.006166495375128478,-0.006166495375128478,0.0,0.0,False,62,10,1.4471193708902803
2016-12-23,log_ols_ann_r2,513030.SH,513030.SH,0.0,0.0,0.0,0.0,False,62,10,1.4471193708902803
2016-12-26,log_ols_ann_r2,513030.SH,513030.SH,-0.0010341261633919352,-0.0010341261633919352,0.0,0.0,False,62,10,1.4456228668872915
2016-12-27,log_ols_ann_r2,513030.SH,159941.SZ,-0.00029999999999996696,0.0,2.0,0.00030000000000000003,False,63,10,1.4451891800272254
2016-12-28,log_ols_ann_r2,159941.SZ,159941.SZ,-0.010116731517509692,-0.010116731517509692,0.0,0.0,False,63,10,1.43056858910088
2016-12-29,log_ols_ann_r2,159941.SZ,159941.SZ,-0.012578616352201255,-0.012578616352201255,0.0,0.0,False,63,10,1.4125740156530702
2016-12-30,log_ols_ann_r2,159941.SZ,159941.SZ,0.003980891719745028,0.003980891719745028,0.0,0.0,False,63,10,1.4181973198555105
2017-01-03,log_ols_ann_r2,159941.SZ,159941.SZ,-0.015067406819984086,-0.015067406819984086,0.0,0.0,False,63,10,1.3968287638862364
2017-01-04,log_ols_ann_r2,159941.SZ,CASH,-0.017860708534621517,-0.017713365539452464,1.0,0.00015000000000000001,True,64,11,1.3718804124616888
2017-01-05,log_ols_ann_r2,CASH,513030.SH,-0.00014999999999998348,0.0,1.0,0.00015000000000000001,False,65,11,1.3716746303998195
2017-01-06,log_ols_ann_r2,513030.SH,513030.SH,-0.0010193679918450993,-0.0010193679918450993,0.0,0.0,False,65,11,1.370276389186364
2017-01-09,log_ols_ann_r2,513030.SH,159941.SZ,0.000720102040816295,0.0010204081632652073,2.0,0.00030000000000000003,False,66,11,1.3712631280106995
2017-01-10,log_ols_ann_r2,159941.SZ,159941.SZ,0.010126582278481067,0.010126582278481067,0.0,0.0,False,66,11,1.3851493369019472
2017-01-11,log_ols_ann_r2,159941.SZ,159941.SZ,0.026733500417710943,0.026733500417710943,0.0,0.0,False,66,11,1.4221792272786073
2017-01-12,log_ols_ann_r2,159941.SZ,159941.SZ,0.024410089503661414,0.024410089503661414,0.0,0.0,False,66,11,1.4568947495067261
2017-01-13,log_ols_ann_r2,159941.SZ,159941.SZ,-0.015885623510722646,-0.015885623510722646,0.0,0.0,False,66,11,1.4337510680213137
2017-01-16,log_ols_ann_r2,159941.SZ,159941.SZ,0.002421307506053072,0.002421307506053072,0.0,0.0,False,66,11,1.4372226202441254
2017-01-17,log_ols_ann_r2,159941.SZ,159941.SZ,0.005636070853462183,0.005636070853462183,0.0,0.0,False,66,11,1.4453229087640198
2017-01-18,log_ols_ann_r2,159941.SZ,518880.SH,-0.013106405124099219,-0.012810248198558805,2.0,0.00030000000000000003,False,67,11,1.426379921186617
2017-01-19,log_ols_ann_r2,518880.SH,518880.SH,-0.008566108007448836,-0.008566108007448836,0.0,0.0,False,67,11,1.414161396722076
2017-01-20,log_ols_ann_r2,518880.SH,518880.SH,0.002253944402704766,0.002253944402704766,0.0,0.0,False,67,11,1.417348837886739
2017-01-23,log_ols_ann_r2,518880.SH,518880.SH,0.004872563718140821,0.004872563718140821,0.0,0.0,False,67,11,1.4242549604101749
2017-01-24,log_ols_ann_r2,518880.SH,518880.SH,-0.0014919806042521522,-0.0014919806042521522,0.0,0.0,False,67,11,1.4221299996337329
2017-01-25,log_ols_ann_r2,518880.SH,518880.SH,-0.009712364587224576,-0.009712364587224576,0.0,0.0,False,67,11,1.4083177545868606
2017-01-26,log_ols_ann_r2,518880.SH,518880.SH,-0.003772161448509892,-0.003772161448509892,0.0,0.0,False,67,11,1.403005352645756
2017-02-03,log_ols_ann_r2,518880.SH,518880.SH,0.012495266944339223,0.012495266944339223,0.0,0.0,False,67,11,1.4205362790514016
2017-02-06,log_ols_ann_r2,518880.SH,518880.SH,0.010097232610321694,0.010097232610321694,0.0,0.0,False,67,11,1.4348797642923845
2017-02-07,log_ols_ann_r2,518880.SH,518880.SH,0.007774898185856971,0.007774898185856971,0.0,0.0,False,67,11,1.4460358083687042
2017-02-08,log_ols_ann_r2,518880.SH,518880.SH,0.0,0.0,0.0,0.0,False,67,11,1.4460358083687042
2017-02-09,log_ols_ann_r2,518880.SH,518880.SH,0.006612784717119791,0.006612784717119791,0.0,0.0,False,67,11,1.4555981318626927
2017-02-10,log_ols_ann_r2,518880.SH,518880.SH,-0.010218978102189746,-0.010218978102189746,0.0,0.0,False,67,11,1.4407234064275996
2017-02-13,log_ols_ann_r2,518880.SH,518880.SH,0.002581120943952575,0.002581120943952575,0.0,0.0,False,67,11,1.4444420877863726
2017-02-14,log_ols_ann_r2,518880.SH,159941.SZ,6.76719382126656e-05,0.00036778227289446797,2.0,0.00030000000000000003,False,68,11,1.4445398359820891
2017-02-15,log_ols_ann_r2,159941.SZ,159941.SZ,-0.003937007874015852,-0.003937007874015852,0.0,0.0,False,68,11,1.4388526712734981
2017-02-16,log_ols_ann_r2,159941.SZ,159941.SZ,0.002371541501976271,0.002371541501976271,0.0,0.0,False,68,11,1.4422649700986527
2017-02-17,log_ols_ann_r2,159941.SZ,159941.SZ,0.018927444794952786,0.018927444794952786,0.0,0.0,False,68,11,1.4695633606998892
2017-02-20,log_ols_ann_r2,159941.SZ,159941.SZ,0.00541795665634659,0.00541795665634659,0.0,0.0,False,68,11,1.4775253912919162
2017-02-21,log_ols_ann_r2,159941.SZ,159941.SZ,0.0,0.0,0.0,0.0,False,68,11,1.4775253912919162
2017-02-22,log_ols_ann_r2,159941.SZ,159941.SZ,0.004618937644341736,0.004618937644341736,0.0,0.0,False,68,11,1.4843499889422251
2017-02-23,log_ols_ann_r2,159941.SZ,159941.SZ,0.0,0.0,0.0,0.0,False,68,11,1.4843499889422251
2017-02-24,log_ols_ann_r2,159941.SZ,159941.SZ,-0.008429118773946254,-0.008429118773946254,0.0,0.0,False,68,11,1.4718382265833254
2017-02-27,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0007727975270479526,-0.0007727975270479526,0.0,0.0,False,68,11,1.4707007936416072
2017-02-28,log_ols_ann_r2,159941.SZ,159941.SZ,0.0030935808197989356,0.0030935808197989356,0.0,0.0,False,68,11,1.47525052540848
2017-03-01,log_ols_ann_r2,159941.SZ,159941.SZ,0.0007710100231304029,0.0007710100231304029,0.0,0.0,False,68,11,1.4763879583501984
2017-03-02,log_ols_ann_r2,159941.SZ,159941.SZ,0.0015408320493066618,0.0015408320493066618,0.0,0.0,False,68,11,1.4786628242336348
2017-03-03,log_ols_ann_r2,159941.SZ,159941.SZ,-0.003076923076923088,-0.003076923076923088,0.0,0.0,False,68,11,1.474113092466762
2017-03-06,log_ols_ann_r2,159941.SZ,159941.SZ,0.00694444444444442,0.00694444444444442,0.0,0.0,False,68,11,1.4843499889422256
2017-03-07,log_ols_ann_r2,159941.SZ,159941.SZ,-0.0030651340996168397,-0.0030651340996168397,0.0,0.0,False,68,11,1.4798002571753528
2017-03-08,log_ols_ann_r2,159941.SZ,159941.SZ,-0.006149116064565696,-0.006149116064565696,0.0,0.0,False,68,11,1.4707007936416074
2017-03-09,log_ols_ann_r2,159941.SZ,159941.SZ,0.0,0.0,0.0,0.0,False,68,11,1.4707007936416074
2017-03-10,log_ols_ann_r2,159941.SZ,159915.SZ,0.00047316318638834787,0.0007733952049497894,2.0,0.00030000000000000003,False,69,11,1.4713966751153509
2017-03-13,log_ols_ann_r2,159915.SZ,159915.SZ,0.011777301927194728,0.011777301927194728,0.0,0.0,False,69,11,1.4887257580128548
2017-03-14,log_ols_ann_r2,159915.SZ,159915.SZ,-0.007936507936507908,-0.007936507936507908,0.0,0.0,False,69,11,1.476910474219102
2017-03-15,log_ols_ann_r2,159915.SZ,159915.SZ,0.0005333333333332746,0.0005333333333332746,0.0,0.0,False,69,11,1.477698159805352
2017-03-16,log_ols_ann_r2,159915.SZ,159915.SZ,0.0031982942430703876,0.0031982942430703876,0.0,0.0,False,69,11,1.4824242733228532
2017-03-17,log_ols_ann_r2,159915.SZ,159915.SZ,-0.010626992561105109,-0.010626992561105109,0.0,0.0,False,69,11,1.4666705615978497
2017-03-20,log_ols_ann_r2,159915.SZ,159915.SZ,0.004296455424275036,0.004296455424275036,0.0,0.0,False,69,11,1.4729720462878513
2017-03-21,log_ols_ann_r2,159915.SZ,513030.SH,0.004511390374331459,0.004812834224598772,2.0,0.00030000000000000003,False,70,11,1.4796171981991335
2017-03-22,log_ols_ann_r2,513030.SH,513030.SH,-0.01729106628242072,-0.01729106628242072,0.0,0.0,False,70,11,1.4540330391524627
2017-03-23,log_ols_ann_r2,513030.SH,513030.SH,0.004887585532747041,0.004887585532747041,0.0,0.0,False,70,11,1.4611397499987606
2017-03-24,log_ols_ann_r2,513030.SH,513030.SH,0.005836575875486361,0.005836575875486361,0.0,0.0,False,70,11,1.4696678030143175
2017-03-27,log_ols_ann_r2,513030.SH,513030.SH,-0.0009671179883946612,-0.0009671179883946612,0.0,0.0,False,70,11,1.4682464608450578
2017-03-28,log_ols_ann_r2,513030.SH,513030.SH,0.0058083252662148865,0.0058083252662148865,0.0,0.0,False,70,11,1.4767745138606148
2017-03-29,log_ols_ann_r2,513030.SH,513030.SH,0.010587102983638186,0.010587102983638186,0.0,0.0,False,70,11,1.4924092777224693
2017-03-30,log_ols_ann_r2,513030.SH,513030.SH,0.0009523809523808158,0.0009523809523808158,0.0,0.0,False,70,11,1.4938306198917286
2017-03-31,log_ols_ann_r2,513030.SH,513030.SH,0.0019029495718363432,0.0019029495718363432,0.0,0.0,False,70,11,1.4966733042302476
2017-04-05,log_ols_ann_r2,513030.SH,513030.SH,0.0009496676163343043,0.0009496676163343043,0.0,0.0,False,70,11,1.498094646399507
2017-04-06,log_ols_ann_r2,513030.SH,513030.SH,-0.002846299810246755,-0.002846299810246755,0.0,0.0,False,70,11,1.4938306198917284
2017-04-07,log_ols_ann_r2,513030.SH,513030.SH,-0.0009514747859180606,-0.0009514747859180606,0.0,0.0,False,70,11,1.4924092777224691
2017-04-10,log_ols_ann_r2,513030.SH,513030.SH,-0.0009523809523810378,-0.0009523809523810378,0.0,0.0,False,70,11,1.4909879355532094
2017-04-11,log_ols_ann_r2,513030.SH,513030.SH,-0.004766444232602418,-0.004766444232602418,0.0,0.0,False,70,11,1.483881224706912
2017-04-12,log_ols_ann_r2,513030.SH,518880.SH,-0.012748371647509638,-0.012452107279693592,2.0,0.00030000000000000003,False,71,11,1.4649641553735866
2017-04-13,log_ols_ann_r2,518880.SH,518880.SH,0.0038705137227306174,0.0038705137227306174,0.0,0.0,False,71,11,1.4706343192402684
2017-04-14,log_ols_ann_r2,518880.SH,518880.SH,0.002103049421661396,0.002103049421661396,0.0,0.0,False,71,11,1.473727135894822
2017-04-17,log_ols_ann_r2,518880.SH,518880.SH,-0.0024484085344526063,-0.0024484085344526063,0.0,0.0,False,71,11,1.4701188497978428
2017-04-18,log_ols_ann_r2,518880.SH,518880.SH,-0.003155680224403934,-0.003155680224403934,0.0,0.0,False,71,11,1.4654796248160122
2017-04-19,log_ols_ann_r2,518880.SH,518880.SH,-0.000703482237073394,-0.000703482237073394,0.0,0.0,False,71,11,1.4644486859311612
2017-04-20,log_ols_ann_r2,518880.SH,518880.SH,-0.0017599436818023229,-0.0017599436818023229,0.0,0.0,False,71,11,1.461871338719033
2017-04-21,log_ols_ann_r2,518880.SH,518880.SH,-0.003173483779971731,-0.003173483779971731,0.0,0.0,False,71,11,1.4572321137372026
2017-04-24,log_ols_ann_r2,518880.SH,518880.SH,-0.0077821011673151474,-0.0077821011673151474,0.0,0.0,False,71,11,1.4458917860038392
2017-04-25,log_ols_ann_r2,518880.SH,518880.SH,0.0007130124777183777,0.0007130124777183777,0.0,0.0,False,71,11,1.4469227248886904
2017-04-26,log_ols_ann_r2,518880.SH,518880.SH,-0.004631278945493422,-0.004631278945493422,0.0,0.0,False,71,11,1.4402216221371575
2017-04-27,log_ols_ann_r2,518880.SH,518880.SH,0.0028632784538296097,0.0028632784538296097,0.0,0.0,False,71,11,1.4443453776765625
2017-04-28,log_ols_ann_r2,518880.SH,518880.SH,0.0035688793718771095,0.0035688793718771095,0.0,0.0,False,71,11,1.4495000721008184
2017-05-02,log_ols_ann_r2,518880.SH,513030.SH,-0.00883229018492182,-0.008534850640113834,2.0,0.00030000000000000003,False,72,11,1.436697666840959
2017-05-03,log_ols_ann_r2,513030.SH,513030.SH,0.004587155963302614,0.004587155963302614,0.0,0.0,False,72,11,1.4432880231108716
2017-05-04,log_ols_ann_r2,513030.SH,513030.SH,-0.002739726027397138,-0.002739726027397138,0.0,0.0,False,72,11,1.439333809348924
2017-05-05,log_ols_ann_r2,513030.SH,513030.SH,0.015567765567765512,0.015567765567765512,0.0,0.0,False,72,11,1.461741020666627
2017-05-08,log_ols_ann_r2,513030.SH,513030.SH,0.023444544634806164,0.023444544634806164,0.0,0.0,False,72,11,1.496010873270173
2017-05-09,log_ols_ann_r2,513030.SH,513030.SH,-0.006167400881057383,-0.006167400881057383,0.0,0.0,False,72,11,1.486784374492295
2017-05-10,log_ols_ann_r2,513030.SH,513030.SH,0.012411347517730542,0.012411347517730542,0.0,0.0,False,72,11,1.5052373720480505
2017-05-11,log_ols_ann_r2,513030.SH,513030.SH,0.017513134851138368,0.017513134851138368,0.0,0.0,False,72,11,1.5315987971277012
2017-05-12,log_ols_ann_r2,513030.SH,513030.SH,-0.024956970740103168,-0.024956970740103168,0.0,0.0,False,72,11,1.493374730762208
2017-05-15,log_ols_ann_r2,513030.SH,513030.SH,0.008826125330979817,0.008826125330979817,0.0,0.0,False,72,11,1.5065554433020336
2017-05-16,log_ols_ann_r2,513030.SH,513030.SH,-0.005249343832021025,-0.005249343832021025,0.0,0.0,False,72,11,1.4986470157781384
2017-05-17,log_ols_ann_r2,513030.SH,513030.SH,-0.014951627088830133,-0.014951627088830133,0.0,0.0,False,72,11,1.4762398044604355
2017-05-18,log_ols_ann_r2,513030.SH,513030.SH,-0.008035714285714368,-0.008035714285714368,0.0,0.0,False,72,11,1.4643771631745925
2017-05-19,log_ols_ann_r2,513030.SH,513030.SH,0.0036003600360035026,0.0036003600360035026,0.0,0.0,False,72,11,1.4696494481905225
2017-05-22,log_ols_ann_r2,513030.SH,513030.SH,0.02062780269058284,0.02062780269058284,0.0,0.0,False,72,11,1.4999650870321206
2017-05-23,log_ols_ann_r2,513030.SH,513030.SH,0.0017574692442883233,0.0017574692442883233,0.0,0.0,False,72,11,1.502601229540086
2017-05-24,log_ols_ann_r2,513030.SH,513030.SH,-0.011403508771929749,-0.011403508771929749,0.0,0.0,False,72,11,1.485466303238313
2017-05-25,log_ols_ann_r2,513030.SH,513030.SH,-0.006211180124223503,-0.006211180124223503,0.0,0.0,False,72,11,1.4762398044604355
2017-05-26,log_ols_ann_r2,513030.SH,513030.SH,-0.0017857142857142794,-0.0017857142857142794,0.0,0.0,False,72,11,1.4736036619524704
2017-05-31,log_ols_ann_r2,513030.SH,513030.SH,-0.004472271914132464,-0.004472271914132464,0.0,0.0,False,72,11,1.4670133056825576
2017-06-01,log_ols_ann_r2,513030.SH,513030.SH,0.0017969451931716396,0.0017969451931716396,0.0,0.0,False,72,11,1.4696494481905227
2017-06-02,log_ols_ann_r2,513030.SH,513030.SH,0.013452914798206095,0.013452914798206095,0.0,0.0,False,72,11,1.4894205170002603
2017-06-05,log_ols_ann_r2,513030.SH,513030.SH,0.025663716814159354,0.025663716814159354,0.0,0.0,False,72,11,1.527644583365754
2017-06-06,log_ols_ann_r2,513030.SH,513030.SH,-0.025884383088869756,-0.025884383088869756,0.0,0.0,False,72,11,1.488102445746278
2017-06-07,log_ols_ann_r2,513030.SH,518880.SH,-0.011811160318866198,-0.011514614703277193,2.0,0.00030000000000000003,False,73,11,1.4705262291886718
2017-06-08,log_ols_ann_r2,518880.SH,518880.SH,-0.006021962451292939,-0.006021962451292939,0.0,0.0,False,73,11,1.4616707754528562
2017-06-09,log_ols_ann_r2,518880.SH,518880.SH,-0.009265858873841903,-0.009265858873841903,0.0,0.0,False,73,11,1.448127140327491
2017-06-12,log_ols_ann_r2,518880.SH,518880.SH,-0.003597122302158251,-0.003597122302158251,0.0,0.0,False,73,11,1.4429180498946583
2017-06-13,log_ols_ann_r2,518880.SH,518880.SH,0.0018050541516245744,0.0018050541516245744,0.0,0.0,False,73,11,1.4455225951110746
2017-06-14,log_ols_ann_r2,518880.SH,518880.SH,0.0025225225225224968,0.0025225225225224968,0.0,0.0,False,73,11,1.4491689584140575
2017-06-15,log_ols_ann_r2,518880.SH,518880.SH,-0.008267433501078392,-0.008267433501078392,0.0,0.0,False,73,11,1.4371880504185421
2017-06-16,log_ols_ann_r2,518880.SH,518880.SH,-0.0014498006524102935,-0.0014498006524102935,0.0,0.0,False,73,11,1.435104414245409
2017-06-19,log_ols_ann_r2,518880.SH,159915.SZ,-0.0010257350272231402,-0.0007259528130670878,2.0,0.00030000000000000003,False,74,11,1.433632377379995
2017-06-20,log_ols_ann_r2,159915.SZ,159915.SZ,0.001145475372279492,0.001145475372279492,0.0,0.0,False,74,11,1.4352745679611862
2017-06-21,log_ols_ann_r2,159915.SZ,159915.SZ,0.0028604118993134087,0.0028604118993134087,0.0,0.0,False,74,11,1.4393800444141642
2017-06-22,log_ols_ann_r2,159915.SZ,159915.SZ,-0.01597261836851105,-0.01597261836851105,0.0,0.0,False,74,11,1.4163893762774864
2017-06-23,log_ols_ann_r2,159915.SZ,159915.SZ,0.006956521739130528,0.006956521739130528,0.0,0.0,False,74,11,1.4262425197646342
2017-06-26,log_ols_ann_r2,159915.SZ,159915.SZ,0.006908462867012188,0.006908462867012188,0.0,0.0,False,74,11,1.436095663251782
2017-06-27,log_ols_ann_r2,159915.SZ,159915.SZ,-0.0017152658662092923,-0.0017152658662092923,0.0,0.0,False,74,11,1.433632377379995
2017-06-28,log_ols_ann_r2,159915.SZ,159915.SZ,-0.0068728522336769515,-0.0068728522336769515,0.0,0.0,False,74,11,1.4237792338928474
2017-06-29,log_ols_ann_r2,159915.SZ,159915.SZ,0.0046136101499423265,0.0046136101499423265,0.0,0.0,False,74,11,1.4303479962176127
2017-06-30,log_ols_ann_r2,159915.SZ,159915.SZ,0.003444316877152742,0.003444316877152742,0.0,0.0,False,74,11,1.4352745679611867
2017-07-03,log_ols_ann_r2,159915.SZ,159915.SZ,0.009153318077803174,0.009153318077803174,0.0,0.0,False,74,11,1.448412092610717
2017-07-04,log_ols_ann_r2,159915.SZ,159915.SZ,-0.005102040816326592,-0.005102040816326592,0.0,0.0,False,74,11,1.441022234995356
2017-07-05,log_ols_ann_r2,159915.SZ,159915.SZ,0.0034188034188034067,0.0034188034188034067,0.0,0.0,False,74,11,1.44594880673893
2017-07-06,log_ols_ann_r2,159915.SZ,159915.SZ,-0.004542873367404887,-0.004542873367404887,0.0,0.0,False,74,11,1.4393800444141647
2017-07-07,log_ols_ann_r2,159915.SZ,159915.SZ,-0.0017113519680547196,-0.0017113519680547196,0.0,0.0,False,74,11,1.4369167585423779
2017-07-10,log_ols_ann_r2,159915.SZ,159915.SZ,-0.01942857142857146,-0.01942857142857146,0.0,0.0,False,74,11,1.408999518662126
2017-07-11,log_ols_ann_r2,159915.SZ,159915.SZ,-0.011655011655011704,-0.011655011655011704,0.0,0.0,False,74,11,1.392577612850213
2017-07-12,log_ols_ann_r2,159915.SZ,159915.SZ,0.000589622641509413,0.000589622641509413,0.0,0.0,False,74,11,1.3933987081408086
2017-07-13,log_ols_ann_r2,159915.SZ,CASH,-0.006631054802592851,-0.006482027106658905,1.0,0.00015000000000000001,False,75,11,1.3841590049452648
2017-07-14,log_ols_ann_r2,CASH,CASH,0.0,0.0,0.0,0.0,False,75,11,1.3841590049452648
2017-07-17,log_ols_ann_r2,CASH,CASH,0.0,0.0,0.0,0.0,False,75,11,1.3841590049452648
2017-07-18,log_ols_ann_r2,CASH,CASH,0.0,0.0,0.0,0.0,False,75,11,1.3841590049452648
2017-07-19,log_ols_ann_r2,CASH,513030.SH,-0.00014999999999998348,0.0,1.0,0.00015000000000000001,False,76,11,1.383951381094523
