date,zz1000_close_csindex,zz1000_volume,zz1000_amount,zz1000_constituents,hs300_close_csindex,hs300_volume,hs300_amount,hs300_constituents,amount_ratio_zz1000_hs300
2006-01-09,886.66,326.38,13.18,,975.25,2432.96,126.26,300.0,0.10438777126564232
2006-01-10,889.15,263.98,10.08,,978.15,2273.53,123.44,300.0,0.08165910563836681
2006-01-11,880.91,294.47,11.56,,973.48,2652.41,134.88,300.0,0.08570581257413998
2006-01-12,899.81,307.69,12.15,,983.72,2189.67,110.28,300.0,0.11017410228509249
2006-01-13,904.61,332.96,12.83,,978.81,2228.19,112.16,300.0,0.11439015691868759
2006-01-16,892.8,294.99,11.83,,961.44,2030.52,98.96,300.0,0.11954324979789815
2006-01-17,891.54,233.0,9.03,,964.29,1603.73,80.76,300.0,0.11181277860326894
2006-01-18,908.86,298.16,11.58,,983.62,2082.35,103.9,300.0,0.11145332050048122
2006-01-19,914.31,331.74,12.78,,991.22,2645.56,127.15,300.0,0.10051120723554856
2006-01-20,908.66,338.93,13.42,,993.34,2614.71,129.3,300.0,0.10378963650425366
2006-01-23,909.73,336.93,12.76,,996.16,2254.6,114.59,300.0,0.11135352124967274
2006-01-24,903.84,330.59,12.61,,999.09,2419.8,139.14,300.0,0.09062814431507835
2006-01-25,887.72,316.02,11.88,,1009.6,2180.08,116.44,300.0,0.1020267949158365
2006-02-06,909.47,268.5,10.33,,1033.23,2503.88,134.67,300.0,0.07670602212816516
2006-02-07,915.25,385.4,14.44,,1029.94,3295.48,176.69,300.0,0.08172505518139113
2006-02-08,924.71,306.73,11.4,,1033.07,2698.67,136.93,300.0,0.08325421748338567
2006-02-09,914.4,283.95,11.25,,1019.6,2383.96,121.15,300.0,0.09286009079653322
2006-02-10,925.09,261.1,10.43,,1032.34,2202.45,114.12,300.0,0.09139502278303539
2006-02-13,926.47,282.72,10.73,,1031.61,2215.73,114.55,300.0,0.09367088607594937
2006-02-14,934.09,281.03,10.15,,1038.53,1855.62,97.31,300.0,0.10430582673928682
2006-02-15,935.77,332.12,12.67,,1041.66,2478.46,127.48,300.0,0.09938813931597112
2006-02-16,914.0,384.38,14.03,,1020.12,2615.99,134.07,300.0,0.1046468262847766
2006-02-17,907.71,309.9,11.4,,1020.37,2102.69,107.74,300.0,0.10581028401707816
2006-02-20,899.59,246.79,9.27,,1021.64,1881.89,103.03,300.0,0.08997379404057071
2006-02-21,918.34,286.18,11.07,,1038.82,2367.8,131.8,300.0,0.08399089529590288
2006-02-22,919.56,323.98,12.04,,1037.89,2538.07,134.35,300.0,0.08961667286937104
2006-02-23,920.87,271.84,10.08,,1041.37,1978.5,102.6,300.0,0.09824561403508772
2006-02-24,926.62,259.01,10.05,,1049.44,1967.61,102.86,300.0,0.09770561928835311
2006-02-27,926.48,280.19,10.62,,1047.85,2287.21,125.2,300.0,0.08482428115015973
2006-02-28,929.38,287.5,10.5,,1053.01,1935.33,104.28,300.0,0.10069044879171461
2006-03-01,936.7,268.37,10.49,,1056.62,1942.57,105.18,300.0,0.09973378969385814
2006-03-02,917.95,317.6,12.04,,1038.67,2487.79,137.49,300.0,0.08757000509127935
2006-03-03,918.01,261.23,9.69,,1041.68,2120.05,114.37,300.0,0.08472501530121535
2006-03-06,915.66,195.89,7.57,,1038.87,1787.1,90.91,300.0,0.08326916730832692
2006-03-07,889.0,243.03,8.82,,1014.97,1933.65,96.77,300.0,0.09114394957114809
2006-03-08,889.97,220.43,7.96,,1009.27,1746.31,88.18,300.0,0.09026990247221592
2006-03-09,884.03,168.25,6.14,,1004.34,1273.51,66.4,300.0,0.09246987951807227
2006-03-10,885.41,167.88,6.03,,1008.9,1188.8,63.38,300.0,0.09514042284632376
2006-03-13,892.68,156.79,5.59,,1019.86,1176.59,61.02,300.0,0.0916093084234677
2006-03-14,895.8,202.59,7.56,,1018.27,1134.8,58.62,300.0,0.12896622313203684
2006-03-15,902.74,189.17,7.19,,1028.96,1484.21,78.22,300.0,0.09192022500639223
2006-03-16,903.93,193.72,7.52,,1027.62,1478.43,79.36,300.0,0.09475806451612903
2006-03-17,899.39,204.35,7.68,,1024.02,1500.19,79.45,300.0,0.09666456891126494
2006-03-20,908.36,210.65,7.48,,1037.66,1538.99,82.46,300.0,0.09071064758670871
2006-03-21,911.14,260.62,9.33,,1040.76,1907.77,102.72,300.0,0.09082943925233646
2006-03-22,920.3,281.1,10.07,,1047.67,1864.06,100.35,300.0,0.1003487792725461
2006-03-23,931.18,344.23,13.36,,1048.54,2046.79,108.25,300.0,0.12341801385681293
2006-03-24,921.31,290.65,11.38,,1042.6,2009.82,110.32,300.0,0.10315445975344453
2006-03-27,931.03,257.34,9.95,,1050.71,1713.41,92.02,300.0,0.10812866768093893
2006-03-28,933.3,278.06,10.36,,1055.98,2227.4,106.31,300.0,0.0974508512839808
2006-03-29,931.04,315.17,11.97,,1065.29,3052.63,158.82,300.0,0.07536834151870042
2006-03-30,923.95,287.95,10.78,,1055.63,2201.25,120.9,300.0,0.08916459884201819
2006-03-31,923.19,252.16,9.7,,1061.09,2227.62,120.46,300.0,0.08052465548729869
2006-04-03,936.34,332.37,12.58,,1079.32,2772.98,157.03,300.0,0.0801120804941731
2006-04-04,947.25,388.3,15.23,,1089.37,3114.88,175.25,300.0,0.08690442225392297
2006-04-05,955.0,379.15,15.01,,1099.97,3293.69,185.4,300.0,0.08096008629989213
2006-04-06,952.32,390.02,15.41,,1103.24,3616.7,196.88,300.0,0.07827102803738319
2006-04-07,961.44,405.14,15.73,,1103.15,3257.09,177.6,300.0,0.08856981981981983
2006-04-10,980.27,425.5,16.61,,1117.91,3206.75,172.46,300.0,0.0963121883335266
2006-04-11,982.14,443.66,17.18,,1123.31,3560.75,197.97,300.0,0.08678082537758246
2006-04-12,986.35,422.69,16.8,,1117.07,3033.38,159.91,300.0,0.10505909574135452
2006-04-13,960.33,467.4,18.64,,1093.93,3382.41,171.9,300.0,0.10843513670738801
2006-04-14,977.09,357.62,14.06,,1118.61,3352.8,167.83,300.0,0.08377524876362986
2006-04-17,988.19,430.62,17.63,,1124.41,3570.45,183.49,300.0,0.09608153032862825
2006-04-18,986.35,341.39,14.33,,1131.28,3231.72,174.03,300.0,0.08234212492099063
2006-04-19,982.99,385.42,15.46,,1138.24,3432.29,193.65,300.0,0.07983475342112058
2006-04-20,970.81,403.69,15.92,,1134.38,3788.57,215.61,300.0,0.07383702054635684
2006-04-21,972.54,429.8,17.89,,1149.16,4077.29,227.51,300.0,0.0786339062019252
2006-04-24,950.93,477.34,19.88,,1142.7,4593.62,262.46,300.0,0.07574487540958623
2006-04-25,945.52,404.73,16.68,,1141.93,3861.11,228.85,300.0,0.07288616998033647
2006-04-26,956.2,449.47,18.64,,1155.73,4182.43,254.76,300.0,0.07316690218244623
2006-04-27,957.59,414.82,16.94,,1155.27,3198.05,188.63,300.0,0.08980543921963634
2006-04-28,965.29,441.73,17.86,,1172.35,4080.19,243.43,300.0,0.07336811403688945
2006-05-08,993.2,443.6,18.18,,1218.45,4491.28,265.36,300.0,0.06851070244196562
2006-05-09,1022.82,589.26,24.58,,1251.61,5599.39,331.12,300.0,0.07423290649915439
2006-05-10,1037.93,644.9,26.43,,1265.93,5566.7,335.68,300.0,0.07873570066730219
2006-05-11,1033.48,790.71,33.56,,1255.04,6113.37,373.0,300.0,0.08997319034852548
2006-05-12,1066.17,657.23,28.31,,1296.26,5492.03,342.62,300.0,0.08262798435584612
2006-05-15,1108.9,830.77,36.91,,1352.16,7353.4,457.68,300.0,0.08064586610732388
2006-05-16,1080.74,794.94,37.58,,1331.13,7965.82,509.16,300.0,0.07380784036452195
2006-05-17,1101.69,649.56,29.97,,1335.52,6182.33,391.34,300.0,0.07658302243573363
2006-05-18,1121.48,610.31,28.77,,1331.2,5205.64,318.33,300.0,0.09037790971633211
2006-05-19,1153.64,672.86,31.67,,1366.1,6712.39,362.22,300.0,0.08743305173651372
2006-05-22,1183.7,671.45,32.25,,1373.67,6626.22,381.99,300.0,0.08442629388203879
2006-05-23,1138.82,673.39,30.22,,1317.65,5687.24,327.48,300.0,0.09228044460730425
2006-05-24,1119.44,591.27,25.71,,1308.24,5117.66,310.97,300.0,0.0826767855420137
2006-05-25,1140.35,445.75,18.71,,1307.7,3404.64,204.83,300.0,0.09134404140018552
2006-05-26,1170.28,472.37,21.79,,1331.02,3638.57,217.42,300.0,0.10022077085824671
2006-05-29,1198.81,494.69,22.98,,1366.29,4448.0,271.01,300.0,0.08479391904357773
2006-05-30,1218.73,536.37,26.27,,1378.76,4476.1,289.92,300.0,0.09061120309050771
2006-05-31,1224.03,654.09,30.66,,1365.45,4733.59,293.6,300.0,0.10442779291553132
2006-06-01,1278.24,758.74,36.68,,1402.88,5349.35,313.83,300.0,0.11687856482809164
2006-06-02,1287.82,728.33,36.17,,1390.12,6410.92,374.07,300.0,0.09669313230144091
2006-06-05,1323.45,694.79,33.62,,1403.16,5510.18,297.85,300.0,0.11287560852778242
2006-06-06,1322.52,616.05,29.64,,1399.14,4683.53,264.98,300.0,0.11185749867914559
2006-06-07,1244.92,660.8,32.02,,1320.23,5204.76,310.76,300.0,0.10303771399150471
2006-06-08,1242.22,525.86,26.21,,1325.98,4567.75,264.63,300.0,0.09904394815402638
2006-06-09,1214.09,553.88,25.6,,1294.19,3739.26,216.31,300.0,0.11834866626600712
2006-06-12,1211.76,352.34,15.9,,1297.67,2503.33,150.25,300.0,0.10582362728785358
2006-06-13,1220.09,362.02,16.41,,1298.28,2782.3,167.16,300.0,0.09816941852117732
2006-06-14,1218.23,345.09,14.75,,1283.88,2880.17,159.82,300.0,0.09229132774371168
2006-06-15,1227.78,324.18,15.14,,1285.39,2324.13,129.48,300.0,0.11692925548347237
2006-06-16,1254.81,410.46,19.89,,1318.01,2840.8,161.52,300.0,0.12314264487369984
2006-06-19,1268.85,436.52,21.44,,1334.89,3072.63,186.73,300.0,0.1148181866866599
2006-06-20,1285.23,450.49,21.94,,1338.22,2779.71,164.17,300.0,0.1336419565084973
2006-06-21,1278.46,495.89,24.58,,1333.53,3244.55,182.72,300.0,0.13452276707530647
2006-06-22,1280.87,439.26,21.32,,1331.55,2595.32,146.42,300.0,0.14560852342576153
2006-06-23,1297.75,445.67,21.21,,1339.45,2565.16,151.26,300.0,0.14022213407378026
2006-06-26,1319.45,428.74,21.04,,1363.41,2959.59,185.65,300.0,0.11333153784002153
2006-06-27,1325.17,460.77,22.17,,1363.9,2645.47,160.22,300.0,0.13837223817251282
2006-06-28,1326.39,385.95,19.35,,1362.89,2579.17,148.36,300.0,0.13042599083310866
2006-06-29,1349.11,542.86,27.26,,1395.12,4243.92,242.26,300.0,0.11252373483034757
2006-06-30,1336.66,452.31,23.36,,1393.96,3839.67,229.42,300.0,0.10182198587743005
2006-07-03,1356.29,388.4,20.55,,1420.33,3829.74,244.23,300.0,0.08414199729762929
2006-07-04,1348.17,461.04,23.76,,1411.01,4274.98,281.16,300.0,0.08450704225352113
2006-07-05,1345.33,352.53,18.99,,1393.01,3344.6,211.54,300.0,0.08977025621631843
2006-07-06,1382.23,453.26,24.15,,1418.68,3248.07,216.38,300.0,0.11160920602643497
2006-07-07,1383.65,464.7,24.05,,1410.43,3355.62,225.3,300.0,0.10674656014203285
2006-07-10,1405.09,411.03,23.1,,1412.12,2760.74,186.17,300.0,0.12408014180587637
2006-07-11,1417.3,440.91,24.89,,1418.58,2853.74,189.59,300.0,0.1312832955324648
2006-07-12,1415.93,485.3,27.15,,1419.2,3629.34,248.31,300.0,0.10933913253594296
2006-07-13,1314.4,627.39,32.48,,1346.09,4897.07,317.0,300.0,0.10246056782334384
2006-07-14,1325.64,376.34,19.41,,1357.13,3265.91,210.65,300.0,0.0921433657726086
2006-07-17,1351.16,329.91,16.75,,1372.25,2420.56,160.47,300.0,0.10438088116158784
2006-07-18,1362.29,327.59,16.07,,1373.42,2272.45,147.97,300.0,0.10860309522200447
2006-07-19,1337.53,359.26,17.49,,1336.64,2522.76,159.24,300.0,0.10983421250941973
2006-07-20,1350.85,332.75,15.26,,1345.19,1845.06,115.06,300.0,0.13262645576221102
2006-07-21,1352.62,261.06,12.14,,1356.03,2039.36,124.42,300.0,0.09757273750200933
2006-07-24,1350.75,274.48,12.5,,1358.12,1996.62,125.18,300.0,0.09985620706183096
2006-07-25,1369.89,302.87,14.63,,1374.17,2202.35,140.9,300.0,0.10383250532292405
2006-07-26,1383.19,323.92,15.22,,1371.3,1963.34,120.6,300.0,0.1262023217247098
2006-07-27,1375.14,328.88,16.93,,1355.55,2381.88,147.52,300.0,0.11476409978308025
2006-07-28,1366.58,363.21,17.8,,1341.39,2155.75,138.09,300.0,0.12890144108914475
2006-07-31,1309.66,319.6,15.81,,1294.33,2218.12,131.15,300.0,0.120548989706443
2006-08-01,1286.35,235.79,10.97,,1282.06,1744.39,101.38,300.0,0.10820674689287829
2006-08-02,1273.41,207.79,9.81,,1275.09,1781.33,101.81,300.0,0.09635595717513015
2006-08-03,1269.58,158.85,7.32,,1271.74,1294.05,81.16,300.0,0.09019221291276491
2006-08-04,1221.2,232.53,10.55,,1241.91,1605.36,97.62,300.0,0.10807211636959639
2006-08-07,1185.39,210.07,9.03,,1224.1,1511.65,85.16,300.0,0.10603569751056834
2006-08-08,1226.9,237.72,10.17,,1252.39,1425.05,83.87,300.0,0.12125909145105519
2006-08-09,1234.1,241.36,10.86,,1251.3,1285.95,74.85,300.0,0.14509018036072144
2006-08-10,1253.95,207.01,9.46,,1271.47,1769.9,100.2,300.0,0.09441117764471059
2006-08-11,1261.15,192.66,8.62,,1275.65,1530.32,90.33,300.0,0.09542787556736411
2006-08-14,1219.08,237.15,11.28,,1245.72,1644.45,98.71,300.0,0.11427413635903151
2006-08-15,1243.47,200.04,9.44,,1265.86,1431.94,85.93,300.0,0.10985686023507504
2006-08-16,1262.19,230.8,11.22,,1283.57,2080.27,122.67,300.0,0.09146490584494987
2006-08-17,1255.46,210.95,9.93,,1271.63,1545.79,88.44,300.0,0.11227951153324288
2006-08-18,1246.44,200.72,9.43,,1267.87,1396.45,79.51,300.0,0.11860143378191422
2006-08-21,1258.16,225.43,10.72,,1270.56,1506.48,86.62,300.0,0.1237589471253752
2006-08-22,1271.19,240.09,11.77,,1285.27,1720.09,112.24,300.0,0.10486457590876692
2006-08-23,1268.33,252.22,12.39,,1285.68,1909.29,122.16,300.0,0.10142436149312378
2006-08-24,1286.41,238.24,12.05,,1292.4,1508.13,94.17,300.0,0.1279600722098333
2006-08-25,1286.58,248.62,13.12,,1295.44,1855.79,115.86,300.0,0.1132401173830485
2006-08-28,1316.24,316.5,16.36,,1325.89,2618.33,166.41,300.0,0.09831139955531519
2006-08-29,1315.66,403.5,19.97,,1330.16,3176.64,205.59,300.0,0.09713507466316454
2006-08-30,1329.2,265.38,13.14,,1334.67,2113.99,129.95,300.0,0.10111581377452868
2006-08-31,1336.31,295.04,14.54,,1338.69,2318.83,139.32,300.0,0.10436405397645708
2006-09-01,1310.68,295.14,14.89,,1318.1,2503.37,148.32,300.0,0.10039104638619202
2006-09-04,1343.19,293.22,14.99,,1337.24,2109.53,124.7,300.0,0.12020850040096231
2006-09-05,1344.89,309.19,15.85,,1340.68,2686.81,159.6,300.0,0.09931077694235589
2006-09-06,1355.48,267.57,13.82,,1346.37,2315.31,138.0,300.0,0.10014492753623189
2006-09-07,1334.17,257.92,12.9,,1328.38,2188.64,130.55,300.0,0.09881271543469934
2006-09-08,1337.72,206.92,10.83,,1332.15,1723.03,101.58,300.0,0.10661547548730065
2006-09-11,1348.99,247.37,12.72,,1338.76,2094.73,128.39,300.0,0.0990731365371135
2006-09-12,1356.04,263.31,13.31,,1347.64,2730.19,157.87,300.0,0.0843098752137835
2006-09-13,1339.07,284.26,14.49,,1338.39,3282.12,187.02,300.0,0.07747834456207892
2006-09-14,1341.53,256.73,13.13,,1338.28,2221.73,136.8,300.0,0.09597953216374269
2006-09-15,1354.52,273.27,14.01,,1362.32,3605.71,195.95,300.0,0.07149783107935698
2006-09-18,1375.47,286.88,14.41,,1375.56,3145.49,181.88,300.0,0.07922806245876403
2006-09-19,1378.55,313.57,15.82,,1378.31,2664.83,159.43,300.0,0.09922850153672458
2006-09-20,1385.26,330.84,16.74,,1378.46,2344.59,140.17,300.0,0.11942641078690162
2006-09-21,1390.2,317.1,16.57,,1387.37,2609.41,160.26,300.0,0.10339448396355923
2006-09-22,1376.9,305.84,15.62,,1374.85,2826.5,181.73,300.0,0.08595168656798548
2006-09-25,1381.1,249.31,12.81,,1372.4,2458.48,154.94,300.0,0.08267716535433071
2006-09-26,1381.72,274.34,13.81,,1357.65,1970.33,119.54,300.0,0.11552618370419943
2006-09-27,1391.08,263.71,13.49,,1371.12,1758.03,108.98,300.0,0.12378418058359332
2006-09-28,1399.31,281.65,14.91,,1387.0,2168.78,140.71,300.0,0.10596261815080661
2006-09-29,1411.51,296.38,15.49,,1403.27,2716.67,173.48,300.0,0.08928983168088542
2006-10-09,1433.79,311.31,16.47,,1436.07,3919.19,237.62,300.0,0.06931234744550122
2006-10-10,1439.84,348.99,18.92,,1437.25,3840.05,240.25,300.0,0.07875130072840791
2006-10-11,1446.87,306.67,16.6,,1435.91,3161.8,185.92,300.0,0.0892857142857143
2006-10-12,1434.16,360.96,19.18,,1426.5,3795.62,210.48,300.0,0.0911250475104523
2006-10-13,1442.02,337.13,18.25,,1430.88,2829.52,167.71,300.0,0.10881879434738537
2006-10-16,1440.44,319.05,17.26,,1418.52,2849.22,173.41,300.0,0.09953289891009746
2006-10-17,1438.82,277.02,15.38,,1414.45,2422.44,151.51,300.0,0.10151145138934725
2006-10-18,1453.1,290.73,15.36,,1437.59,2429.03,150.15,300.0,0.10229770229770228
2006-10-19,1456.88,337.47,17.54,,1439.38,2382.03,144.41,300.0,0.1214597327054913
2006-10-20,1444.57,331.48,16.98,,1440.18,2656.01,165.27,300.0,0.10274096932292612
2006-10-23,1405.31,374.28,19.35,,1408.72,2895.04,177.11,300.0,0.10925413584777821
2006-10-24,1438.42,331.2,17.3,,1440.05,2619.0,161.51,300.0,0.10711411058138816
2006-10-25,1426.44,310.83,16.12,,1446.83,3220.49,211.77,300.0,0.07612031921424187
2006-10-26,1411.51,243.56,12.96,,1456.1,3846.64,213.0,300.0,0.060845070422535216
2006-10-27,1387.6,245.93,12.43,,1439.05,3737.93,214.96,300.0,0.05782471157424637
2006-10-30,1382.04,223.97,11.81,,1446.24,3532.05,198.74,300.0,0.05942437355338633
2006-10-31,1396.96,222.46,11.53,,1464.47,3695.23,214.64,300.0,0.05371785314945956
2006-11-01,1403.52,241.8,12.73,,1479.41,3892.69,235.18,300.0,0.05412875244493579
2006-11-02,1397.88,241.66,11.99,,1479.66,4237.31,247.58,300.0,0.04842879069391712
2006-11-03,1405.0,227.5,11.43,,1488.29,3937.2,233.19,300.0,0.04901582400617522
2006-11-06,1400.54,246.74,12.89,,1507.89,4203.35,252.22,300.0,0.05110617714693522
2006-11-07,1379.31,253.94,12.53,,1516.1,4303.83,278.95,300.0,0.04491844416562108
2006-11-08,1375.24,173.47,9.27,,1498.17,2872.24,191.4,300.0,0.04843260188087774
2006-11-09,1392.82,189.54,10.09,,1524.71,3403.01,222.83,300.0,0.045281156038235425
2006-11-10,1353.48,228.03,11.72,,1504.06,5392.29,319.31,300.0,0.036704143309010055
2006-11-13,1306.78,227.15,11.58,,1475.78,4165.33,251.76,300.0,0.04599618684461392
2006-11-14,1325.16,176.7,8.85,,1493.78,3630.79,220.29,300.0,0.04017431567479232
2006-11-15,1342.7,168.84,8.85,,1534.76,4058.92,261.36,300.0,0.0338613406795225
2006-11-16,1321.5,217.29,10.78,,1533.29,5776.09,341.27,300.0,0.03158789228470126
2006-11-17,1333.44,172.16,8.57,,1562.08,4444.62,269.5,300.0,0.031799628942486086
2006-11-20,1322.59,223.53,11.06,,1593.16,5341.24,329.91,300.0,0.03352429450456185
2006-11-21,1330.85,209.12,10.55,,1612.25,4860.18,326.29,300.0,0.032333200527138437
2006-11-22,1340.4,239.29,11.88,,1624.03,5706.55,380.65,300.0,0.031209772757125973
2006-11-23,1350.14,232.94,11.68,,1634.91,5136.07,314.74,300.0,0.037109995551884094
2006-11-24,1362.57,241.21,12.5,,1636.58,4971.21,323.98,300.0,0.03858262855731835
2006-11-27,1386.25,262.78,13.9,,1651.8,4726.73,320.58,300.0,0.04335891197205066
2006-11-28,1392.4,250.77,13.07,,1644.01,4476.29,295.03,300.0,0.04430057960207437
2006-11-29,1402.46,263.64,13.96,,1667.14,4557.84,308.95,300.0,0.04518530506554459
2006-11-30,1421.48,364.48,18.97,,1714.36,6021.61,398.69,300.0,0.04758082720910983
2006-12-01,1429.85,394.37,21.41,,1729.22,5841.36,410.45,300.0,0.052162260933122186
2006-12-04,1450.57,412.38,21.36,,1780.74,7143.43,469.48,300.0,0.045497145778307914
2006-12-05,1461.38,482.13,24.92,,1794.23,6720.26,472.56,300.0,0.05273404435415609
2006-12-06,1441.37,491.17,25.83,,1779.41,8127.67,533.83,300.0,0.04838619036022703
2006-12-07,1429.17,430.13,22.42,,1775.71,8048.75,513.88,300.0,0.043628862769518176
2006-12-08,1380.1,317.42,16.03,,1711.58,6625.77,419.8,300.0,0.0381848499285374
2006-12-11,1415.91,253.88,12.82,,1789.92,5133.6,331.69,300.0,0.038650547197684584
2006-12-12,1420.93,298.38,15.33,,1802.79,5783.35,387.02,300.0,0.039610356053950704
2006-12-13,1427.68,258.48,14.83,,1803.86,4800.45,331.54,300.0,0.04473065090185196
2006-12-14,1446.22,320.98,17.66,,1836.14,4720.62,333.24,300.0,0.052994838554795344
2006-12-15,1460.18,364.73,20.7,,1867.64,4941.44,369.57,300.0,0.05601103985713126
2006-12-18,1481.21,443.07,24.43,,1916.11,6189.3,465.3,300.0,0.05250376101439931
2006-12-19,1493.62,482.95,26.59,,1921.44,6778.89,489.7,300.0,0.05429855013273433
2006-12-20,1525.95,519.99,28.13,,1936.55,5634.85,397.45,300.0,0.07077619826393257
2006-12-21,1517.89,545.51,30.09,,1908.99,6022.52,434.38,300.0,0.0692711450803444
2006-12-22,1507.89,445.9,23.43,,1895.64,4623.05,348.71,300.0,0.06719050213644576
2006-12-25,1523.82,465.2,25.06,,1939.1,5625.17,419.52,300.0,0.05973493516399695
2006-12-26,1507.07,452.89,23.69,,1938.24,5696.74,391.07,300.0,0.060577390237041964
2006-12-27,1511.8,389.06,20.07,,1982.88,5600.56,389.62,300.0,0.051511729377342025
2006-12-28,1472.15,412.97,20.8,,1979.93,6319.28,452.24,300.0,0.04599327790553688
2006-12-29,1485.1,392.48,19.96,,2041.05,7385.19,557.16,300.0,0.03582453873214158
2007-01-04,1480.94,627.76,29.15,,2067.09,10671.97,823.81,300.0,0.035384372610189244
2007-01-05,1517.5,624.75,30.01,,2072.88,9274.34,680.26,300.0,0.044115485255637556
2007-01-08,1571.82,790.28,38.03,,2131.56,8476.79,663.04,300.0,0.057357022200772205
2007-01-09,1610.2,921.25,45.28,,2200.09,8157.76,654.56,300.0,0.06917624052798828
2007-01-10,1653.72,1023.64,49.67,,2255.97,8490.5,688.23,300.0,0.07217064062885954
2007-01-11,1669.98,1274.67,64.07,,2231.63,8627.65,687.3,300.0,0.09321984577331587
2007-01-12,1616.33,1054.54,52.89,,2173.75,7652.57,617.43,300.0,0.0856615324814149
2007-01-15,1683.9,884.39,45.59,,2287.34,6640.31,570.43,300.0,0.07992216398155778
2007-01-16,1727.79,1083.78,57.69,,2353.87,7636.43,678.43,300.0,0.08503456509883113
2007-01-17,1730.6,1333.89,72.63,,2308.93,8901.55,800.09,300.0,0.09077728755515004
2007-01-18,1776.39,1225.42,63.0,,2317.1,7864.86,698.95,300.0,0.09013520280420631
2007-01-19,1836.65,1384.54,73.96,,2396.09,8333.4,735.39,300.0,0.10057248534791062
2007-01-22,1906.27,1390.29,76.69,,2491.31,9389.3,818.7,300.0,0.09367289605472089
2007-01-23,1921.53,1379.66,78.52,,2508.13,10233.76,928.13,300.0,0.08460021764192516
2007-01-24,1926.33,1169.66,66.89,,2536.43,8443.37,802.77,300.0,0.08332399068226266
2007-01-25,1853.94,1194.61,67.12,,2452.83,8105.52,772.42,300.0,0.08689573030216723
2007-01-26,1860.58,1034.69,56.25,,2512.92,7865.4,732.76,300.0,0.07676456138435504
2007-01-29,1924.46,982.06,55.21,,2576.92,8545.21,795.45,300.0,0.06940725375573574
2007-01-30,1910.42,1013.54,59.54,,2551.88,7821.15,734.85,300.0,0.08102333809621011
2007-01-31,1830.29,958.1,54.25,,2385.34,8090.91,719.45,300.0,0.07540482312877893
2007-02-01,1834.24,793.65,42.87,,2395.17,6507.81,575.78,300.0,0.07445552120601619
2007-02-02,1806.41,797.69,44.34,,2298.0,5937.72,535.35,300.0,0.08282432053796582
2007-02-05,1827.62,565.14,31.4,,2271.8,4758.75,423.58,300.0,0.0741300344681052
2007-02-06,1876.42,648.2,36.66,,2316.04,6701.06,612.07,300.0,0.05989511003643373
2007-02-07,1900.95,771.58,43.61,,2369.79,7010.64,662.03,300.0,0.06587314774254943
2007-02-08,1936.74,851.2,49.11,,2410.6,6265.65,583.68,300.0,0.08413856907894737
2007-02-09,1938.72,769.46,44.19,,2397.25,5551.55,513.03,300.0,0.0861353137243436
2007-02-12,1979.74,730.12,43.33,,2485.39,5499.23,517.09,300.0,0.08379585758765398
2007-02-13,2011.05,807.65,47.57,,2522.63,5152.89,482.28,300.0,0.09863564734179316
2007-02-14,2052.67,988.91,57.69,,2588.35,6277.73,584.62,300.0,0.09867948410933597
2007-02-15,2112.07,1104.38,66.24,,2668.63,7163.13,674.16,300.0,0.09825560697757209
2007-02-16,2165.07,1399.5,82.91,,2676.74,7590.88,715.98,300.0,0.11579932400346378
2007-02-26,2271.81,1261.19,77.9,,2707.68,7453.16,709.82,300.0,0.10974613282240568
2007-02-27,2097.43,1763.0,108.67,,2457.49,10773.68,1011.03,300.0,0.10748444655450383
2007-02-28,2199.83,1319.61,79.25,,2544.57,8282.26,771.48,300.0,0.1027246331726033
2007-03-01,2172.82,1419.49,85.32,,2473.54,8215.97,743.0,300.0,0.11483176312247644
2007-03-02,2211.79,1089.17,68.16,,2508.73,5794.68,542.22,300.0,0.12570543321898858
2007-03-05,2225.25,1153.41,73.58,,2475.61,6851.75,630.72,300.0,0.11666032470826991
2007-03-06,2231.35,817.94,53.33,,2520.29,5263.32,502.61,300.0,0.1061061260221643
2007-03-07,2288.4,933.36,62.0,,2589.44,5972.09,576.23,300.0,0.10759592523818613
2007-03-08,2344.16,1092.63,72.87,,2627.63,5538.66,539.08,300.0,0.13517474215329822
2007-03-09,2366.49,1261.45,87.39,,2611.39,7041.13,679.33,300.0,0.12864145555179368
2007-03-12,2449.1,1429.68,98.58,,2616.17,6246.89,604.38,300.0,0.1631093020947086
2007-03-13,2481.59,1388.1,96.51,,2640.17,6578.89,620.61,300.0,0.1555082902305796
2007-03-14,2475.98,1377.57,96.44,,2597.36,6895.21,665.82,300.0,0.14484395181880988
2007-03-15,2531.94,1220.81,88.82,,2645.55,6377.85,632.67,300.0,0.14038914441968167
2007-03-16,2485.45,1388.07,100.84,,2604.23,7533.19,747.77,300.0,0.13485430011902055
2007-03-19,2538.3,1170.34,85.72,,2659.41,7398.36,729.44,300.0,0.1175148058784821
2007-03-20,2610.54,1052.02,81.68,,2672.77,6124.97,617.41,300.0,0.132294585445652
2007-03-21,2659.3,1210.08,92.73,,2702.6,6461.3,683.69,300.0,0.13563164592139712
2007-03-22,2677.63,1418.19,109.78,,2711.32,8330.81,860.36,300.0,0.12759774977916222
2007-03-23,2708.89,1453.3,111.43,,2716.27,7391.19,763.04,300.0,0.14603428391696374
